Date,Close,High,Low,Open,Volume
2024-04-01,30.016447067260746,30.10980939269785,29.92308118027921,30.10980939269785,7562669
2024-04-02,29.8297176361084,30.063127001709333,29.78303469452493,30.016445840898,6793850
2024-04-03,29.876399993896484,31.37021856897354,29.876399993896484,30.623309281435013,32771146
2024-04-08,30.1564884185791,30.529944816953893,30.01644494034668,30.063126099757486,12988400
2024-04-09,30.296537399291992,30.34321856169341,29.92308097699185,29.92308097699185,12901874
2024-04-10,30.52994728088379,30.763356658319378,30.2965379034482,30.34321906662643,23078457
2024-04-11,30.249855041503903,30.389898523174047,30.109807998289508,30.34321736261733,10290573
2024-04-12,30.063127517700195,30.063127517700195,29.68967110171114,29.92308047131821,17516543
2024-04-15,30.203170776367188,30.99676476401517,30.156489615104203,30.203170776367188,25882022
2024-04-16,30.296537399291992,31.090127844749293,30.249856236890576,30.436580886496248,42541788
2024-04-17,30.483264923095703,30.66998956849105,30.063127347867542,30.62330840714221,20063937
2024-04-18,30.52994728088379,30.71667549514115,30.156490852369064,30.34321906662643,19034566
2024-04-19,29.876399993896484,30.529946956071853,29.736354725079536,30.296537581119537,27800340
2024-04-22,30.43657875061035,30.483263471280065,29.78303361899201,29.876397718015223,20049707
2024-04-23,30.203170776367188,30.950083602752184,30.156489615104203,30.623308350822672,21479353
2024-04-24,30.016447067260746,30.343218767835044,30.016447067260746,30.29653760511649,15163274
2024-04-25,29.876399993896484,30.06312820616722,29.689671781625748,29.969762319259644,17640529
2024-04-26,29.68967056274414,29.923079928114053,29.64298940197901,29.78303466504653,16211257
2024-04-29,30.203170776367188,30.203170776367188,29.78303498268386,29.78303498268386,18635906
2024-04-30,29.923080444335938,30.29653685998824,29.876399282765483,30.203170975303,15189285
2024-05-02,30.1564884185791,30.24985429894488,29.969760219391706,29.969760219391706,17644401
2024-05-03,30.249855041503903,30.57662672694516,30.203170319402936,30.249855041503903,17021677
2024-05-06,30.81003761291504,31.04344698877045,30.389900024066403,30.576628237059623,35116193
2024-05-07,30.99676513671875,31.090127460367302,30.483265233563,30.99676513671875,22690328
2024-05-08,30.903398513793945,31.0901267181778,30.716673870954367,31.0901267181778,14944053
2024-05-09,30.483264923095703,30.85671777543072,30.43658020020256,30.81003661408188,16290484
2024-05-10,31.09012794494629,31.09012794494629,30.48326570868327,30.52994687123513,23421858
2024-05-13,31.46358299255371,31.60362647408522,31.23017362845694,31.37021710998845,30150662
2024-05-14,31.136808395385746,31.603627133316827,30.95008374944877,31.603627133316827,24439533
2024-05-15,31.09012794494629,31.323537319250008,30.950084457290703,31.276856156698145,18433899
2024-05-16,31.37021827697754,31.46358416301606,31.09012774195074,31.13680890419781,21138281
2024-05-17,31.650310516357425,31.69699167586531,31.370216436221728,31.556944635797464,23123251
2024-05-20,31.603626251220703,31.837035613671503,31.46358277067676,31.69699213312756,16287844
2024-05-21,31.136808395385746,31.556945971832583,30.9033990264202,31.51026481034834,18904415
2024-05-22,32.0704460144043,32.11713073764126,31.37021790438198,31.416902627618946,47122663
2024-05-23,31.7436752319336,32.02376577167118,31.65031290586921,31.9304034456068,22258646
2024-05-24,31.79035758972168,31.88372348083941,31.416904709884484,31.60362936903079,13834719
2024-05-27,31.556947708129883,31.79035708993786,31.463585380024497,31.79035708993786,16054514
2024-05-28,31.696992874145508,31.74367403541814,31.416902344965383,31.55694582878329,13066187
