ticker,Long_OOT_EV,Long_HitRate,Long_PF,Long_MaxDD,Long_Trade_Count,Long_Stability_Score,Ticker_Promotion_Score_Long,Short_OOT_EV,Short_HitRate,Short_PF,Short_MaxDD,Short_Trade_Count,Short_Stability_Score,Ticker_Promotion_Score_Short,Range_OOT_EV,Range_HitRate,Range_PF,Range_MaxDD,Range_Trade_Count,Range_Stability_Score,Ticker_Promotion_Score_Range
2330.TW,0.41813928571428577,0.45376955903271693,0.8826046158997203,0.0,703,0.0,6.015452898388236,-0.13342622950819674,0.5432300163132137,1.1772301267197722,0.0,613,0.0,0.6876437628884143,0.0014157303370786517,0.0447427293064877,1.0,0.0,447,0.995710527510074,1.2027848674857768
2317.TW,-1.385648951048951,0.4483240223463687,0.8838459079157643,0.0,716,0.0,-12.03307228421362,1.674669918699187,0.551948051948052,1.1530707398016082,0.0,616,0.0,18.781209438848293,0.0002949367088607594,0.047979797979797977,1.0,0.0,396,0.9972197618210076,1.198352915412405
2454.TW,-0.7447503496503498,0.4441340782122905,0.7430064511061016,0.0,716,0.0,-5.660634049857697,0.8337070866141729,0.54858934169279,1.3341980404875955,0.0,638,0.0,10.40108915762483,0.0009286585365853659,0.036585365853658534,1.0,0.0,410,0.9952069577888709,1.181498708630945
2881.TW,-0.6797028571428572,0.38231098430813126,0.5612721758908263,0.0,701,0.0,-5.170152167634143,0.7622056910569106,0.6308943089430894,1.9122432425770859,0.0,615,0.0,9.966294176970703,0.0013571428571428571,0.06904761904761905,1.0,0.0,420,0.9953556601238115,1.250737798691429
2603.TW,-0.42896901408450705,0.4247538677918425,0.7613069423812826,0.0,711,0.0,-2.537921016785129,0.7204196721311474,0.5960912052117264,1.5588102453083814,0.0,614,0.0,9.408141180796603,0.00031493506493506494,0.015584415584415584,1.0,0.0,385,0.998348433119679,1.1339878684421176
3231.TW,-0.5749387323943664,0.450070323488045,0.9957132036998685,0.0,711,0.0,-3.9001040362276003,0.43222113821138214,0.5250403877221325,0.8630500063699625,0.0,619,0.0,6.244902158832079,0.0005053333333333333,0.02666666666666667,1.0,0.0,375,0.9966713268315456,1.1577209320329758
1519.TW,-0.45959718309859166,0.46143057503506313,0.9594977722196089,0.0,713,0.0,-2.731211126471869,1.3286868217054264,0.5409582689335394,1.1070750305990618,0.0,647,0.0,15.290199761041155,0.00018209876543209876,0.019656019656019656,1.0,0.0,407,0.9967026465567658,1.1404735562777135
2002.TW,-0.5467309859154929,0.42756680731364277,0.7358043127676414,0.0,711,0.0,-3.7150153819741147,0.42780325203252034,0.5533980582524272,1.2557060739744648,0.0,618,0.0,6.33596985162495,0.0006741379310344827,0.04827586206896552,1.0,0.0,290,0.9951782396258384,1.2023287513734435
