Ticker SYMBOL,資料日期,單月營收年增率(%),毛利率(%),營業利益率(%),單季EPS,ROE(%),稅後淨利率(%),負債比率(%),本業獲利比(%),預估殖利率(%),Revenue_Growth_Score,Profitability_Score,BalanceSheet_Score,Dividend_Score,Quality_Total_Score,資料來源
2545.TW,2025-12-31,,21.13,-41.49,,-1.4,-53.22,75.23,63.58,1255.0,0.0,0.0896111111111111,0.4108666666666666,1.0,0.28408055555555556,fundamentals_clean
2546.TW,2025-12-31,,9.56,7.58,,6.35,6.61,60.25,92.77,400.0,0.0,0.20063333333333333,0.6975,1.0,0.39459666666666665,fundamentals_clean
2547.TW,2025-12-31,,47.97,18.05,,0.53,4.14,75.74,224.52,549.0,0.0,0.47097222222222224,0.5426,1.0,0.4504902777777777,fundamentals_clean
2548.TW,2025-12-31,,28.22,24.04,,11.86,19.88,58.67,96.69,451.0,0.0,0.70365,0.7133,1.0,0.5746025,fundamentals_clean
2597.TW,2025-12-31,,18.77,15.82,,9.86,11.55,59.06,106.18,421.0,0.0,0.439825,0.7094,1.0,0.48128875000000004,fundamentals_clean
2601.TW,2025-12-31,,102.69,-11.52,,-14.31,64.28,36.79,37.37,,0.0,0.5,0.5768500000000001,0.0,0.3192125,fundamentals_clean
2603.TW,2025-12-31,,17.92,9.77,,1.45,9.94,34.45,79.44,1605.0,0.0,0.2937277777777778,0.9508333333333332,1.0,0.4905130555555556,fundamentals_clean
2605.TW,2025-12-31,,45.87,37.48,,3.22,40.68,20.66,91.0,315.0,0.0,0.7270555555555556,1.0,1.0,0.6544694444444444,fundamentals_clean
2606.TW,2025-12-31,,35.36,30.33,,3.37,31.08,55.53,94.03,546.0,0.0,0.6686666666666666,0.7446999999999999,1.0,0.5702083333333333,fundamentals_clean
2607.TW,2025-12-31,,18.52,6.44,,1.38,10.36,27.05,48.42,1942.0,0.0,0.2690111111111111,0.7368333333333333,1.0,0.4283622222222222,fundamentals_clean
2608.TW,2025-12-31,,16.25,10.94,,1.49,6.13,46.3,117.47,534.0,0.0,0.248525,0.837,1.0,0.44623375,fundamentals_clean
2609.TW,2025-12-31,,5.67,-1.89,,0.7,6.13,28.1,-36.04,1440.0,0.0,0.08034722222222222,0.5,1.0,0.3031215277777778,fundamentals_clean
2610.TW,2025-09-30,,16.2,8.45,0.48,2.98,5.81,70.7,105.86,437.0,0.0,0.2193472222222222,0.593,1.0,0.37502152777777775,fundamentals_clean
2611.TW,2025-12-31,,37.12,5.53,,0.89,14.63,28.01,27.76,375.0,0.0,0.41661944444444443,0.5646666666666667,1.0,0.4369834722222222,fundamentals_clean
2612.TW,2025-12-31,,34.11,23.8,,1.82,19.66,48.61,121.19,390.0,0.0,0.6454722222222222,0.8139000000000001,1.0,0.5793902777777777,fundamentals_clean
2613.TW,2025-12-31,,16.43,9.95,,1.22,4.77,67.56,151.25,432.0,0.0,0.22262499999999996,0.6244,1.0,0.38401874999999996,fundamentals_clean
2614.TW,2025-12-31,,34.49,10.27,,2.95,13.17,69.97,78.43,122.0,0.0,0.4311583333333333,0.5872166666666667,1.0,0.4477095833333333,fundamentals_clean
2615.TW,2025-12-31,,23.92,18.94,,3.63,30.01,32.62,66.06,449.0,0.0,0.5445111111111112,0.8576333333333334,1.0,0.5549872222222223,fundamentals_clean
2616.TW,2025-12-31,,7.55,-8.78,,-9.3,-11.81,68.07,77.23,185.0,0.0,0.014166666666666666,0.5962166666666668,1.0,0.3040125,fundamentals_clean
2617.TW,2025-12-31,,46.23,41.07,,1.91,28.95,32.45,113.52,497.0,0.0,0.7290555555555556,0.9755,1.0,0.6490444444444444,fundamentals_clean
2618.TW,2025-12-31,,22.9,16.53,,5.2,13.27,59.65,100.94,687.0,0.0,0.43311944444444445,0.7035,1.0,0.47746680555555554,fundamentals_clean
2630.TW,2025-12-31,,8.38,2.99,,0.68,1.79,37.92,134.75,193.0,0.0,0.07105277777777778,0.9208,1.0,0.4050684722222222,fundamentals_clean
2633.TW,2025-12-31,,43.22,38.82,,2.16,10.79,80.89,289.87,395.0,0.0,0.5972083333333333,0.5,1.0,0.48402291666666664,fundamentals_clean
2634.TW,2025-12-31,,8.73,4.51,,2.95,4.8,66.91,73.36,296.0,0.0,0.12582222222222222,0.5755666666666667,1.0,0.3379294444444444,fundamentals_clean
2636.TW,2025-12-31,,15.85,2.59,,2.64,5.58,55.37,42.96,871.0,0.0,0.15592777777777778,0.4376333333333333,1.0,0.3139830555555555,fundamentals_clean
2637.TW,2025-12-31,,37.71,36.61,,4.42,41.43,40.67,88.25,736.0,0.0,0.6817222222222222,0.8933,1.0,0.6119277777777777,fundamentals_clean
2642.TW,2025-12-31,,5.95,-5.64,,-1.88,-4.22,49.26,96.62,216.0,0.0,0.005277777777777779,0.8074,1.0,0.3536972222222222,fundamentals_clean
2645.TW,2025-12-31,,14.11,9.96,,3.59,10.07,42.35,78.21,307.0,0.0,0.27608611111111114,0.8615833333333333,1.0,0.4620259722222222,fundamentals_clean
2646.TW,2025-12-31,,13.18,1.56,,-0.64,-1.78,77.13,-87.86,,0.0,0.06104444444444444,0.02870000000000006,0.0,0.02854055555555557,fundamentals_clean
2701.TW,2025-12-31,,79.3,62.27,,0.38,50.42,13.22,98.93,263.0,0.0,0.75,1.0,1.0,0.6625,fundamentals_clean
2702.TW,2025-12-31,,89.24,10.47,,1.27,11.22,51.59,68.17,,0.0,0.49495,0.6855166666666667,0.0,0.34461166666666665,fundamentals_clean
2704.TW,2025-12-31,,29.71,0.59,,-0.57,-40.63,23.05,-1.27,118.0,0.0,0.14317777777777776,0.5,1.0,0.32511222222222225,fundamentals_clean
2705.TW,2025-12-31,,39.55,16.76,,5.02,37.69,68.17,44.45,,0.0,0.6097944444444444,0.32204999999999995,0.0,0.29394055555555554,fundamentals_clean
2706.TW,2025-12-31,,78.06,69.55,,0.47,51.09,13.18,108.96,285.0,0.0,0.75,1.0,1.0,0.6625,fundamentals_clean
2707.TW,2025-12-31,,34.66,27.08,,10.25,24.36,57.42,90.72,570.0,0.0,0.7304027777777777,0.7258,1.0,0.5870909722222222,fundamentals_clean
2712.TW,2025-12-31,,2.82,-30.61,,-2.8,-28.24,38.7,107.9,,0.0,0.0,0.913,0.0,0.22825,fundamentals_clean
2722.TW,2025-12-31,,27.13,-30.1,,-0.88,-20.06,27.95,124.83,64.0,0.0,0.12294444444444444,1.0,1.0,0.4430305555555556,fundamentals_clean
2723.TW,2025-12-31,,59.54,8.02,,3.15,7.34,42.09,80.74,434.0,0.0,0.42195,0.8791,1.0,0.5174575,fundamentals_clean
2727.TW,2025-12-31,,47.07,7.36,,6.58,5.42,70.99,93.35,641.0,0.0,0.3948222222222222,0.5901000000000001,1.0,0.4357127777777777,fundamentals_clean
2731.TW,2025-12-31,,16.93,5.55,,7.45,5.11,58.2,84.53,470.0,0.0,0.2162777777777778,0.718,1.0,0.4051972222222222,fundamentals_clean
2739.TW,2025-12-31,,44.04,12.46,,7.65,8.33,86.36,109.6,293.0,0.0,0.47873888888888894,0.5,1.0,0.44255861111111117,fundamentals_clean
2748.TW,2025-12-31,,37.08,16.89,,3.68,16.34,39.07,82.68,503.0,0.0,0.5513722222222222,0.9093,1.0,0.5703052777777777,fundamentals_clean
2753.TW,2025-12-31,,36.41,13.66,,5.62,10.13,49.51,107.74,557.0,0.0,0.44547499999999995,0.8049000000000001,1.0,0.50714125,fundamentals_clean
2762.TW,2025-12-31,,20.78,8.61,,5.77,5.8,84.56,115.39,1346.0,0.0,0.2558916666666667,0.5,1.0,0.3645620833333333,fundamentals_clean
2801.TW,2025-12-31,,,,,1.65,33.39,93.48,,244.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2812.TW,2025-12-31,,,,,2.58,43.57,90.96,,188.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2816.TW,2025-12-31,,,,,5.52,14.94,68.38,,491.0,0.0,0.19325,0.11620000000000003,1.0,0.2466875,fundamentals_clean
2820.TW,2025-12-31,,,,,1.38,53.05,89.5,,466.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2832.TW,2025-12-31,,,,,2.61,17.0,53.78,,1530.0,0.0,0.2125,0.2622,1.0,0.289925,fundamentals_clean
2834.TW,2025-12-31,,,,,1.66,30.24,94.14,,131.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2836.TW,2025-12-31,,,,,1.27,26.46,92.49,,247.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2838.TW,2025-12-31,,,,,1.86,30.99,91.74,,169.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2845.TW,2025-12-31,,,,,1.59,34.61,92.01,,398.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2849.TW,2025-12-31,,,,,1.09,25.53,90.69,,291.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2850.TW,2025-12-31,,,,,5.81,22.33,66.77,,606.0,0.0,0.260125,0.13230000000000003,1.0,0.27411874999999997,fundamentals_clean
2851.TW,2025-12-31,,,,,6.14,19.23,63.72,,625.0,0.0,0.254625,0.1628,1.0,0.27981875,fundamentals_clean
2852.TW,2025-12-31,,,,,1.63,7.92,54.73,,812.0,0.0,0.099,0.25270000000000004,1.0,0.24782500000000002,fundamentals_clean
2855.TW,2025-12-31,,94.69,53.73,,5.41,38.57,84.2,132.43,344.0,0.0,0.755125,0.5,1.0,0.53929375,fundamentals_clean
2867.TW,2025-12-31,,,,,0.6,0.62,97.57,,,0.0,0.00775,0.0,0.0,0.0027124999999999996,fundamentals_clean
2880.TW,2025-12-31,,,,,2.76,37.46,94.53,,369.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2881.TW,2025-12-31,,,,,3.01,21.06,92.25,,472.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2882.TW,2025-12-31,,,,,3.48,20.54,93.48,,487.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2883.TW,2025-12-31,,,,,3.36,26.98,92.05,,423.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2884.TW,2025-12-31,,,,,2.98,34.04,93.95,,373.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2885.TW,2025-12-31,,95.0,33.19,,2.89,27.47,91.42,100.72,328.0,0.0,0.75,0.5,1.0,0.5375,fundamentals_clean
2886.TW,2025-12-31,,,,,1.72,34.78,92.32,,408.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2887.TW,2025-12-31,,,,,3.04,23.96,94.48,,370.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2889.TW,2025-12-31,,,,,1.09,22.77,87.94,,201.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2890.TW,2025-12-31,,,,,2.34,30.96,93.01,,286.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2891.TW,2025-12-31,,,,,3.62,24.57,94.11,,422.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2892.TW,2025-12-31,,,,,1.79,25.94,94.2,,335.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
2897.TW,2025-12-31,,,,,0.37,9.69,90.76,,498.0,0.0,0.121125,0.0,1.0,0.19239374999999997,fundamentals_clean
2901.TW,2025-12-31,,84.77,20.24,,1.07,27.98,18.15,57.67,159.0,0.0,0.7024,0.8139166666666666,1.0,0.5993191666666666,fundamentals_clean
2903.TW,2025-12-31,,54.41,14.06,,1.72,6.0,74.13,142.43,587.0,0.0,0.4656,0.5587,1.0,0.452635,fundamentals_clean
2904.TW,2025-12-31,,17.39,-1.01,,-0.11,-1.5,28.06,33.43,599.0,0.0,0.06883333333333333,0.6119166666666667,1.0,0.3270708333333333,fundamentals_clean
2905.TW,2025-12-31,,52.83,-2.95,,0.4,0.42,97.11,-558.77,211.0,0.0,0.25525,0.0,1.0,0.23933749999999998,fundamentals_clean
2906.TW,2025-12-31,,30.62,4.64,,1.19,3.19,49.92,64.76,462.0,0.0,0.22860833333333333,0.6738,1.0,0.39846291666666667,fundamentals_clean
2908.TW,2025-12-31,,27.3,0.96,,0.92,0.98,77.17,88.15,450.0,0.0,0.14573888888888892,0.5283,1.0,0.33308361111111107,fundamentals_clean
2910.TW,2025-12-31,,87.61,51.79,,2.08,44.31,56.73,96.06,494.0,0.0,0.75,0.7327,1.0,0.595675,fundamentals_clean
2911.TW,2025-12-31,,33.47,-29.27,,68.25,97.98,67.69,-27.6,,0.0,0.6581666666666667,0.12310000000000004,0.0,0.26113333333333333,fundamentals_clean
2912.TW,2025-12-31,,34.07,2.95,,4.36,2.57,81.91,72.77,396.0,0.0,0.22312500000000002,0.43975,1.0,0.33803125,fundamentals_clean
2913.TW,2025-12-31,,40.7,-7.11,,-0.25,-29.1,41.79,23.0,,0.0,0.19833333333333336,0.4071,0.0,0.1711916666666667,fundamentals_clean
2915.TW,2025-12-31,,58.3,6.76,,2.55,567.87,11.16,1.21,522.0,0.0,0.5676,0.5,1.0,0.47365999999999997,fundamentals_clean
2923.TW,2025-12-31,,55.83,-153.52,,-11.85,-164.83,60.3,98.52,140.0,0.0,0.25,0.6970000000000001,1.0,0.41175000000000006,fundamentals_clean
2929.TW,2025-12-31,,-8.18,-22.93,,-5.49,-26.96,27.73,83.06,,0.0,0.0,1.0,0.0,0.25,fundamentals_clean
2939.TW,2025-12-31,,8.14,-46.94,,-3.9,-28.22,30.95,201.11,,0.0,0.017444444444444446,0.9904999999999999,0.0,0.2537305555555555,fundamentals_clean
2945.TW,2025-12-31,,27.39,1.28,,2.16,1.22,65.55,96.53,369.0,0.0,0.1524388888888889,0.6445000000000001,1.0,0.36447861111111113,fundamentals_clean
3002.TW,2025-12-31,,17.03,-11.31,,-0.82,-7.48,25.18,96.59,383.0,0.0,0.06683333333333334,1.0,1.0,0.4233916666666666,fundamentals_clean
3003.TW,2025-12-31,,21.28,5.98,,1.17,6.55,19.26,67.82,394.0,0.0,0.23211944444444446,0.8985,1.0,0.4558668055555556,fundamentals_clean
3004.TW,2025-12-31,,24.39,9.77,,2.35,7.49,54.84,110.69,247.0,0.0,0.29904722222222224,0.7515999999999999,1.0,0.4425665277777777,fundamentals_clean
3005.TW,2025-12-31,,31.02,14.37,,4.38,12.45,41.55,91.63,688.0,0.0,0.4438805555555555,0.8845000000000001,1.0,0.5264831944444445,fundamentals_clean
3006.TW,2025-12-31,,32.33,20.25,,10.18,21.53,39.49,90.16,66.0,0.0,0.6690833333333334,0.9051,1.0,0.6104541666666666,fundamentals_clean
3008.TW,2025-12-31,,47.97,36.75,,3.52,39.03,13.55,76.85,374.0,0.0,0.7387222222222223,0.9737499999999999,1.0,0.6519902777777778,fundamentals_clean
3010.TW,2025-12-31,,8.77,5.47,,2.55,3.32,54.23,107.91,444.0,0.0,0.11714444444444444,0.7577,1.0,0.3804255555555556,fundamentals_clean
3011.TW,2025-12-31,,10.61,-46.64,,-8.98,-73.8,48.8,58.27,,0.0,0.031166666666666662,0.6309166666666668,0.0,0.16863750000000002,fundamentals_clean
3013.TW,2025-12-31,,21.2,14.33,,6.26,10.67,46.01,108.46,61.0,0.0,0.382425,0.8399,1.0,0.49382375,fundamentals_clean
3014.TW,2025-12-31,,56.66,24.27,,4.3,20.14,22.96,96.4,779.0,0.0,0.7427,1.0,1.0,0.659945,fundamentals_clean
3015.TW,2025-12-31,,17.44,0.18,,0.4,1.83,32.38,7.84,606.0,0.0,0.09378611111111113,0.47619999999999996,1.0,0.30187513888888884,fundamentals_clean
3016.TW,2025-12-31,,11.81,4.89,,0.94,4.36,28.44,84.33,98.0,0.0,0.14123333333333332,1.0,1.0,0.4494316666666667,fundamentals_clean
3017.TW,2025-12-31,,26.39,21.01,,13.12,13.89,68.42,99.86,48.0,0.0,0.6040583333333334,0.6157999999999999,1.0,0.5153704166666666,fundamentals_clean
3018.TW,2025-12-31,,-18.95,-67.02,,2.35,19.47,55.05,1166.86,,0.0,0.24337499999999998,0.7495,0.0,0.27255625,fundamentals_clean
3019.TW,2025-12-31,,15.53,5.86,,1.74,4.35,36.49,114.72,332.0,0.0,0.171475,0.9351,1.0,0.44379124999999997,fundamentals_clean
3021.TW,2025-12-31,,13.54,1.5,,-0.8,-1.44,48.96,72.06,381.0,0.0,0.06244444444444444,0.7442333333333333,1.0,0.35791388888888886,fundamentals_clean
3022.TW,2025-12-31,,33.3,5.0,,3.29,24.04,24.73,20.14,725.0,0.0,0.4572222222222222,0.5011666666666666,1.0,0.4353194444444445,fundamentals_clean
3023.TW,2025-12-31,,23.64,9.29,,4.3,9.36,48.46,85.35,393.0,0.0,0.31345555555555554,0.8154,1.0,0.4635594444444444,fundamentals_clean
3024.TW,2025-12-31,,24.73,-2.71,,-0.48,-5.43,37.09,49.12,392.0,0.0,0.10961111111111112,0.6717666666666666,1.0,0.35630555555555554,fundamentals_clean
3025.TW,2025-12-31,,68.55,43.45,,14.52,39.19,31.07,88.94,575.0,0.0,0.869,0.9893000000000001,1.0,0.701475,fundamentals_clean
3026.TW,2025-12-31,,17.62,5.78,,2.92,9.14,35.76,71.77,397.0,0.0,0.2421611111111111,0.8738166666666667,1.0,0.45321055555555556,fundamentals_clean
3027.TW,2025-12-31,,6.29,-26.92,,-6.81,-46.51,19.41,43.45,,0.0,0.007166666666666667,0.6954166666666667,0.0,0.1763625,fundamentals_clean
3028.TW,2025-12-31,,7.68,3.14,,4.34,2.44,73.1,95.84,418.0,0.0,0.07678888888888889,0.5690000000000001,1.0,0.3191261111111111,fundamentals_clean
3029.TW,2025-12-31,,14.31,6.65,,3.84,4.86,53.78,89.02,586.0,0.0,0.17897222222222223,0.7622,1.0,0.40319027777777783,fundamentals_clean
3030.TW,2025-12-31,,60.64,34.33,,7.14,32.97,21.0,84.96,202.0,0.0,0.77675,1.0,1.0,0.6718625,fundamentals_clean
3031.TW,2025-12-31,,30.45,11.75,,1.13,11.03,15.21,102.58,426.0,0.0,0.3967638888888889,1.0,1.0,0.5388673611111111,fundamentals_clean
3032.TW,2025-12-31,,19.78,5.49,,-19.0,-21.25,83.23,-22.48,446.0,0.0,0.13701111111111114,0.0,1.0,0.19795388888888887,fundamentals_clean
3033.TW,2025-12-31,,5.24,2.39,,3.49,1.34,75.73,134.99,654.0,0.0,0.04198333333333334,0.5427,1.0,0.3003691666666667,fundamentals_clean
3034.TW,2025-12-31,,38.19,16.92,,5.45,16.17,30.43,87.45,733.0,0.0,0.5613388888888889,0.9957,1.0,0.5953936111111111,fundamentals_clean
3035.TW,2025-12-31,,42.16,2.91,,1.53,7.39,28.54,28.18,216.0,0.0,0.32791944444444443,0.5681666666666667,1.0,0.4068134722222222,fundamentals_clean
3036.TW,2025-09-30,,3.74,1.8,3.38,4.22,1.16,81.0,123.36,268.0,0.0,0.0325,0.5,1.0,0.286375,fundamentals_clean
3037.TW,2025-12-31,,15.77,6.82,,3.3,10.19,58.17,57.0,29.0,0.0,0.25540833333333335,0.5266333333333333,1.0,0.37105124999999994,fundamentals_clean
3038.TW,2025-12-31,,20.87,0.09,,1.58,6.09,32.62,2.35,585.0,0.0,0.16519166666666668,0.4738,1.0,0.3262670833333333,fundamentals_clean
3040.TW,2025-12-31,,58.07,-3.25,,0.07,2.79,21.71,-115.88,199.0,0.0,0.284875,0.5,1.0,0.37470625,fundamentals_clean
3041.TW,2025-12-31,,5.61,-178.54,,-12.5,-105.12,62.89,80.19,,0.0,0.0033888888888888905,0.6711,0.0,0.16896111111111112,fundamentals_clean
3042.TW,2025-12-31,,32.18,14.01,,2.81,13.58,26.5,79.23,566.0,0.0,0.46085000000000004,0.9935833333333334,1.0,0.5596933333333334,fundamentals_clean
3043.TW,2025-12-31,,24.04,-4.09,,-10.61,-42.07,57.36,10.16,,0.0,0.10577777777777778,0.2264,0.0,0.09362222222222222,fundamentals_clean
3044.TW,2025-12-31,,25.47,17.05,,4.57,13.02,44.9,92.75,297.0,0.0,0.4469722222222222,0.851,1.0,0.5191902777777778,fundamentals_clean
3045.TW,2025-12-31,,19.71,10.71,,4.11,6.84,59.71,108.92,411.0,0.0,0.27432222222222225,0.7029,1.0,0.42173777777777777,fundamentals_clean
3046.TW,2025-12-31,,7.79,4.07,,3.22,2.73,56.79,78.44,648.0,0.0,0.090325,0.7191000000000001,1.0,0.36138875000000004,fundamentals_clean
3047.TW,2025-12-31,,23.52,-25.59,,-2.85,-12.78,47.63,129.19,192.0,0.0,0.10288888888888889,0.8237,1.0,0.3919361111111111,fundamentals_clean
3048.TW,2025-12-31,,3.5,1.71,,4.17,0.74,80.01,182.29,,0.0,0.02635,0.5,0.0,0.1342225,fundamentals_clean
3049.TW,2025-12-31,,-12.51,-21.0,,0.22,3.59,45.62,-108.19,,0.0,0.044875,0.3438,0.0,0.10165625,fundamentals_clean
3050.TW,2025-12-31,,27.89,-0.66,,0.13,1.2,47.85,-24.36,383.0,0.0,0.14216666666666666,0.3215,1.0,0.28013333333333335,fundamentals_clean
3051.TW,2025-12-31,,33.67,14.98,,3.07,14.66,36.88,77.5,763.0,0.0,0.4923277777777778,0.9103666666666667,1.0,0.5499063888888889,fundamentals_clean
3052.TW,2025-12-31,,8.62,4.06,,0.82,3.83,73.26,85.5,457.0,0.0,0.1085861111111111,0.5673999999999999,1.0,0.32985513888888884,fundamentals_clean
3054.TW,2025-12-31,,62.07,-188.71,,9.91,438.1,7.49,-42.93,,0.0,0.561375,0.5,0.0,0.32148124999999994,fundamentals_clean
3055.TW,2025-12-31,,16.83,-122.2,,-6.42,-121.69,16.96,91.74,175.0,0.0,0.06572222222222221,1.0,1.0,0.4230027777777777,fundamentals_clean
3056.TW,2025-12-31,,21.31,-1.56,,-0.06,-1.7,41.93,517.09,1001.0,0.0,0.0906111111111111,0.8807,1.0,0.40188888888888885,fundamentals_clean
3057.TW,2025-12-31,,29.42,-21.05,,-7.09,-23.5,37.38,118.98,,0.0,0.13566666666666669,0.9261999999999999,0.0,0.2790333333333333,fundamentals_clean
3058.TW,2025-12-31,,2.21,-20.04,,-11.24,-23.97,68.6,80.96,,0.0,0.0,0.6140000000000001,0.0,0.15350000000000003,fundamentals_clean
3059.TW,2025-12-31,,23.91,2.93,,0.77,3.68,38.0,41.42,282.0,0.0,0.18035555555555555,0.5985,1.0,0.36274944444444446,fundamentals_clean
3060.TW,2025-12-31,,13.72,2.99,,0.35,0.84,41.03,206.65,123.0,0.0,0.08884444444444445,0.8896999999999999,1.0,0.40352055555555555,fundamentals_clean
3062.TW,2025-12-31,,1.56,-12.51,,-5.94,-22.41,35.95,88.37,,0.0,0.0,0.9405,0.0,0.235125,fundamentals_clean
3090.TW,2025-12-31,,17.93,10.68,,2.64,9.61,31.25,87.56,463.0,0.0,0.2987583333333333,0.9875,1.0,0.5014404166666666,fundamentals_clean
3092.TW,2025-12-31,,1.51,-21.28,,-6.03,-22.66,70.77,95.55,,0.0,0.0,0.5923,0.0,0.148075,fundamentals_clean
3094.TW,2025-12-31,,73.82,-7.29,,0.66,16.03,9.18,-39.18,76.0,0.0,0.450375,0.5,1.0,0.43263125,fundamentals_clean
3130.TW,2025-12-31,,85.04,14.73,,5.33,13.77,56.89,88.85,640.0,0.0,0.57355,0.7311,1.0,0.5335175,fundamentals_clean
3135.TW,2025-12-31,,19.12,16.62,,16.18,13.42,59.0,99.11,127.0,0.0,0.5521444444444445,0.71,1.0,0.5207505555555556,fundamentals_clean
3138.TW,2025-12-31,,41.3,7.6,,2.77,10.74,52.78,66.9,160.0,0.0,0.4119166666666667,0.6630333333333334,1.0,0.4599291666666667,fundamentals_clean
3149.TW,2025-12-31,,-12.37,-28.79,,-5.52,-21.57,47.64,99.38,,0.0,0.0,0.8236,0.0,0.2059,fundamentals_clean
3150.TW,2025-12-31,,40.07,-42.61,,-3.03,-36.6,7.81,117.25,560.0,0.0,0.19483333333333333,1.0,1.0,0.4681916666666667,fundamentals_clean
3164.TW,2025-12-31,,62.24,12.93,,1.71,24.62,12.93,44.19,327.0,0.0,0.6293,0.7015833333333333,1.0,0.5456508333333333,fundamentals_clean
3167.TW,2025-12-31,,42.12,20.96,,6.91,15.25,59.37,103.61,22.0,0.0,0.6303222222222222,0.7063,1.0,0.5471877777777778,fundamentals_clean
3168.TW,2025-12-31,,25.14,8.96,,1.95,5.89,30.2,92.16,742.0,0.0,0.2751138888888889,0.998,1.0,0.4957898611111111,fundamentals_clean
3189.TW,2025-12-31,,22.14,8.48,,1.55,5.94,48.27,86.84,29.0,0.0,0.25427222222222223,0.8172999999999999,1.0,0.4433202777777777,fundamentals_clean
3209.TW,2025-12-31,,4.62,2.9,,6.15,2.84,68.12,61.33,616.0,0.0,0.078875,0.4632166666666666,1.0,0.2934104166666667,fundamentals_clean
3229.TW,2025-12-31,,10.48,5.26,,1.36,2.66,30.35,167.54,,0.0,0.11629444444444445,0.9964999999999999,0.0,0.2898280555555555,fundamentals_clean
3231.TW,2025-12-31,,5.62,3.53,,3.22,1.13,76.93,119.77,304.0,0.0,0.05286944444444444,0.5307,1.0,0.3011793055555555,fundamentals_clean
3257.TW,2025-12-31,,45.11,18.06,,3.46,25.29,28.86,56.66,532.0,0.0,0.6534333333333333,0.8055,1.0,0.5800766666666667,fundamentals_clean
3266.TW,2025-12-31,,42.09,22.63,,1.84,25.67,51.95,90.49,570.0,0.0,0.6823555555555556,0.7805,1.0,0.5839494444444444,fundamentals_clean
3296.TW,2025-12-31,,19.21,1.99,,-0.57,-1.78,43.44,-147.72,,0.0,0.09884444444444446,0.36560000000000004,0.0,0.12599555555555558,fundamentals_clean
3305.TW,2025-12-31,,13.39,6.57,,1.46,2.84,54.59,116.34,222.0,0.0,0.14781111111111112,0.7541,1.0,0.3902588888888889,fundamentals_clean
3308.TW,2025-12-31,,23.48,-362.94,,2.44,925.2,48.43,-35.94,,0.0,0.3526666666666667,0.3157,0.0,0.2023583333333333,fundamentals_clean
3311.TW,2025-12-31,,12.48,1.06,,1.37,9.37,27.44,11.91,95.0,0.0,0.16928055555555555,0.5,1.0,0.3342481944444444,fundamentals_clean
3312.TW,2025-12-31,,5.61,2.48,,4.71,4.01,62.76,50.06,399.0,0.0,0.07831388888888888,0.4229,1.0,0.2831348611111111,fundamentals_clean
3321.TW,2025-12-31,,6.46,-7.85,,-6.43,-8.79,66.45,90.35,,0.0,0.00811111111111111,0.6355,0.0,0.16171388888888888,fundamentals_clean
3338.TW,2025-12-31,,21.43,4.46,,1.54,3.71,43.0,105.65,335.0,0.0,0.18225277777777776,0.87,1.0,0.4312884722222222,fundamentals_clean
3346.TW,2025-12-31,,9.67,0.87,,2.42,3.94,65.36,19.4,663.0,0.0,0.08389444444444444,0.14640000000000003,1.0,0.21596305555555556,fundamentals_clean
3356.TW,2025-12-31,,49.51,5.58,,9.78,88.46,9.62,6.05,832.0,0.0,0.6128277777777777,0.5,1.0,0.4894897222222222,fundamentals_clean
3376.TW,2025-12-31,,11.53,-3.62,,0.45,3.3,22.66,-77.08,320.0,0.0,0.07752777777777778,0.5,1.0,0.3021347222222222,fundamentals_clean
3380.TW,2025-12-31,,18.44,1.78,,0.05,0.11,46.03,115.05,281.0,0.0,0.09384166666666667,0.8397,1.0,0.39276958333333334,fundamentals_clean
3406.TW,2025-12-31,,34.25,20.44,,4.44,16.44,39.31,91.25,405.0,0.0,0.5724,0.9069,1.0,0.577065,fundamentals_clean
3413.TW,2025-12-31,,23.9,11.83,,3.21,11.03,36.38,78.39,375.0,0.0,0.361175,0.9227833333333333,1.0,0.5071070833333333,fundamentals_clean
3416.TW,2025-12-31,,38.51,18.17,,4.77,16.74,29.04,93.03,383.0,0.0,0.5771166666666667,1.0,1.0,0.6019908333333334,fundamentals_clean
