Date,Adj Close,Close,High,Low,Open,Volume
2026-01-07,263.0,263.0,270.0,263.0,268.0,2309327
2026-01-08,261.0,261.0,263.0,252.5,258.0,3466362
2026-01-09,259.0,259.0,271.5,251.0,261.5,4126212
2026-01-12,254.0,254.0,262.0,249.5,261.5,2960633
2026-01-13,256.5,256.5,263.0,252.5,259.5,2391919
2026-01-14,254.0,254.0,263.5,254.0,259.0,1819732
2026-01-15,256.0,256.0,260.0,252.0,252.5,1041796
2026-01-16,250.0,250.0,268.0,250.0,261.5,3150156
2026-01-19,245.0,245.0,252.0,241.0,250.5,2201958
2026-01-20,249.5,249.5,251.0,244.5,245.0,1205040
2026-01-21,255.0,255.0,262.5,247.5,249.5,3144158
2026-01-22,247.5,247.5,264.0,243.5,262.5,3345057
2026-01-23,237.0,237.0,248.0,231.5,248.0,4581455
2026-01-26,234.0,234.0,238.0,230.5,237.5,1876403
2026-01-27,237.0,237.0,242.0,236.0,238.0,1151681
2026-01-28,243.0,243.0,252.0,237.5,239.0,1798250
2026-01-29,257.0,257.0,259.0,239.5,245.5,3599012
2026-01-30,238.0,238.0,255.0,236.0,255.0,2557912
2026-02-02,242.5,242.5,244.5,233.5,233.5,2063381
2026-02-03,266.5,266.5,266.5,248.0,248.5,7246382
2026-02-04,277.0,277.0,282.0,256.0,265.5,8055998
2026-02-05,276.5,276.5,283.5,271.0,273.0,5252002
2026-02-06,273.5,273.5,279.5,262.5,274.0,4918851
2026-02-09,268.5,268.5,298.0,266.5,288.5,7776382
2026-02-10,272.5,272.5,279.5,269.5,270.0,3368483
2026-02-11,273.0,273.0,274.0,265.5,273.0,2230237
2026-02-23,280.5,280.5,282.0,270.0,277.0,2904858
2026-02-24,280.5,280.5,286.0,272.5,280.0,3423149
2026-02-25,292.0,292.0,297.5,279.0,282.5,6319464
2026-02-26,321.0,321.0,321.0,294.0,295.0,5476288
2026-03-02,353.0,353.0,353.0,310.5,311.0,5539865
2026-03-03,388.0,388.0,388.0,365.0,366.0,9555251
2026-03-04,365.0,365.0,383.5,351.0,374.0,6104505
2026-03-05,400.0,400.0,400.0,368.0,391.5,2147163
2026-03-06,393.0,393.0,393.0,377.0,392.0,1086182
2026-03-09,354.0,354.0,354.0,354.0,354.0,541915
2026-03-10,355.0,355.0,363.0,319.5,354.0,1645753
2026-03-11,368.0,368.0,380.0,360.0,364.5,1103334
2026-03-12,365.0,365.0,372.0,360.5,368.0,561983
2026-03-13,363.5,363.5,370.0,350.0,350.0,520377
2026-03-16,378.5,378.5,398.5,360.0,375.0,1000729
2026-03-17,376.5,376.5,399.0,376.5,378.5,1023662
2026-03-18,401.0,401.0,401.0,378.0,381.0,938227
2026-03-19,371.5,371.5,398.0,370.0,397.5,2495980
2026-03-20,367.5,367.5,399.0,365.0,382.0,2383598
2026-03-23,355.5,355.5,379.0,347.0,350.0,2266019
2026-03-24,368.0,368.0,386.0,357.0,370.0,3317636
2026-03-25,404.5,404.5,404.5,380.0,388.0,6941061
2026-03-26,414.0,414.0,422.0,397.0,405.0,9190316
2026-03-27,414.5,414.5,415.0,385.0,404.0,4351491
2026-03-30,404.0,404.0,411.5,390.0,402.0,4078374
2026-03-31,405.0,405.0,436.5,384.5,395.5,9459351
2026-04-01,398.5,398.5,438.0,395.0,435.0,7202571
2026-04-02,392.0,392.0,414.5,390.0,401.0,3813281
2026-04-07,412.5,412.5,418.0,393.0,395.5,3622759
