Date,Adj Close,Close,High,Low,Open,Volume
2023-04-10,28.91090202331543,30.899999618530273,31.100000381469727,30.799999237060547,30.950000762939453,14150090
2023-04-11,28.91090202331543,30.899999618530273,31.0,30.799999237060547,31.0,16590247
2023-04-12,29.0980281829834,31.100000381469727,31.100000381469727,30.899999618530273,30.950000762939453,21988498
2023-04-13,29.425500869750977,31.450000762939453,31.5,31.149999618530273,31.200000762939453,35206239
2023-04-14,29.0980281829834,31.100000381469727,31.5,30.899999618530273,31.450000762939453,24530867
2023-04-17,28.770559310913086,30.75,31.100000381469727,30.649999618530273,31.100000381469727,27542793
2023-04-18,28.723777770996094,30.700000762939453,30.799999237060547,30.600000381469727,30.799999237060547,12651207
2023-04-19,28.489870071411133,30.450000762939453,30.799999237060547,30.350000381469727,30.700000762939453,21063005
2023-04-20,28.489870071411133,30.450000762939453,30.5,30.200000762939453,30.350000381469727,9378078
2023-04-21,28.20918083190918,30.149999618530273,30.5,30.149999618530273,30.450000762939453,16178329
2023-04-24,28.115617752075195,30.049999237060547,30.149999618530273,30.0,30.149999618530273,10952076
2023-04-25,27.834930419921875,29.75,30.200000762939453,29.700000762939453,30.200000762939453,24123853
2023-04-26,27.413898468017578,29.299999237060547,29.700000762939453,29.149999618530273,29.649999618530273,30733028
2023-04-27,27.039644241333008,28.899999618530273,29.200000762939453,28.700000762939453,29.149999618530273,34643445
2023-04-28,27.226774215698242,29.100000381469727,29.200000762939453,28.899999618530273,29.0,19432136
2023-05-02,27.413898468017578,29.299999237060547,29.399999618530273,29.100000381469727,29.100000381469727,17449901
2023-05-03,27.2735538482666,29.149999618530273,29.299999237060547,29.049999237060547,29.25,14182323
2023-05-04,27.226774215698242,29.100000381469727,29.149999618530273,29.0,29.100000381469727,17661742
2023-05-05,27.226774215698242,29.100000381469727,29.200000762939453,28.899999618530273,29.100000381469727,18388071
2023-05-08,27.413898468017578,29.299999237060547,29.350000381469727,29.100000381469727,29.149999618530273,15128659
2023-05-09,27.460678100585938,29.350000381469727,29.350000381469727,29.049999237060547,29.200000762939453,19509557
2023-05-10,27.460678100585938,29.350000381469727,29.350000381469727,29.200000762939453,29.350000381469727,11338292
2023-05-11,27.2735538482666,29.149999618530273,29.399999618530273,29.100000381469727,29.350000381469727,8792698
2023-05-12,27.133209228515625,29.0,29.200000762939453,28.950000762939453,29.149999618530273,13543441
2023-05-15,27.2735538482666,29.149999618530273,29.200000762939453,28.850000381469727,28.899999618530273,13193698
2023-05-16,27.320335388183594,29.200000762939453,29.25,29.049999237060547,29.149999618530273,13471538
2023-05-17,27.69458770751953,29.600000381469727,29.700000762939453,29.100000381469727,29.200000762939453,23711802
2023-05-18,27.788150787353516,29.700000762939453,29.799999237060547,29.549999237060547,29.600000381469727,16594399
2023-05-19,27.69458770751953,29.600000381469727,29.850000381469727,29.5,29.799999237060547,17709100
2023-05-22,28.068838119506836,30.0,30.0,29.549999237060547,29.549999237060547,24495792
2023-05-23,27.97527503967285,29.899999618530273,30.049999237060547,29.899999618530273,30.0,18665186
2023-05-24,28.022056579589844,29.950000762939453,30.0,29.700000762939453,29.950000762939453,16575238
2023-05-25,27.507461547851562,29.399999618530273,29.799999237060547,29.399999618530273,29.75,23958743
2023-05-26,27.320335388183594,29.200000762939453,29.450000762939453,29.049999237060547,29.200000762939453,25249210
2023-05-29,27.179988861083984,29.049999237060547,29.5,29.049999237060547,29.299999237060547,29221279
2023-05-30,27.133209228515625,29.0,29.200000762939453,29.0,29.100000381469727,34368793
2023-05-31,27.133209228515625,29.0,29.399999618530273,29.0,29.0,60567332
2023-06-01,27.226774215698242,29.100000381469727,29.25,29.049999237060547,29.149999618530273,15897376
2023-06-02,27.507461547851562,29.399999618530273,29.450000762939453,29.149999618530273,29.25,16440774
2023-06-05,27.69458770751953,29.600000381469727,29.799999237060547,29.399999618530273,29.399999618530273,15557184
2023-06-06,27.97527503967285,29.899999618530273,29.950000762939453,29.649999618530273,29.649999618530273,16183632
2023-06-07,27.97527503967285,29.899999618530273,29.950000762939453,29.850000381469727,29.950000762939453,14154616
2023-06-08,27.834930419921875,29.75,29.899999618530273,29.700000762939453,29.850000381469727,10033748
2023-06-09,27.834930419921875,29.75,29.899999618530273,29.700000762939453,29.850000381469727,12117630
2023-06-12,27.741365432739258,29.649999618530273,29.799999237060547,29.600000381469727,29.75,9251114
2023-06-13,27.69458770751953,29.600000381469727,29.799999237060547,29.5,29.649999618530273,13498062
2023-06-14,27.741365432739258,29.649999618530273,29.899999618530273,29.600000381469727,29.600000381469727,13420879
2023-06-15,27.741365432739258,29.649999618530273,29.799999237060547,29.549999237060547,29.700000762939453,11919785
2023-06-16,27.834930419921875,29.75,29.850000381469727,29.600000381469727,29.649999618530273,21884295
2023-06-19,27.92849349975586,29.850000381469727,29.899999618530273,29.649999618530273,29.75,12176890
2023-06-20,27.834930419921875,29.75,29.850000381469727,29.700000762939453,29.850000381469727,13717453
2023-06-21,27.741365432739258,29.649999618530273,29.799999237060547,29.600000381469727,29.75,15069147
2023-06-26,27.69458770751953,29.600000381469727,29.799999237060547,29.450000762939453,29.649999618530273,22061766
2023-06-27,27.834930419921875,29.75,29.850000381469727,29.5,29.549999237060547,12798896
2023-06-28,27.788150787353516,29.700000762939453,29.850000381469727,29.600000381469727,29.700000762939453,12415667
2023-06-29,27.741365432739258,29.649999618530273,29.799999237060547,29.5,29.75,17387587
2023-06-30,27.507461547851562,29.399999618530273,29.649999618530273,29.399999618530273,29.5,26276180
2023-07-03,27.881711959838867,29.799999237060547,29.899999618530273,29.399999618530273,29.399999618530273,15406729
2023-07-04,27.647804260253906,29.549999237060547,29.75,29.5,29.600000381469727,17582856
2023-07-05,27.601022720336914,29.5,29.649999618530273,29.5,29.549999237060547,11251393
2023-07-06,27.086429595947266,28.950000762939453,29.350000381469727,28.899999618530273,29.350000381469727,37530317
2023-07-07,26.805740356445312,28.649999618530273,28.899999618530273,28.549999237060547,28.899999618530273,19930733
2023-07-10,26.852521896362305,28.700000762939453,29.0,28.700000762939453,28.75,10541540
2023-07-11,26.99286651611328,28.850000381469727,29.049999237060547,28.75,28.75,8353441
2023-07-12,26.99286651611328,28.850000381469727,28.950000762939453,28.700000762939453,28.799999237060547,11400272
2023-07-13,27.179988861083984,29.049999237060547,29.25,28.950000762939453,28.950000762939453,13090257
2023-07-14,27.2735538482666,29.149999618530273,29.299999237060547,29.049999237060547,29.25,14416280
2023-07-17,27.413898468017578,29.299999237060547,29.299999237060547,29.100000381469727,29.149999618530273,16507771
2023-07-18,27.320335388183594,29.200000762939453,29.350000381469727,29.100000381469727,29.149999618530273,17300894
2023-07-19,27.413898468017578,29.299999237060547,29.299999237060547,29.100000381469727,29.149999618530273,20801143
2023-07-20,27.554243087768555,29.450000762939453,29.549999237060547,29.149999618530273,29.200000762939453,27587091
2023-07-21,27.367116928100586,29.25,29.5,29.100000381469727,29.450000762939453,27095550
2023-07-24,27.507461547851562,29.399999618530273,29.399999618530273,29.200000762939453,29.25,27399008
2023-07-25,27.460678100585938,29.350000381469727,29.549999237060547,29.350000381469727,29.399999618530273,20732767
2023-07-26,27.65440559387207,28.549999237060547,28.649999618530273,28.100000381469727,28.200000762939453,28312349
2023-07-27,27.55754280090332,28.450000762939453,28.600000381469727,28.299999237060547,28.600000381469727,33794604
2023-07-28,27.315385818481445,28.200000762939453,28.450000762939453,28.100000381469727,28.450000762939453,25565988
2023-07-31,27.07322883605957,27.950000762939453,28.200000762939453,27.899999618530273,28.200000762939453,33419371
2023-08-01,27.266952514648438,28.149999618530273,28.299999237060547,27.950000762939453,28.049999237060547,20715415
2023-08-02,27.121658325195312,28.0,28.350000381469727,27.850000381469727,28.100000381469727,43027893
2023-08-04,27.412246704101562,28.299999237060547,28.299999237060547,27.950000762939453,28.0,17989617
2023-08-07,27.605974197387695,28.5,28.5,28.25,28.299999237060547,17917366
2023-08-08,27.36381721496582,28.25,28.5,28.149999618530273,28.5,18965588
2023-08-09,27.266952514648438,28.149999618530273,28.25,27.899999618530273,28.25,22084472
2023-08-10,27.024795532226562,27.899999618530273,28.100000381469727,27.799999237060547,28.100000381469727,24773934
2023-08-11,26.782638549804688,27.649999618530273,28.0,27.649999618530273,27.950000762939453,21331227
2023-08-14,26.346755981445312,27.200000762939453,27.75,27.149999618530273,27.75,28958962
