Date,Close,High,Low,Open,Volume
2025-04-02,21298.220703125,21390.51953125,21235.990234375,21313.76953125,2300200
2025-04-07,19232.349609375,20153.5703125,19212.01953125,20153.5703125,1558900
2025-04-08,18459.94921875,19064.470703125,18180.48046875,19064.470703125,5839900
2025-04-09,17391.759765625,18371.51953125,17306.970703125,18337.439453125,6177900
2025-04-10,19000.029296875,19024.470703125,18256.470703125,18256.470703125,2659600
2025-04-11,19528.76953125,19528.76953125,18418.19921875,18772.5,4766500
2025-04-14,19513.08984375,20023.630859375,19508.9296875,19686.6796875,4176300
2025-04-15,19857.669921875,19895.4296875,19576.150390625,19609.900390625,2866400
2025-04-16,19468.0,19737.08984375,19453.140625,19737.08984375,2805300
2025-04-17,19338.73046875,19478.0,19196.470703125,19389.51953125,2300500
2025-04-18,19395.029296875,19499.279296875,19376.349609375,19423.98046875,2123700
2025-04-21,19106.19921875,19359.9609375,19080.599609375,19321.140625,2325500
2025-04-22,18793.4296875,19059.650390625,18793.4296875,18990.859375,2526000
2025-04-23,19639.140625,19639.140625,19163.609375,19163.609375,2694600
2025-04-24,19478.810546875,19752.58984375,19433.369140625,19752.58984375,2418200
2025-04-25,19872.73046875,20012.26953125,19861.240234375,19861.240234375,2674500
2025-04-28,20034.41015625,20073.75,19972.0703125,19972.0703125,2131000
2025-04-29,20232.630859375,20232.630859375,20007.30078125,20018.3203125,2538500
2025-04-30,20235.029296875,20331.890625,20185.310546875,20215.390625,2806300
2025-05-02,20787.640625,20787.640625,20534.080078125,20534.080078125,2779300
2025-05-05,20532.990234375,20885.5390625,20320.80078125,20839.0390625,3929000
2025-05-06,20522.58984375,20623.849609375,20349.560546875,20353.880859375,3091500
2025-05-07,20546.490234375,20685.279296875,20418.029296875,20575.150390625,2681400
2025-05-08,20543.400390625,20747.279296875,20543.400390625,20559.650390625,2348100
2025-05-09,20915.0390625,20915.0390625,20643.560546875,20690.80078125,2744700
2025-05-12,21129.5390625,21176.130859375,20996.94921875,20996.94921875,2687300
2025-05-13,21330.140625,21626.279296875,21330.140625,21474.01953125,3601900
2025-05-14,21782.869140625,21782.869140625,21552.419921875,21552.419921875,3656500
2025-05-15,21730.25,21821.009765625,21674.3203125,21776.650390625,3543000
2025-05-16,21843.689453125,21854.5,21697.849609375,21731.880859375,3714600
2025-05-19,21523.830078125,21786.330078125,21496.689453125,21786.330078125,3401200
2025-05-20,21526.029296875,21746.560546875,21517.099609375,21631.609375,2908900
2025-05-21,21803.91015625,21879.240234375,21603.580078125,21603.580078125,3078500
2025-05-22,21670.9609375,21733.8203125,21585.310546875,21733.8203125,3137400
2025-05-23,21652.240234375,21798.880859375,21559.779296875,21766.240234375,3065000
2025-05-26,21536.5703125,21688.44921875,21536.5703125,21577.640625,3105400
2025-05-27,21336.5390625,21558.470703125,21310.0,21491.650390625,3512400
2025-05-28,21357.720703125,21634.369140625,21305.73046875,21539.150390625,3647300
2025-05-29,21347.30078125,21605.259765625,21347.30078125,21531.2890625,5081700
2025-06-02,21002.7109375,21256.099609375,20940.98046875,21253.970703125,3805400
2025-06-03,21126.9296875,21303.2109375,21110.630859375,21126.69921875,3739600
2025-06-04,21618.08984375,21618.08984375,21341.439453125,21341.439453125,4061200
2025-06-05,21674.4296875,21738.9296875,21626.740234375,21695.9296875,3521900
2025-06-06,21660.66015625,21702.4609375,21606.69921875,21637.76953125,2964300
2025-06-09,21790.2890625,21866.26953125,21717.51953125,21773.44921875,3035200
2025-06-10,22242.140625,22294.859375,21921.240234375,21921.240234375,3534000
2025-06-11,22470.099609375,22470.099609375,22294.599609375,22376.369140625,3669800
2025-06-12,22287.8203125,22390.169921875,22253.640625,22362.669921875,3060300
2025-06-13,22072.94921875,22228.009765625,21984.359375,22215.5,3285000
2025-06-16,22049.900390625,22094.599609375,21936.380859375,22058.5703125,2521300
2025-06-17,22211.58984375,22331.689453125,22118.4609375,22172.58984375,3044000
2025-06-18,22356.73046875,22370.25,22104.6796875,22135.830078125,3214600
2025-06-19,22003.5,22249.400390625,21973.0390625,22238.099609375,3057900
2025-06-20,22045.740234375,22089.48046875,21779.55078125,21960.509765625,4418300
2025-06-23,21732.01953125,21801.3203125,21551.580078125,21750.69921875,3015300
2025-06-24,22188.759765625,22201.05078125,22001.48046875,22001.48046875,3767600
2025-06-25,22430.609375,22444.509765625,22284.51953125,22341.869140625,3405900
2025-06-26,22492.33984375,22587.669921875,22391.26953125,22425.390625,3685100
2025-06-27,22580.080078125,22580.080078125,22388.58984375,22503.849609375,3454100
2025-06-30,22256.01953125,22558.94921875,22256.01953125,22508.330078125,3443500
2025-07-01,22553.720703125,22730.759765625,22401.580078125,22419.740234375,3676400
2025-07-02,22577.740234375,22577.740234375,22396.259765625,22463.55078125,2897200
2025-07-03,22712.970703125,22816.19921875,22700.859375,22707.41015625,3368000
2025-07-04,22547.5,22842.75,22500.970703125,22756.55078125,3270200
2025-07-07,22428.720703125,22550.5,22294.109375,22550.140625,2570300
2025-07-08,22362.26953125,22375.650390625,22190.4609375,22375.650390625,2661400
2025-07-09,22527.009765625,22527.009765625,22211.099609375,22253.169921875,2907300
2025-07-10,22693.25,22699.2890625,22513.349609375,22566.509765625,2829400
2025-07-11,22751.029296875,22770.009765625,22601.94921875,22602.810546875,4446700
2025-07-14,22614.970703125,22735.23046875,22525.66015625,22679.1796875,2557300
2025-07-15,22835.939453125,22888.23046875,22588.259765625,22618.4296875,2696000
2025-07-16,23042.900390625,23106.4296875,22923.119140625,22967.509765625,3171200
2025-07-17,23113.279296875,23159.5390625,22923.369140625,23042.970703125,3078000
2025-07-18,23383.130859375,23468.2109375,23276.01953125,23345.720703125,2995200
2025-07-21,23340.560546875,23403.830078125,23243.7890625,23314.2890625,2784300
2025-07-22,22987.919921875,23486.080078125,22985.900390625,23301.66015625,3764700
2025-07-23,23318.669921875,23318.669921875,23063.5703125,23063.5703125,3346500
2025-07-24,23373.73046875,23455.08984375,23295.310546875,23373.669921875,3659600
2025-07-25,23364.380859375,23485.560546875,23308.44921875,23454.58984375,2946900
2025-07-28,23412.98046875,23564.439453125,23350.73046875,23477.099609375,3255000
2025-07-29,23201.51953125,23422.169921875,23094.669921875,23414.359375,3565200
2025-07-30,23461.720703125,23461.720703125,23264.640625,23288.720703125,3352200
2025-07-31,23542.51953125,23631.109375,23454.439453125,23523.58984375,3757100
2025-08-01,23434.380859375,23484.2109375,23168.26953125,23318.369140625,3402400
