Date,Adj Close,Close,High,Low,Open,Volume
2023-04-07,85.48267364501953,96.0,96.19999694824219,92.30000305175781,92.5999984741211,1966905
2023-04-10,86.46216583251953,97.0999984741211,97.4000015258789,95.19999694824219,96.19999694824219,1264286
2023-04-11,86.72929382324219,97.4000015258789,98.9000015258789,96.5999984741211,96.69999694824219,1301160
2023-04-12,85.92789459228516,96.5,97.69999694824219,96.4000015258789,97.5999984741211,905058
2023-04-13,86.37311553955078,97.0,97.0,95.69999694824219,96.5,1350749
2023-04-14,86.81834411621094,97.5,99.9000015258789,97.0,98.19999694824219,1194020
2023-04-17,89.93489837646484,101.0,101.5,97.4000015258789,97.4000015258789,1550390
2023-04-18,87.70878601074219,98.5,101.5,98.30000305175781,101.0,880075
2023-04-19,87.0854721069336,97.80000305175781,99.80000305175781,97.5999984741211,98.69999694824219,561074
2023-04-20,86.55120086669922,97.19999694824219,98.0999984741211,96.9000015258789,97.80000305175781,598142
2023-04-21,85.92789459228516,96.5,98.4000015258789,96.5,97.0999984741211,711196
2023-04-24,88.86637115478516,99.80000305175781,99.80000305175781,96.80000305175781,97.30000305175781,727344
2023-04-25,86.90738677978516,97.5999984741211,101.0,96.80000305175781,98.9000015258789,997877
2023-04-26,88.15401458740234,99.0,99.0,96.9000015258789,97.5999984741211,506192
2023-04-27,87.17451477050781,97.9000015258789,99.5,97.5,98.80000305175781,365023
2023-04-28,86.99642181396484,97.69999694824219,98.5,97.5,98.30000305175781,344000
2023-05-02,88.15401458740234,99.0,99.0,97.4000015258789,97.5,418165
2023-05-03,87.88687133789062,98.69999694824219,99.0,98.0999984741211,98.19999694824219,223021
2023-05-04,88.51018524169922,99.4000015258789,99.80000305175781,97.80000305175781,98.5,490050
2023-05-05,87.88687133789062,98.69999694824219,99.5999984741211,98.5,99.0999984741211,412020
2023-05-08,91.27056121826172,102.5,105.0,98.19999694824219,98.69999694824219,1652339
2023-05-09,88.51018524169922,99.4000015258789,103.0,99.19999694824219,102.5,831078
2023-05-10,92.60623168945312,104.0,106.0,100.5,101.5,2130209
2023-05-11,85.0374526977539,95.5,102.5,95.5,101.5,3250106
2023-05-12,85.66075897216797,96.19999694824219,97.30000305175781,95.5,95.5,874021
2023-05-15,86.01693725585938,96.5999984741211,97.30000305175781,94.5,96.19999694824219,672000
2023-05-16,89.0444564819336,100.0,102.0,97.0,97.0,1345000
2023-05-17,89.93489837646484,101.0,102.0,99.0,99.0,701369
2023-05-18,90.380126953125,101.5,103.0,100.0,102.0,796020
2023-05-19,90.82533264160156,102.0,104.5,101.5,102.5,956031
2023-05-22,91.71578216552734,103.0,103.5,102.0,102.0,452064
2023-05-23,91.71578216552734,103.0,104.0,102.0,103.5,361010
2023-05-24,91.27056121826172,102.5,103.5,101.5,103.0,365000
2023-05-25,89.48966979980469,100.5,102.5,99.9000015258789,102.5,513017
2023-05-26,87.53070068359375,98.30000305175781,101.0,97.30000305175781,101.0,828171
2023-05-29,88.86637115478516,99.80000305175781,100.5,98.0999984741211,98.0999984741211,276001
2023-05-30,87.79783630371094,98.5999984741211,99.80000305175781,98.30000305175781,99.69999694824219,360000
2023-05-31,89.48966979980469,100.5,102.0,98.4000015258789,98.5,416070
2023-06-01,88.15401458740234,99.0,100.5,99.0,100.0,323000
2023-06-02,87.61974334716797,98.4000015258789,99.19999694824219,98.0,99.19999694824219,552030
2023-06-05,87.70878601074219,98.5,99.5,98.30000305175781,98.5999984741211,287127
2023-06-06,87.441650390625,98.19999694824219,98.69999694824219,97.80000305175781,98.5,393100
