Date,Adj Close,Close,High,Low,Open,Volume
2025-04-16,48.94150924682617,50.900001525878906,52.70000076293945,50.79999923706055,52.5,456201
2025-04-17,50.191490173339844,52.20000076293945,53.400001525878906,51.20000076293945,52.79999923706055,1053114
2025-04-18,55.19140625,57.400001525878906,57.400001525878906,52.099998474121094,52.70000076293945,2823755
2025-04-21,51.53761672973633,53.599998474121094,58.0,53.599998474121094,57.400001525878906,3662180
2025-04-22,51.729923248291016,53.79999923706055,55.79999923706055,53.0,53.0,825251
2025-04-23,52.787601470947266,54.900001525878906,56.29999923706055,54.599998474121094,55.0,854075
2025-04-24,52.21068572998047,54.29999923706055,55.599998474121094,54.20000076293945,55.099998474121094,412000
2025-04-25,55.57601547241211,57.79999923706055,58.70000076293945,55.0,55.20000076293945,2270151
2025-04-28,54.80679702758789,57.0,58.599998474121094,56.900001525878906,57.5,746050
2025-04-29,54.99910354614258,57.20000076293945,57.599998474121094,56.400001525878906,57.0,464000
2025-04-30,56.249080657958984,58.5,59.099998474121094,57.0,58.0,1186593
2025-05-02,56.34523391723633,58.599998474121094,59.29999923706055,58.0,59.29999923706055,627028
2025-05-05,56.152931213378906,58.400001525878906,59.70000076293945,56.79999923706055,59.0,1123445
2025-05-06,60.57593536376953,63.0,63.70000076293945,58.70000076293945,58.70000076293945,2296190
2025-05-07,61.249000549316406,63.70000076293945,64.5,61.5,62.0,1562514
2025-05-08,61.05669403076172,63.5,65.0,63.29999923706055,64.30000305175781,1091217
2025-05-09,60.67208480834961,63.099998474121094,64.30000305175781,62.70000076293945,63.70000076293945,465233
2025-05-12,61.345149993896484,63.79999923706055,64.19999694824219,63.099998474121094,63.79999923706055,509292
2025-05-13,61.249000549316406,63.70000076293945,65.30000305175781,63.400001525878906,64.9000015258789,823296
2025-05-14,61.729759216308594,64.19999694824219,64.5999984741211,63.70000076293945,64.0999984741211,697206
2025-05-15,61.53745651245117,64.0,64.9000015258789,63.70000076293945,64.4000015258789,414081
2025-05-16,61.92206573486328,64.4000015258789,65.30000305175781,64.0,64.5,721107
2025-05-19,60.57593536376953,63.0,65.0999984741211,63.0,65.0999984741211,543152
2025-05-20,60.8643913269043,63.29999923706055,64.0999984741211,62.900001525878906,63.70000076293945,300000
2025-05-21,61.441307067871094,63.900001525878906,64.5,63.20000076293945,63.29999923706055,289384
2025-05-22,60.8643913269043,63.29999923706055,63.599998474121094,62.79999923706055,63.599998474121094,288080
2025-05-23,61.05669403076172,63.5,64.5,63.099998474121094,63.400001525878906,407000
2025-05-26,61.92206573486328,64.4000015258789,65.0999984741211,63.0,63.79999923706055,544001
2025-05-27,61.92206573486328,64.4000015258789,65.5,64.0,64.30000305175781,398000
2025-05-28,62.21051788330078,64.69999694824219,65.69999694824219,64.30000305175781,65.0,686769
2025-05-29,61.92206573486328,64.4000015258789,65.4000015258789,63.5,65.19999694824219,561726
2025-06-02,60.47978210449219,62.900001525878906,63.900001525878906,62.5,63.5,383002
2025-06-03,62.49897766113281,65.0,65.0999984741211,62.900001525878906,63.599998474121094,625398
2025-06-04,62.88359069824219,65.4000015258789,66.30000305175781,64.80000305175781,65.5,923269
2025-06-05,62.979740142822266,65.5,65.9000015258789,64.80000305175781,65.30000305175781,569420
2025-06-06,61.8259162902832,64.30000305175781,66.4000015258789,64.0999984741211,65.4000015258789,595269
2025-06-09,57.0182991027832,59.29999923706055,63.5,58.79999923706055,63.29999923706055,2065176
2025-06-10,56.72984313964844,59.0,60.20000076293945,58.599998474121094,60.0,909950
2025-06-11,56.53753662109375,58.79999923706055,59.79999923706055,58.599998474121094,59.70000076293945,665303
2025-06-12,56.63369369506836,58.900001525878906,59.5,58.5,58.79999923706055,287051
2025-06-13,54.71064758300781,56.900001525878906,58.900001525878906,56.70000076293945,58.5,1384050
2025-06-16,54.80679702758789,57.0,57.5,54.5,56.29999923706055,747276
2025-06-17,55.57601547241211,57.79999923706055,57.900001525878906,57.0,57.29999923706055,383418
2025-06-18,55.19140625,57.400001525878906,57.900001525878906,57.0,57.70000076293945,246225
2025-06-19,54.133731842041016,56.29999923706055,57.599998474121094,56.29999923706055,57.599998474121094,296300
2025-06-20,53.460662841796875,55.599998474121094,56.5,55.20000076293945,56.29999923706055,300000
2025-06-23,53.749122619628906,55.900001525878906,56.099998474121094,54.20000076293945,55.0,190000
2025-06-24,55.287559509277344,57.5,57.599998474121094,56.5,56.5,313091
2025-06-25,54.99910354614258,57.20000076293945,58.0,57.0,58.0,223004
2025-06-26,55.67216873168945,57.900001525878906,58.70000076293945,57.20000076293945,57.5,394452
2025-06-27,56.152931213378906,58.400001525878906,58.79999923706055,57.900001525878906,58.5,377090
2025-06-30,54.80679702758789,57.0,58.599998474121094,57.0,58.599998474121094,270195
2025-07-01,54.6144905090332,56.79999923706055,58.0,56.79999923706055,57.5,260150
2025-07-02,54.99910354614258,57.20000076293945,57.20000076293945,56.5,56.79999923706055,191390
2025-07-03,56.72984313964844,59.0,59.400001525878906,57.599998474121094,57.900001525878906,1114332
2025-07-04,55.38370895385742,57.599998474121094,59.0,57.400001525878906,59.0,697153
2025-07-07,53.94142532348633,56.099998474121094,57.599998474121094,56.0,57.599998474121094,406050
2025-07-08,54.22988510131836,56.400001525878906,56.400001525878906,54.5,55.5,401060
2025-07-09,54.90294647216797,57.099998474121094,57.5,56.29999923706055,56.79999923706055,415124
2025-07-10,55.38370895385742,57.599998474121094,57.900001525878906,57.20000076293945,57.599998474121094,300050
2025-07-11,56.249080657958984,58.5,58.70000076293945,56.20000076293945,56.5,1010353
2025-07-14,55.5,55.5,56.20000076293945,55.400001525878906,56.0,495063
2025-07-15,57.0,57.0,57.0,55.400001525878906,55.70000076293945,376400
2025-07-16,57.29999923706055,57.29999923706055,58.400001525878906,57.099998474121094,57.099998474121094,486013
2025-07-17,61.29999923706055,61.29999923706055,62.29999923706055,58.29999923706055,58.400001525878906,3092948
2025-07-18,65.5,65.5,66.9000015258789,61.5,61.79999923706055,5793713
2025-07-21,67.30000305175781,67.30000305175781,68.69999694824219,65.5999984741211,66.30000305175781,5480367
2025-07-22,64.5999984741211,64.5999984741211,67.80000305175781,63.900001525878906,67.0,2971160
2025-07-23,67.9000015258789,67.9000015258789,69.19999694824219,65.5999984741211,65.80000305175781,5074650
2025-07-24,74.5999984741211,74.5999984741211,74.5999984741211,68.30000305175781,69.0,16869191
2025-07-25,79.4000015258789,79.4000015258789,82.0,76.4000015258789,78.19999694824219,41039467
2025-07-28,77.5999984741211,77.5999984741211,80.0,76.9000015258789,77.19999694824219,13523221
2025-07-29,74.5999984741211,74.5999984741211,78.0,73.9000015258789,77.80000305175781,10100608
2025-07-30,72.80000305175781,72.80000305175781,75.0999984741211,71.30000305175781,75.0999984741211,7617772
2025-07-31,78.69999694824219,78.69999694824219,79.5,72.0999984741211,73.0,13478641
2025-08-04,75.5,75.5,76.19999694824219,72.69999694824219,76.0,4138571
2025-08-05,77.5999984741211,77.5999984741211,80.9000015258789,75.0,76.5999984741211,13698200
2025-08-06,77.5,77.5,79.19999694824219,76.0,77.5999984741211,6757042
2025-08-07,75.5,75.5,78.9000015258789,75.30000305175781,78.9000015258789,5841057
2025-08-08,76.30000305175781,76.30000305175781,78.5,75.80000305175781,76.5,5897358
2025-08-11,76.5999984741211,76.5999984741211,78.69999694824219,73.5,77.0,7917499
2025-08-12,76.69999694824219,76.69999694824219,78.9000015258789,75.80000305175781,77.80000305175781,7466079
2025-08-13,84.30000305175781,84.30000305175781,84.30000305175781,82.0,83.5,9942744
2025-08-14,92.69999694824219,92.69999694824219,92.69999694824219,82.0999984741211,87.80000305175781,46588397
2025-08-15,88.19999694824219,88.19999694824219,97.19999694824219,87.5999984741211,93.19999694824219,53838100
2025-08-18,97.0,97.0,97.0,87.80000305175781,87.80000305175781,26512489
2025-08-19,106.5,106.5,106.5,97.0,99.0,52189808
2025-08-20,95.9000015258789,95.9000015258789,103.5,95.9000015258789,102.0,31912876
2025-08-21,91.69999694824219,91.69999694824219,99.5,91.0,95.0,40063596
2025-08-22,93.4000015258789,93.4000015258789,95.19999694824219,89.5999984741211,92.4000015258789,26975969
2025-08-25,102.5,102.5,102.5,94.5,95.5,33936916
2025-08-26,110.5,110.5,112.0,103.0,105.0,62943450
2025-08-27,121.5,121.5,121.5,121.0,121.5,9835443
2025-08-28,129.0,129.0,133.5,124.5,127.5,57394259
2025-08-29,130.0,130.0,133.0,126.5,130.5,26592007
2025-09-01,127.5,127.5,143.0,126.0,133.0,64037997
2025-09-02,126.0,126.0,134.0,117.5,132.5,46442281
2025-09-03,126.5,126.5,133.5,121.0,127.5,26576053
2025-09-04,119.0,119.0,132.0,118.5,128.5,19018515
2025-09-05,126.0,126.0,130.5,118.0,121.0,23772443
2025-09-08,130.0,130.0,132.5,125.5,127.0,22705050
2025-09-09,127.5,127.5,137.5,125.5,131.5,35027349
2025-09-10,131.0,131.0,134.0,127.5,129.5,21671880
2025-09-11,144.0,144.0,144.0,140.0,144.0,23901873
2025-09-12,154.0,154.0,158.0,145.5,151.0,101734969
2025-09-15,139.0,139.0,157.0,139.0,157.0,21087030
2025-09-16,135.0,135.0,140.0,130.5,136.0,27892114
2025-09-17,128.5,128.5,135.5,127.0,133.0,18785971
2025-09-18,116.0,116.0,130.5,116.0,129.5,33554745
2025-09-19,118.5,118.5,121.0,113.0,116.5,23460952
2025-09-22,118.0,118.0,119.5,115.5,118.5,7948854
2025-09-23,114.0,114.0,119.5,113.5,119.0,8056656
2025-09-24,109.5,109.5,115.0,107.5,114.0,12560670
2025-09-25,111.0,111.0,118.0,109.0,112.0,21422233
2025-09-26,105.5,105.5,110.5,104.5,110.0,9910479
2025-09-30,107.0,107.0,110.0,107.0,108.0,6357558
2025-10-01,107.5,107.5,113.0,107.0,108.5,12871821
2025-10-02,111.5,111.5,114.5,107.0,108.5,14018527
2025-10-03,108.0,108.0,112.0,107.0,111.0,8846363
2025-10-07,108.0,108.0,111.5,108.0,109.0,4817923
2025-10-08,110.0,110.0,112.5,106.5,108.5,12113085
2025-10-09,105.5,105.5,110.0,105.0,110.0,7586472
2025-10-13,109.5,109.5,113.0,99.5,100.0,19314545
2025-10-14,102.0,102.0,110.5,101.5,108.0,11286336
2025-10-15,104.5,104.5,105.5,102.0,103.5,4234885
2025-10-16,105.5,105.5,107.0,103.5,105.0,3453294
2025-10-17,99.5999984741211,99.5999984741211,105.0,99.5,105.0,4334514
2025-10-20,97.5,97.5,100.5,96.19999694824219,100.0,7307632
2025-10-21,107.0,107.0,107.0,99.0,99.0,14607212
2025-10-22,102.5,102.5,107.5,102.0,105.5,11741062
2025-10-23,101.0,101.0,103.0,100.0,101.5,3415677
2025-10-27,102.5,102.5,103.0,100.0,101.5,4094437
2025-10-28,103.0,103.0,103.0,99.5999984741211,102.0,3659916
2025-10-29,101.0,101.0,103.5,100.0,103.0,3429890
2025-10-30,98.0,98.0,102.0,97.69999694824219,102.0,3340459
2025-10-31,101.5,101.5,105.0,99.0,99.0,5812334
2025-11-03,109.5,109.5,111.5,101.0,102.5,15445114
2025-11-04,112.0,112.0,115.0,108.0,111.0,30222323
2025-11-05,110.0,110.0,110.5,101.5,103.5,19801381
2025-11-06,109.5,109.5,112.0,106.5,110.5,14179020
2025-11-07,114.0,114.0,116.5,110.5,111.5,27950995
2025-11-10,105.0,105.0,113.5,103.5,112.5,12816763
2025-11-11,104.5,104.5,109.0,104.5,106.0,6775308
2025-11-12,106.0,106.0,107.5,102.5,104.5,7206471
2025-11-13,107.0,107.0,107.5,104.0,106.5,6190104
2025-11-14,104.0,104.0,109.0,104.0,105.5,6897306
2025-11-17,101.0,101.0,106.0,101.0,105.0,4123829
2025-11-18,96.19999694824219,96.19999694824219,102.5,96.19999694824219,100.0,5702120
2025-11-19,94.19999694824219,94.19999694824219,98.19999694824219,93.69999694824219,96.30000305175781,3160423
2025-11-20,97.80000305175781,97.80000305175781,100.5,97.0999984741211,97.4000015258789,3327281
2025-11-21,91.19999694824219,91.19999694824219,95.5,90.69999694824219,95.30000305175781,3102715
2025-11-24,93.0999984741211,93.0999984741211,94.5,91.80000305175781,92.9000015258789,1817529
2025-11-25,95.9000015258789,95.9000015258789,97.4000015258789,94.69999694824219,94.69999694824219,2191293
2025-11-26,96.80000305175781,96.80000305175781,98.69999694824219,96.5,97.30000305175781,2036550
2025-11-27,96.19999694824219,96.19999694824219,98.5,96.19999694824219,98.5,1712200
2025-11-28,95.80000305175781,95.80000305175781,96.4000015258789,94.5,96.4000015258789,1437610
2025-12-01,95.5999984741211,95.5999984741211,97.30000305175781,95.0999984741211,97.19999694824219,1346563
2025-12-02,95.69999694824219,95.69999694824219,99.69999694824219,95.5,97.30000305175781,4481106
2025-12-03,96.9000015258789,96.9000015258789,99.9000015258789,96.5999984741211,97.69999694824219,4751804
2025-12-04,96.0999984741211,96.0999984741211,98.80000305175781,96.0999984741211,97.0999984741211,1655010
2025-12-05,98.0,98.0,98.0,95.30000305175781,96.0999984741211,1574744
2025-12-08,99.0999984741211,99.0999984741211,101.0,98.0999984741211,98.4000015258789,2389017
2025-12-09,98.4000015258789,98.4000015258789,100.0,97.9000015258789,99.5999984741211,1635111
2025-12-10,96.69999694824219,96.69999694824219,101.0,96.69999694824219,99.69999694824219,2925201
2025-12-11,97.0,97.0,99.80000305175781,96.5999984741211,97.5999984741211,2729800
2025-12-12,96.5999984741211,96.5999984741211,98.69999694824219,95.69999694824219,97.5,2076710
2025-12-15,106.0,106.0,106.0,97.0,97.0,15698607
2025-12-16,113.5,113.5,115.5,107.5,108.0,60477073
2025-12-17,109.0,109.0,118.0,107.5,116.0,43106495
2025-12-18,102.0,102.0,109.0,102.0,108.5,11164413
2025-12-19,102.0,102.0,104.5,101.0,103.0,5770784
2025-12-22,109.0,109.0,109.0,102.0,102.0,7327428
2025-12-23,110.0,110.0,110.5,106.5,109.5,9315514
2025-12-24,110.5,110.5,113.0,109.5,112.0,8698603
2025-12-26,109.0,109.0,112.5,109.0,111.0,5146411
2025-12-29,109.0,109.0,110.5,107.5,110.0,3799953
2025-12-30,105.5,105.5,108.0,103.5,108.0,4415108
2025-12-31,103.5,103.5,106.5,103.5,106.0,2103275
2026-01-02,108.5,108.5,111.0,103.5,104.0,5200923
2026-01-05,104.5,104.5,110.0,103.5,110.0,4248879
2026-01-06,109.0,109.0,110.0,104.0,104.5,5121503
2026-01-07,108.5,108.5,109.5,105.5,108.5,4546484
2026-01-08,108.5,108.5,116.0,108.0,113.5,17199443
2026-01-09,110.5,110.5,114.0,108.0,108.0,10944806
