stock_id,suffix,Ticker SYMBOL,產業類別,公司名稱
2891,.TW,2891.TW,17,中國信託金融控股股份有限公司
2892,.TW,2892.TW,17,第一金融控股股份有限公司
2897,.TW,2897.TW,17,王道商業銀行股份有限公司
2901,.TW,2901.TW,18,欣欣大眾市場股份有限公司
2903,.TW,2903.TW,18,遠東百貨股份有限公司
2904,.TW,2904.TW,20,匯僑股份有限公司
2905,.TW,2905.TW,18,三商投資控股股份有限公司
2906,.TW,2906.TW,18,高林實業股份有限公司
2908,.TW,2908.TW,18,特力股份有限公司
2910,.TW,2910.TW,18,統領百貨股份有限公司
2911,.TW,2911.TW,18,麗嬰房股份有限公司
2912,.TW,2912.TW,18,統一超商股份有限公司
2913,.TW,2913.TW,18,台灣農林股份有限公司
2915,.TW,2915.TW,18,潤泰全球股份有限公司
2923,.TW,2923.TW,14,鼎固控股有限公司
2929,.TW,2929.TW,18,淘帝國際控股有限公司
2939,.TW,2939.TW,18,永邑國際集團股份有限公司
2945,.TW,2945.TW,18,三商家購股份有限公司
3002,.TW,3002.TW,25,歐格電子股份有限公司
3003,.TW,3003.TW,28,健和興端子股份有限公司
3004,.TW,3004.TW,10,豐達科技股份有限公司
3005,.TW,3005.TW,25,神基控股股份有限公司
3006,.TW,3006.TW,24,晶豪科技股份有限公司
3008,.TW,3008.TW,26,大立光電股份有限公司
3010,.TW,3010.TW,29,華立企業股份有限公司
3011,.TW,3011.TW,28,今皓實業股份有限公司
3013,.TW,3013.TW,25,晟銘電子科技股份有限公司
3014,.TW,3014.TW,24,聯陽半導體股份有限公司
3015,.TW,3015.TW,28,全漢企業股份有限公司
3016,.TW,3016.TW,24,嘉晶電子股份有限公司
3017,.TW,3017.TW,25,奇鋐科技股份有限公司
3018,.TW,3018.TW,31,隆銘綠能科技工程股份有限公司
3019,.TW,3019.TW,26,亞洲光學股份有限公司
3021,.TW,3021.TW,28,鴻名企業股份有限公司
3022,.TW,3022.TW,25,威強電工業電腦股份有限公司
3023,.TW,3023.TW,28,信邦電子股份有限公司
3024,.TW,3024.TW,26,憶聲電子股份有限公司
3025,.TW,3025.TW,27,星通資訊股份有限公司
3026,.TW,3026.TW,28,禾伸堂企業股份有限公司
3027,.TW,3027.TW,27,盛達電業股份有限公司
3028,.TW,3028.TW,29,增你強股份有限公司
3029,.TW,3029.TW,30,零壹科技股份有限公司
3030,.TW,3030.TW,31,德律科技股份有限公司
3031,.TW,3031.TW,26,佰鴻工業股份有限公司
3032,.TW,3032.TW,28,偉訓科技股份有限公司
3033,.TW,3033.TW,29,威健實業股份有限公司
3034,.TW,3034.TW,24,聯詠科技股份有限公司
3035,.TW,3035.TW,24,智原科技股份有限公司
3036,.TW,3036.TW,29,文曄科技股份有限公司
3037,.TW,3037.TW,28,欣興電子股份有限公司
3038,.TW,3038.TW,26,全台晶像股份有限公司
3040,.TW,3040.TW,20,遠見科技股份有限公司
3041,.TW,3041.TW,24,揚智科技股份有限公司
3042,.TW,3042.TW,28,台灣晶技股份有限公司
3043,.TW,3043.TW,31,科風股份有限公司
3044,.TW,3044.TW,28,健鼎科技股份有限公司
3045,.TW,3045.TW,27,台灣大哥大股份有限公司
3046,.TW,3046.TW,25,建碁股份有限公司
3047,.TW,3047.TW,27,訊舟科技股份有限公司
3048,.TW,3048.TW,29,益登科技股份有限公司
3049,.TW,3049.TW,26,精金科技股份有限公司
3050,.TW,3050.TW,26,鈺德科技股份有限公司
3051,.TW,3051.TW,26,力特光電科技股份有限公司
3052,.TW,3052.TW,14,夆典科技開發股份有限公司
3054,.TW,3054.TW,2,立萬利創新股份有限公司
3055,.TW,3055.TW,29,蔚華科技股份有限公司
3056,.TW,3056.TW,14,富華創新股份有限公司
3057,.TW,3057.TW,25,喬鼎資訊股份有限公司
3058,.TW,3058.TW,28,立德電子股份有限公司
3059,.TW,3059.TW,26,華晶科技股份有限公司
3060,.TW,3060.TW,25,銘異科技股份有限公司
3062,.TW,3062.TW,27,建漢科技股份有限公司
3090,.TW,3090.TW,28,日電貿股份有限公司
3092,.TW,3092.TW,28,鴻碩精密電工股份有限公司
3094,.TW,3094.TW,24,聯傑國際股份有限公司
3130,.TW,3130.TW,36,一零四資訊科技股份有限公司
3135,.TW,3135.TW,24,凌航科技股份有限公司
3138,.TW,3138.TW,27,耀登科技股份有限公司
3149,.TW,3149.TW,26,正達國際光電股份有限公司
3150,.TW,3150.TW,24,鈺寶科技股份有限公司
3164,.TW,3164.TW,22,景岳生物科技股份有限公司
3167,.TW,3167.TW,5,大量科技股份有限公司
3168,.TW,3168.TW,26,眾福科技股份有限公司
3189,.TW,3189.TW,24,景碩科技股份有限公司
3209,.TW,3209.TW,29,全科科技股份有限公司
3229,.TW,3229.TW,28,晟鈦股份有限公司
3231,.TW,3231.TW,25,緯創資通股份有限公司
3257,.TW,3257.TW,24,虹冠電子工業股份有限公司
3266,.TW,3266.TW,14,昇陽建設企業股份有限公司
3296,.TW,3296.TW,28,勝德國際研發股份有限公司
3305,.TW,3305.TW,31,昇貿科技股份有限公司
3308,.TW,3308.TW,28,聯德電子股份有限公司
3311,.TW,3311.TW,27,閎暉實業股份有限公司
3312,.TW,3312.TW,29,弘憶國際股份有限公司
3321,.TW,3321.TW,28,同泰電子科技股份有限公司
3338,.TW,3338.TW,28,泰碩電子股份有限公司
3346,.TW,3346.TW,12,麗清科技股份有限公司
3356,.TW,3356.TW,26,奇偶科技股份有限公司
3376,.TW,3376.TW,28,新日興股份有限公司
3380,.TW,3380.TW,27,明泰科技股份有限公司
3406,.TW,3406.TW,26,玉晶光電股份有限公司
3413,.TW,3413.TW,24,京鼎精密科技股份有限公司
3416,.TW,3416.TW,25,融程電訊股份有限公司
3419,.TW,3419.TW,27,譁裕實業股份有限公司
3432,.TW,3432.TW,28,台端興業股份有限公司
3437,.TW,3437.TW,26,榮創能源科技股份有限公司
3443,.TW,3443.TW,24,創意電子股份有限公司
3447,.TW,3447.TW,27,展達通訊股份有限公司
3450,.TW,3450.TW,24,聯鈞光電股份有限公司
3481,.TW,3481.TW,26,群創光電股份有限公司
3494,.TW,3494.TW,25,誠研科技股份有限公司
3501,.TW,3501.TW,28,維熹科技股份有限公司
3504,.TW,3504.TW,26,揚明光學股份有限公司
3515,.TW,3515.TW,25,華擎科技股份有限公司
3518,.TW,3518.TW,31,柏騰科技股份有限公司
3528,.TW,3528.TW,29,安馳科技股份有限公司
3530,.TW,3530.TW,24,晶相光電股份有限公司
3532,.TW,3532.TW,24,台塑勝高科技股份有限公司
3533,.TW,3533.TW,28,嘉澤端子工業股份有限公司
3535,.TW,3535.TW,26,晶彩科技股份有限公司
3543,.TW,3543.TW,26,州巧科技股份有限公司
3545,.TW,3545.TW,24,敦泰電子股份有限公司
3550,.TW,3550.TW,28,聯穎科技股份有限公司
3557,.TW,3557.TW,38,嘉威生活股份有限公司
3563,.TW,3563.TW,26,牧德科技股份有限公司
3576,.TW,3576.TW,26,聯合再生能源股份有限公司
3583,.TW,3583.TW,24,辛耘企業股份有限公司
3588,.TW,3588.TW,24,通嘉科技股份有限公司
3591,.TW,3591.TW,26,艾笛森光電股份有限公司
3592,.TW,3592.TW,24,瑞鼎科技股份有限公司
3593,.TW,3593.TW,28,力銘科技股份有限公司
3596,.TW,3596.TW,27,智易科技股份有限公司
3605,.TW,3605.TW,28,宏致電子股份有限公司
3607,.TW,3607.TW,28,谷崧精密工業股份有限公司
3617,.TW,3617.TW,31,碩天科技股份有限公司
3622,.TW,3622.TW,26,洋華光電股份有限公司
3645,.TW,3645.TW,28,達邁科技股份有限公司
3652,.TW,3652.TW,25,精聯電子股份有限公司
3653,.TW,3653.TW,28,健策精密工業股份有限公司
3661,.TW,3661.TW,24,世芯電子股份有限公司
3665,.TW,3665.TW,31,貿聯控股(BizLink Holding Inc.)
3669,.TW,3669.TW,27,圓展科技股份有限公司
3673,.TW,3673.TW,26,"TPK Holding Co., Ltd."
3679,.TW,3679.TW,28,新至陞科技股份有限公司
3686,.TW,3686.TW,24,達能科技股份有限公司
3694,.TW,3694.TW,27,海華科技股份有限公司
3701,.TW,3701.TW,25,大眾全球投資控股股份有限公司
3702,.TW,3702.TW,29,大聯大控股股份有限公司
3703,.TW,3703.TW,14,欣陸投資控股股份有限公司
3704,.TW,3704.TW,27,合勤投資控股股份有限公司
3705,.TW,3705.TW,22,永信國際投資控股股份有限公司
3706,.TW,3706.TW,25,神達控股股份有限公司
3708,.TW,3708.TW,35,上緯國際投資控股股份有限公司
3711,.TW,3711.TW,24,日月光投資控股股份有限公司
3712,.TW,3712.TW,25,永崴投資控股股份有限公司
3714,.TW,3714.TW,26,富采控股股份有限公司
3715,.TW,3715.TW,28,定穎投資控股股份有限公司
3716,.TW,3716.TW,22,中化控股股份有限公司
3717,.TW,3717.TW,12,聯嘉光電投資控股股份有限公司
4104,.TW,4104.TW,22,佳醫健康事業股份有限公司
4106,.TW,4106.TW,22,雃博股份有限公司
4108,.TW,4108.TW,22,懷特生技新藥股份有限公司
4119,.TW,4119.TW,22,旭富製藥科技股份有限公司
4133,.TW,4133.TW,22,亞諾法生技股份有限公司
4137,.TW,4137.TW,22,麗豐股份有限公司
4142,.TW,4142.TW,22,國光生物科技股份有限公司
4148,.TW,4148.TW,22,全宇生技控股有限公司
4155,.TW,4155.TW,22,訊映光電股份有限公司
4164,.TW,4164.TW,22,承業生醫投資控股股份有限公司
4190,.TW,4190.TW,22,佐登妮絲集團股份有限公司
4306,.TW,4306.TW,3,炎洲股份有限公司
4414,.TW,4414.TW,4,如興股份有限公司
4426,.TW,4426.TW,4,利勤實業股份有限公司
4438,.TW,4438.TW,4,廣越企業股份有限公司
4439,.TW,4439.TW,4,冠星集團控股有限公司
4440,.TW,4440.TW,4,宜新實業股份有限公司
4441,.TW,4441.TW,4,振大環球股份有限公司
4526,.TW,4526.TW,5,東台精機股份有限公司
4532,.TW,4532.TW,5,瑞智精密股份有限公司
4536,.TW,4536.TW,37,拓凱實業股份有限公司
4540,.TW,4540.TW,5,全球傳動科技股份有限公司
4545,.TW,4545.TW,28,銘鈺精密工業股份有限公司
4551,.TW,4551.TW,12,智伸科技股份有限公司
4552,.TW,4552.TW,5,力達控股有限公司
4555,.TW,4555.TW,5,台灣氣立股份有限公司
4557,.TW,4557.TW,12,永新控股股份有限公司
4560,.TW,4560.TW,5,強信機械科技股份有限公司
4562,.TW,4562.TW,5,穎漢科技股份有限公司
4564,.TW,4564.TW,5,元翎精密工業股份有限公司
4566,.TW,4566.TW,5,時碩工業股份有限公司
4569,.TW,4569.TW,12,六方科技股份有限公司
4571,.TW,4571.TW,5,鈞興機電國際股份有限公司
4572,.TW,4572.TW,5,駐龍精密機械股份有限公司
4576,.TW,4576.TW,5,大銀微系統股份有限公司
4581,.TW,4581.TW,12,World Known MFG(Cayman)Limited
4583,.TW,4583.TW,5,台灣精銳科技股份有限公司
4585,.TW,4585.TW,31,達明機器人股份有限公司
4588,.TW,4588.TW,31,玖鼎電力資訊股份有限公司
4590,.TW,4590.TW,5,富田電機股份有限公司
4720,.TW,4720.TW,21,德淵企業股份有限公司
4722,.TW,4722.TW,21,國精化學股份有限公司
4736,.TW,4736.TW,22,泰博科技股份有限公司
4737,.TW,4737.TW,22,華廣生技股份有限公司
4739,.TW,4739.TW,21,康普材料科技股份有限公司
4746,.TW,4746.TW,22,台耀化學股份有限公司
4755,.TW,4755.TW,21,三福化工股份有限公司
4763,.TW,4763.TW,21,濟南大自然新材料股份有限公司
4764,.TW,4764.TW,21,雙鍵化工股份有限公司
4766,.TW,4766.TW,21,南寶樹脂化學工廠股份有限公司
4770,.TW,4770.TW,21,上品綜合工業股份有限公司
4771,.TW,4771.TW,22,望隼科技股份有限公司
4807,.TW,4807.TW,18,日成控股股份有限公司
4904,.TW,4904.TW,27,遠傳電信股份有限公司
4906,.TW,4906.TW,27,正文科技股份有限公司
4912,.TW,4912.TW,28,聯德控股股份有限公司
4915,.TW,4915.TW,28,致伸科技股份有限公司
4916,.TW,4916.TW,25,事欣科技股份有限公司
4919,.TW,4919.TW,24,新唐科技股份有限公司
4927,.TW,4927.TW,28,泰鼎國際股份有限公司
4930,.TW,4930.TW,6,燦星網通股份有限公司
4934,.TW,4934.TW,26,太極能源科技股份有限公司
4935,.TW,4935.TW,26,茂林光電科技(開曼)股份有限公司
4938,.TW,4938.TW,25,和碩聯合科技股份有限公司
4942,.TW,4942.TW,26,嘉彰股份有限公司
4943,.TW,4943.TW,28,開曼康而富控股股份有限公司
4949,.TW,4949.TW,26,有成精密股份有限公司
4952,.TW,4952.TW,24,凌通科技股份有限公司
4956,.TW,4956.TW,26,光鋐科技股份有限公司
4958,.TW,4958.TW,28,臻鼎科技控股股份有限公司
4960,.TW,4960.TW,26,誠美材料科技股份有限公司
4961,.TW,4961.TW,24,天鈺科技股份有限公司
4967,.TW,4967.TW,24,十銓科技股份有限公司
4968,.TW,4968.TW,24,立積電子股份有限公司
4976,.TW,4976.TW,26,佳凌科技股份有限公司
4977,.TW,4977.TW,27,眾達科技股份有限公司
4989,.TW,4989.TW,28,李長榮科技股份有限公司
4994,.TW,4994.TW,30,傳奇網路遊戲股份有限公司
4999,.TW,4999.TW,28,鑫禾科技股份有限公司
5007,.TW,5007.TW,10,三星科技股份有限公司
5203,.TW,5203.TW,30,訊連科技股份有限公司
5215,.TW,5215.TW,25,科嘉(開曼)股份有限公司
5222,.TW,5222.TW,24,全訊科技股份有限公司
5225,.TW,5225.TW,31,東科控股股份有限公司
5234,.TW,5234.TW,26,達興材料股份有限公司
5243,.TW,5243.TW,26,乙盛精密工業股份有限公司
5244,.TW,5244.TW,26,弘凱光電股份有限公司
5258,.TW,5258.TW,25,虹堡科技股份有限公司
5269,.TW,5269.TW,24,祥碩科技股份有限公司
5283,.TW,5283.TW,6,禾聯碩股份有限公司
5284,.TW,5284.TW,20,經寶精密控股股份有限公司
5285,.TW,5285.TW,24,界霖科技股份有限公司
5288,.TW,5288.TW,5,開曼商豐祥控股股份有限公司
5292,.TW,5292.TW,35,華懋科技股份有限公司
5306,.TW,5306.TW,37,桂盟國際股份有限公司
5388,.TW,5388.TW,27,中磊電子股份有限公司
5434,.TW,5434.TW,29,崇越科技股份有限公司
5469,.TW,5469.TW,28,瀚宇博德股份有限公司
5471,.TW,5471.TW,24,松翰科技股份有限公司
5484,.TW,5484.TW,26,慧友電子股份有限公司
5515,.TW,5515.TW,14,建國工程股份有限公司
5519,.TW,5519.TW,14,隆大營建事業股份有限公司
5521,.TW,5521.TW,14,工信工程股份有限公司
5522,.TW,5522.TW,14,遠雄建設事業股份有限公司
5525,.TW,5525.TW,14,順天建設股份有限公司
5531,.TW,5531.TW,14,鄉林建設事業股份有限公司
5533,.TW,5533.TW,14,皇鼎建設開發股份有限公司
5534,.TW,5534.TW,14,長虹建設股份有限公司
5538,.TW,5538.TW,10,開曼東明控股股份有限公司
5546,.TW,5546.TW,14,永固集團股份有限公司
5607,.TW,5607.TW,15,遠雄自貿港投資控股股份有限公司
5608,.TW,5608.TW,15,四維航業股份有限公司
5706,.TW,5706.TW,16,鳳凰國際旅行社股份有限公司
5871,.TW,5871.TW,20,中租控股股份有限公司
5876,.TW,5876.TW,17,上海商業儲蓄銀行股份有限公司
5880,.TW,5880.TW,17,合作金庫金融控股股份有限公司
5906,.TW,5906.TW,18,台南生活(開曼)股份有限公司
5907,.TW,5907.TW,18,Grand Ocean RetailGroupLimited
6005,.TW,6005.TW,17,群益金鼎證券股份有限公司
6024,.TW,6024.TW,17,群益期貨股份有限公司
6108,.TW,6108.TW,28,競國實業股份有限公司
6112,.TW,6112.TW,30,邁達特數位股份有限公司
6115,.TW,6115.TW,28,鎰勝工業股份有限公司
6116,.TW,6116.TW,26,瀚宇彩晶股份有限公司
6117,.TW,6117.TW,25,迎廣科技股份有限公司
6120,.TW,6120.TW,26,達運精密工業股份有限公司
6128,.TW,6128.TW,25,上福全球科技股份有限公司
6133,.TW,6133.TW,28,金橋科技股份有限公司
6136,.TW,6136.TW,27,富爾特科技股份有限公司
6139,.TW,6139.TW,31,亞翔工程股份有限公司
6141,.TW,6141.TW,28,柏承科技股份有限公司
6142,.TW,6142.TW,27,友勁科技股份有限公司
6152,.TW,6152.TW,27,百一電子股份有限公司
6153,.TW,6153.TW,28,嘉聯益科技股份有限公司
6155,.TW,6155.TW,28,鈞寶電子工業股份有限公司
6164,.TW,6164.TW,26,華興電子工業股份有限公司
6165,.TW,6165.TW,36,浪凡網路科技股份有限公司
6166,.TW,6166.TW,25,凌華科技股份有限公司
6168,.TW,6168.TW,26,宏齊科技股份有限公司
6176,.TW,6176.TW,26,瑞儀光電股份有限公司
6177,.TW,6177.TW,14,達麗建設事業股份有限公司
6183,.TW,6183.TW,30,關貿網路股份有限公司
6184,.TW,6184.TW,20,大豐有線電視股份有限公司
6189,.TW,6189.TW,29,豐藝電子股份有限公司
6191,.TW,6191.TW,28,精成科技股份有限公司
6192,.TW,6192.TW,31,巨路國際股份有限公司
6196,.TW,6196.TW,31,帆宣系統科技股份有限公司
6197,.TW,6197.TW,28,佳必琪國際股份有限公司
6201,.TW,6201.TW,31,亞弘電科技股份有限公司
6202,.TW,6202.TW,24,盛群半導體股份有限公司
6205,.TW,6205.TW,28,詮欣股份有限公司
6206,.TW,6206.TW,25,飛捷科技股份有限公司
6209,.TW,6209.TW,26,今國光學工業股份有限公司
6213,.TW,6213.TW,28,聯茂電子股份有限公司
6214,.TW,6214.TW,30,精誠資訊股份有限公司
6215,.TW,6215.TW,31,和椿科技股份有限公司
6216,.TW,6216.TW,27,居易科技股份有限公司
6224,.TW,6224.TW,28,聚鼎科技股份有限公司
6225,.TW,6225.TW,26,天瀚科技股份有限公司
6226,.TW,6226.TW,26,光鼎電子股份有限公司
6230,.TW,6230.TW,25,尼得科超眾科技股份有限公司
6235,.TW,6235.TW,25,華孚科技股份有限公司
6239,.TW,6239.TW,24,力成科技股份有限公司
6243,.TW,6243.TW,24,迅杰科技股份有限公司
6257,.TW,6257.TW,24,矽格股份有限公司
6269,.TW,6269.TW,28,台郡科技股份有限公司
6271,.TW,6271.TW,24,同欣電子工業股份有限公司
6272,.TW,6272.TW,28,驊陞科技股份有限公司
6277,.TW,6277.TW,25,宏正自動科技股份有限公司
6278,.TW,6278.TW,26,台灣表面黏著科技股份有限公司
6281,.TW,6281.TW,29,全國電子股份有限公司
6282,.TW,6282.TW,28,康舒科技股份有限公司
6283,.TW,6283.TW,31,淳安電子股份有限公司
6285,.TW,6285.TW,27,啟碁科技股份有限公司
6405,.TW,6405.TW,26,悅城科技股份有限公司
6409,.TW,6409.TW,31,旭隼科技股份有限公司
6412,.TW,6412.TW,28,群光電能科技股份有限公司
6414,.TW,6414.TW,25,樺漢科技股份有限公司
6415,.TW,6415.TW,24,矽力杰股份有限公司
6416,.TW,6416.TW,27,瑞祺電通股份有限公司
6426,.TW,6426.TW,27,統新光訊股份有限公司
6431,.TW,6431.TW,22,光麗生技控股股份有限公司
6438,.TW,6438.TW,31,迅得機械股份有限公司
6442,.TW,6442.TW,27,光紅建聖股份有限公司
6443,.TW,6443.TW,26,元晶太陽能科技股份有限公司
6446,.TW,6446.TW,22,藥華醫藥股份有限公司
6449,.TW,6449.TW,28,鈺邦科技股份有限公司
6451,.TW,6451.TW,24,訊芯科技控股股份有限公司
6456,.TW,6456.TW,26,GIS Holding Limited
6464,.TW,6464.TW,20,台灣數位光訊科技股份有限公司
6472,.TW,6472.TW,22,保瑞藥業股份有限公司
6477,.TW,6477.TW,26,安集科技股份有限公司
6491,.TW,6491.TW,22,晶碩光學股份有限公司
6504,.TW,6504.TW,20,南六企業股份有限公司
6505,.TW,6505.TW,23,台塑石化股份有限公司
6515,.TW,6515.TW,24,穎崴科技股份有限公司
6525,.TW,6525.TW,24,捷敏股份有限公司
6526,.TW,6526.TW,24,達發科技股份有限公司
6531,.TW,6531.TW,24,愛普科技股份有限公司
6533,.TW,6533.TW,24,晶心科技股份有限公司
6534,.TW,6534.TW,22,正瀚生技股份有限公司
6541,.TW,6541.TW,22,泰福生技股份有限公司
6550,.TW,6550.TW,22,北極星藥業集團股份有限公司
6552,.TW,6552.TW,24,易華電子股份有限公司
6558,.TW,6558.TW,31,興能高科技股份有限公司
6573,.TW,6573.TW,24,虹揚發展科技股份有限公司
6579,.TW,6579.TW,25,研揚科技股份有限公司
6581,.TW,6581.TW,35,台灣鋼聯股份有限公司
6582,.TW,6582.TW,11,申豐特用應材股份有限公司
6585,.TW,6585.TW,20,鼎基先進材料股份有限公司
6589,.TW,6589.TW,22,台康生技股份有限公司
6591,.TW,6591.TW,25,動力科技股份有限公司
6592,.TW,6592.TW,20,和潤企業股份有限公司
6598,.TW,6598.TW,22,Applied BioCode Corporation
6605,.TW,6605.TW,12,帝寶工業股份有限公司
6606,.TW,6606.TW,5,建德工業股份有限公司
6614,.TW,6614.TW,36,資拓宏宇國際股份有限公司
6625,.TW,6625.TW,20,必應創造股份有限公司
6641,.TW,6641.TW,35,基士德科技股份有限公司
6645,.TW,6645.TW,22,金萬林企業股份有限公司
6655,.TW,6655.TW,20,科定企業股份有限公司
6657,.TW,6657.TW,22,華安醫學股份有限公司
6658,.TW,6658.TW,31,聯策科技股份有限公司
6666,.TW,6666.TW,22,羅麗芬控股股份有限公司
6668,.TW,6668.TW,26,中揚光電股份有限公司
6669,.TW,6669.TW,25,緯穎科技服務股份有限公司
6670,.TW,6670.TW,37,復盛應用科技股份有限公司
6671,.TW,6671.TW,38,三能集團控股股份有限公司
6672,.TW,6672.TW,28,騰輝電子國際集團股份有限公司
6674,.TW,6674.TW,27,鋐寶科技股份有限公司
6689,.TW,6689.TW,36,伊雲谷數位科技股份有限公司
6691,.TW,6691.TW,31,洋基工程股份有限公司
6695,.TW,6695.TW,24,芯鼎科技股份有限公司
6698,.TW,6698.TW,31,旭暉應用材料股份有限公司
6706,.TW,6706.TW,26,惠特科技股份有限公司
6715,.TW,6715.TW,28,嘉基科技股份有限公司
6719,.TW,6719.TW,24,力智電子股份有限公司
6722,.TW,6722.TW,31,輝創電子股份有限公司
6742,.TW,6742.TW,26,澤米科技股份有限公司
6743,.TW,6743.TW,31,安普新股份有限公司
6753,.TW,6753.TW,15,龍德造船工業股份有限公司
6754,.TW,6754.TW,38,匯僑室內裝修設計股份有限公司
6756,.TW,6756.TW,24,威鋒電子股份有限公司
6757,.TW,6757.TW,15,台灣虎航股份有限公司
6768,.TW,6768.TW,37,志強國際企業股份有限公司
6770,.TW,6770.TW,24,力晶積成電子製造股份有限公司
6771,.TW,6771.TW,35,平和環保科技股份有限公司
6776,.TW,6776.TW,29,展碁國際股份有限公司
6781,.TW,6781.TW,28,"AES Holding Co., Ltd."
6782,.TW,6782.TW,22,視陽光學股份有限公司
6789,.TW,6789.TW,24,采鈺科技股份有限公司
6790,.TW,6790.TW,9,永豐餘消費品實業股份有限公司
6792,.TW,6792.TW,27,詠業科技股份有限公司
6794,.TW,6794.TW,22,向榮生醫科技股份有限公司
6796,.TW,6796.TW,22,晉弘科技股份有限公司
6799,.TW,6799.TW,24,來頡科技股份有限公司
6805,.TW,6805.TW,28,富世達股份有限公司
6806,.TW,6806.TW,35,森崴能源股份有限公司
6807,.TW,6807.TW,38,峰源集團股份有限公司
6830,.TW,6830.TW,31,汎銓科技股份有限公司
6831,.TW,6831.TW,25,邁&#33834;科技股份有限公司
6834,.TW,6834.TW,28,天二科技股份有限公司
6835,.TW,6835.TW,28,圓裕企業股份有限公司
6838,.TW,6838.TW,22,台新藥股份有限公司
6854,.TW,6854.TW,24,PlayNitride Inc.
6861,.TW,6861.TW,22,睿生光電股份有限公司
6862,.TW,6862.TW,28,三集瑞科技國際集團股份有限公司
6863,.TW,6863.TW,27,Arizon RFID Technology
6869,.TW,6869.TW,35,雲豹能源科技股份有限公司
6873,.TW,6873.TW,35,泓德能源科技股份有限公司
6885,.TW,6885.TW,22,全福生物科技股份有限公司
6887,.TW,6887.TW,35,寶綠特資源再生工程股份有限公司
6890,.TW,6890.TW,37,來億興業股份有限公司
6901,.TW,6901.TW,20,鑽石生技投資股份有限公司
6902,.TW,6902.TW,36,走著瞧股份有限公司
6906,.TW,6906.TW,36,現觀科技股份有限公司
6908,.TW,6908.TW,29,宏碁遊戲股份有限公司
6909,.TW,6909.TW,24,創控科技股份有限公司
6914,.TW,6914.TW,20,阜爾運通股份有限公司
6916,.TW,6916.TW,26,華凌光電股份有限公司
6918,.TW,6918.TW,22,愛派司生技股份有限公司
6919,.TW,6919.TW,22,康霈生技股份有限公司
6921,.TW,6921.TW,24,嘉雨思科技股份有限公司
6923,.TW,6923.TW,35,中台資源科技股份有限公司
6924,.TW,6924.TW,28,榮惠集團(開曼)股份有限公司
6928,.TW,6928.TW,25,攸泰科技股份有限公司
6931,.TW,6931.TW,22,青松健康股份有限公司
6933,.TW,6933.TW,25,艾瑪斯科技控股股份有限公司
6934,.TW,6934.TW,22,心誠鎂行動醫電股份有限公司
6936,.TW,6936.TW,22,永鴻國際生技股份有限公司
6937,.TW,6937.TW,24,天虹科技股份有限公司
6944,.TW,6944.TW,35,兆聯實業股份有限公司
6949,.TW,6949.TW,22,沛爾生技醫藥股份有限公司
6951,.TW,6951.TW,35,青新環境工程股份有限公司
6952,.TW,6952.TW,20,大武山牧場科技股份有限公司
6955,.TW,6955.TW,22,邦睿生技股份有限公司
6957,.TW,6957.TW,20,裕慶金屬股份有限公司
6958,.TW,6958.TW,20,日盛台駿國際租賃股份有限公司
6962,.TW,6962.TW,24,ITH Corporation
6965,.TW,6965.TW,37,中傑投資控股股份有限公司
6969,.TW,6969.TW,35,成信實業股份有限公司
6988,.TW,6988.TW,12,威力暘電子股份有限公司
6994,.TW,6994.TW,35,富威電力股份有限公司
7610,.TW,7610.TW,35,聯友金屬科技股份有限公司
7631,.TW,7631.TW,31,聚賢研發股份有限公司
7705,.TW,7705.TW,16,三商餐飲股份有限公司
7711,.TW,7711.TW,25,永擎電子股份有限公司
7721,.TW,7721.TW,36,微程式資訊股份有限公司
7722,.TW,7722.TW,36,連加網路商業股份有限公司
7730,.TW,7730.TW,24,暉盛科技股份有限公司
7732,.TW,7732.TW,12,金興精密工業股份有限公司
7736,.TW,7736.TW,12,虎山實業股份有限公司
7740,.TW,7740.TW,35,熙特爾新能源股份有限公司
7749,.TW,7749.TW,24,意騰科技股份有限公司
7750,.TW,7750.TW,5,新代科技股份有限公司
7765,.TW,7765.TW,36,中華資安國際股份有限公司
7769,.TW,7769.TW,24,鴻勁精密股份有限公司
7780,.TW,7780.TW,2,大研生醫國際股份有限公司
7786,.TW,7786.TW,35,東方風能科技股份有限公司
7788,.TW,7788.TW,28,松川精密股份有限公司
7791,.TW,7791.TW,2,皇家可口股份有限公司
7795,.TW,7795.TW,28,長廣精機股份有限公司
7799,.TW,7799.TW,22,禾榮科技股份有限公司
7822,.TW,7822.TW,24,倍利科技股份有限公司
7823,.TW,7823.TW,36,奧義賽博科技股份有限公司
8011,.TW,8011.TW,27,台通光電股份有限公司
8016,.TW,8016.TW,24,矽創電子股份有限公司
8021,.TW,8021.TW,31,尖點科技股份有限公司
8028,.TW,8028.TW,24,昇陽國際半導體股份有限公司
8033,.TW,8033.TW,20,雷虎科技股份有限公司
8039,.TW,8039.TW,28,台虹科技股份有限公司
8045,.TW,8045.TW,27,達運光電股份有限公司
8046,.TW,8046.TW,28,南亞電路板股份有限公司
8070,.TW,8070.TW,29,長華電材股份有限公司
8072,.TW,8072.TW,29,陞泰科技股份有限公司
8081,.TW,8081.TW,24,致新科技股份有限公司
8101,.TW,8101.TW,27,華冠通訊股份有限公司
8103,.TW,8103.TW,28,瀚荃股份有限公司
8104,.TW,8104.TW,26,錸寶科技股份有限公司
