Ticker SYMBOL,公司名稱,產業類別,產業類別名稱
8466.TW,美吉吉國際股份有限公司,20,其他業
8467.TW,波力環球企業股份有限公司,37,運動休閒
8473.TW,山林水環境工程股份有限公司,35,綠能環保
8476.TW,台境企業股份有限公司,35,綠能環保
8478.TW,東哥企業股份有限公司,37,運動休閒
8481.TW,政伸企業股份有限公司,20,其他業
8482.TW,商億全球控股有限公司,38,居家生活
8487.TW,愛爾達科技股份有限公司,36,數位雲端
8488.TW,吉源控股股份有限公司,20,其他業
8499.TW,鼎炫投資控股股份有限公司,31,其他電子業
8926.TW,台灣汽電共生股份有限公司,23,油電燃氣業
8940.TW,新天地國際實業股份有限公司,16,觀光餐旅
8996.TW,高力熱處理工業股份有限公司,5,電機機械
9103.TW,美德向邦醫療國際股份有限公司,91,91
9105.TW,泰金寶科技股份有限公司,91,91
9110.TW,越南製造加工出口控股有限公司,91,91
9136.TW,巨騰國際控股有限公司,91,91
9802.TW,鈺齊國際股份有限公司,37,運動休閒
9902.TW,台火開發股份有限公司,20,其他業
9904.TW,寶成工業股份有限公司,37,運動休閒
9905.TW,大華金屬工業股份有限公司,20,其他業
9906.TW,欣巴巴事業股份有限公司,14,建材營造業
9907.TW,統一實業股份有限公司,20,其他業
9908.TW,大台北區瓦斯股份有限公司,23,油電燃氣業
9910.TW,豐泰企業股份有限公司,37,運動休閒
9911.TW,台灣櫻花股份有限公司,38,居家生活
9912.TW,偉聯科技股份有限公司,25,電腦及週邊設備業
9914.TW,美利達工業股份有限公司,37,運動休閒
9917.TW,中興保全科技股份有限公司,20,其他業
9918.TW,欣欣天然氣股份有限公司,23,油電燃氣業
9919.TW,康那香企業股份有限公司,20,其他業
9921.TW,巨大機械工業股份有限公司,37,運動休閒
9924.TW,台灣福興工業股份有限公司,38,居家生活
9925.TW,台灣新光保全股份有限公司,20,其他業
9926.TW,新海瓦斯股份有限公司,23,油電燃氣業
9927.TW,泰銘實業股份有限公司,20,其他業
9928.TW,中國電視事業股份有限公司,20,其他業
9929.TW,秋雨創新股份有限公司,20,其他業
9930.TW,中聯資源股份有限公司,35,綠能環保
9931.TW,欣高石油氣股份有限公司,23,油電燃氣業
9933.TW,中鼎工程股份有限公司,20,其他業
9934.TW,成霖企業股份有限公司,38,居家生活
9935.TW,慶豐富實業股份有限公司,38,居家生活
9937.TW,全國加油站股份有限公司,23,油電燃氣業
9938.TW,台灣百和工業股份有限公司,20,其他業
9939.TW,宏全國際股份有限公司,20,其他業
9940.TW,信義房屋股份有限公司,20,其他業
9941.TW,裕融企業股份有限公司,20,其他業
9942.TW,茂順密封元件科技股份有限公司,20,其他業
9943.TW,好樂迪股份有限公司,16,觀光餐旅
9944.TW,新麗企業股份有限公司,20,其他業
9945.TW,潤泰創新國際股份有限公司,20,其他業
9946.TW,三發地產股份有限公司,14,建材營造業
9955.TW,佳龍科技工程股份有限公司,35,綠能環保
9958.TW,世紀鋼鐵結構股份有限公司,10,鋼鐵工業
