Ticker SYMBOL,公司名稱,產業類別,產業類別名稱,資料年月日,單月營收年增率(%)
1101.TW,臺灣水泥股份有限公司,1,水泥工業,2026-03-01,-8.97
1102.TW,亞洲水泥股份有限公司,1,水泥工業,2026-03-01,-18.11
1103.TW,嘉新水泥股份有限公司,1,水泥工業,2026-03-01,-8.85
1104.TW,環球水泥股份有限公司,1,水泥工業,2026-03-01,-17.3
1108.TW,幸福水泥股份有限公司,1,水泥工業,2026-03-01,-15.04
1109.TW,信大水泥股份有限公司,1,水泥工業,2026-03-01,-29.71
1110.TW,東南水泥股份有限公司,1,水泥工業,2026-03-01,-18.34
1201.TW,味全食品工業股份有限公司,2,食品工業,2026-03-01,-4.99
1203.TW,味王股份有限公司,2,食品工業,2026-03-01,-10.87
1210.TW,大成長城企業股份有限公司,2,食品工業,2026-03-01,5.01
1213.TW,大西洋飲料股份有限公司,2,食品工業,2026-03-01,18.4
1215.TW,台灣卜蜂企業股份有限公司,2,食品工業,2026-03-01,7.54
1216.TW,統一企業股份有限公司,2,食品工業,2026-03-01,2.58
1217.TW,愛之味股份有限公司,2,食品工業,2026-03-01,-4.5
1218.TW,泰山企業股份有限公司,2,食品工業,2026-03-01,5.67
1219.TW,福壽實業股份有限公司,2,食品工業,2026-03-01,0.74
1220.TW,台榮產業股份有限公司,2,食品工業,2026-03-01,-3.41
1225.TW,福懋油脂股份有限公司,2,食品工業,2026-03-01,1.57
1227.TW,佳格食品股份有限公司,2,食品工業,2026-03-01,4.75
1229.TW,聯華實業控股股份有限公司,2,食品工業,2026-03-01,21.28
1231.TW,聯華食品工業股份有限公司,2,食品工業,2026-03-01,-2.78
1232.TW,大統益股份有限公司,2,食品工業,2026-03-01,4.36
1233.TW,天仁茶業股份有限公司,2,食品工業,2026-03-01,3.86
1234.TW,黑松股份有限公司,2,食品工業,2026-03-01,19.47
1235.TW,興泰實業股份有限公司,2,食品工業,2026-03-01,49.78
1236.TW,宏亞食品股份有限公司,2,食品工業,2026-03-01,-22.4
1256.TW,鮮活控股股份有限公司,2,食品工業,2026-03-01,57.15
1301.TW,台灣塑膠工業股份有限公司,3,塑膠工業,2026-03-01,1.53
1303.TW,南亞塑膠工業股份有限公司,3,塑膠工業,2026-03-01,18.05
1304.TW,台灣聚合化學品股份有限公司,3,塑膠工業,2026-03-01,0.56
1305.TW,華夏海灣塑膠股份有限公司,3,塑膠工業,2026-03-01,29.4
1307.TW,三芳化學工業股份有限公司,3,塑膠工業,2026-03-01,-1.07
1308.TW,亞洲聚合股份有限公司,3,塑膠工業,2026-03-01,-15.55
1309.TW,台達化學工業股份有限公司,3,塑膠工業,2026-03-01,-8.36
1310.TW,台灣苯乙烯工業股份有限公司,3,塑膠工業,2026-03-01,22.84
1312.TW,國喬石油化學股份有限公司,3,塑膠工業,2026-03-01,17.51
1313.TW,聯成化學科技股份有限公司,3,塑膠工業,2026-03-01,10.65
1314.TW,中國石油化學工業開發(股)公司,3,塑膠工業,2026-03-01,-33.3
1315.TW,達新工業股份有限公司,3,塑膠工業,2026-03-01,-17.71
1316.TW,上曜建設開發股份有限公司,14,建材營造業,2026-03-01,111.19
1319.TW,東陽實業廠股份有限公司,12,汽車工業,2026-03-01,-19.85
1321.TW,大洋塑膠工業股份有限公司,3,塑膠工業,2026-03-01,1.5
1323.TW,永裕塑膠工業股份有限公司,3,塑膠工業,2026-03-01,4.16
1324.TW,地球綜合工業股份有限公司,3,塑膠工業,2026-03-01,7.74
1325.TW,恒大股份有限公司,3,塑膠工業,2026-03-01,-39.38
1326.TW,台灣化學纖維股份有限公司,3,塑膠工業,2026-03-01,21.56
1337.TW,亞洲塑膠再生資源控股有限公司,3,塑膠工業,2026-03-01,35.54
1338.TW,廣華控股有限公司,12,汽車工業,2026-03-01,0.57
1339.TW,昭輝實業股份有限公司,12,汽車工業,2026-03-01,-23.52
1340.TW,勝悅新材料有限公司,3,塑膠工業,2026-03-01,-87.39
1341.TW,富林塑膠工業(開曼)控股(股)公司,3,塑膠工業,2026-03-01,14.78
1342.TW,八貫企業股份有限公司,20,其他業,2026-03-01,31.74
1402.TW,遠東新世紀股份有限公司,4,紡織纖維,2026-03-01,-3.27
1409.TW,新光合成纖維股份有限公司,4,紡織纖維,2026-03-01,4.84
1410.TW,南洋染整股份有限公司,4,紡織纖維,2026-03-01,21.5
1413.TW,宏洲纖維工業股份有限公司,4,紡織纖維,2026-03-01,-16.85
1414.TW,東和紡織股份有限公司,4,紡織纖維,2026-03-01,-24.44
1416.TW,廣豐實業股份有限公司,20,其他業,2026-03-01,32.15
1417.TW,嘉裕股份有限公司,4,紡織纖維,2026-03-01,8.19
1418.TW,東華龍股份有限公司,4,紡織纖維,2026-03-01,-98.0
1419.TW,新光紡織股份有限公司,4,紡織纖維,2026-03-01,42.26
1423.TW,利華羊毛工業股份有限公司,4,紡織纖維,2026-03-01,-24.68
1432.TW,大魯閣實業股份有限公司,37,運動休閒,2026-03-01,-42.78
1434.TW,福懋興業股份有限公司,4,紡織纖維,2026-03-01,-4.7
1435.TW,中福國際(股)公司,20,其他業,2026-03-01,0.0
1436.TW,華友聯開發股份有限公司,14,建材營造業,2026-03-01,-59.21
1437.TW,勤益投資控股股份有限公司,20,其他業,2026-03-01,-21.55
1438.TW,三地開發地產股份有限公司,14,建材營造業,2026-03-01,81874.27
1439.TW,雋揚國際股份有限公司,14,建材營造業,2026-03-01,-48.15
1440.TW,臺南紡織股份有限公司,4,紡織纖維,2026-03-01,-3.8
1441.TW,大東紡織股份有限公司,4,紡織纖維,2026-03-01,-28.33
1442.TW,名軒開發股份有限公司,14,建材營造業,2026-03-01,-85.92
1443.TW,立益物流開發股份有限公司,20,其他業,2026-03-01,-13.48
1444.TW,力麗企業股份有限公司,4,紡織纖維,2026-03-01,32.52
1445.TW,大宇紡織股份有限公司,4,紡織纖維,2026-03-01,-25.33
1446.TW,宏和精密紡織股份有限公司,4,紡織纖維,2026-03-01,-30.1
1447.TW,力鵬企業股份有限公司,4,紡織纖維,2026-03-01,35.65
1449.TW,佳和實業股份有限公司,4,紡織纖維,2026-03-01,33.62
1451.TW,年興紡織股份有限公司,4,紡織纖維,2026-03-01,14.15
1452.TW,宏益纖維工業股份有限公司,4,紡織纖維,2026-03-01,40.44
1453.TW,大將開發股份有限公司,14,建材營造業,2026-03-01,1.61
1454.TW,台灣富綢纖維股份有限公司,4,紡織纖維,2026-03-01,-26.22
1455.TW,集盛實業股份有限公司,4,紡織纖維,2026-03-01,-21.0
1456.TW,怡華實業股份有限公司,14,建材營造業,2026-03-01,-14.03
1457.TW,宜進實業股份有限公司,4,紡織纖維,2026-03-01,-13.97
1459.TW,聯發紡織纖維股份有限公司,4,紡織纖維,2026-03-01,-29.78
1460.TW,宏遠興業股份有限公司,4,紡織纖維,2026-03-01,-22.79
1463.TW,強盛新投資控股股份有限公司,4,紡織纖維,2026-03-01,-0.32
1464.TW,得力實業股份有限公司,4,紡織纖維,2026-03-01,-7.53
1465.TW,偉全實業股份有限公司,4,紡織纖維,2026-03-01,37.79
1466.TW,聚隆纖維股份有限公司,4,紡織纖維,2026-03-01,-16.0
1467.TW,南緯實業股份有限公司,4,紡織纖維,2026-03-01,15.39
1468.TW,昶和纖維興業股份有限公司,4,紡織纖維,2026-03-01,-79.14
1470.TW,大統新創股份有限公司,4,紡織纖維,2026-03-01,-24.02
1471.TW,首利實業股份有限公司,28,電子零組件業,2026-03-01,-59.39
1472.TW,三洋實業股份有限公司,14,建材營造業,2026-03-01,-24.93
1473.TW,台南企業股份有限公司,4,紡織纖維,2026-03-01,-23.91
1474.TW,弘裕企業股份有限公司,4,紡織纖維,2026-03-01,10.96
1475.TW,台灣業旺股份有限公司,4,紡織纖維,2026-03-01,19.9
1476.TW,儒鴻企業股份有限公司,4,紡織纖維,2026-03-01,5.54
1477.TW,聚陽實業股份有限公司,4,紡織纖維,2026-03-01,-9.35
1503.TW,士林電機廠股份有限公司,5,電機機械,2026-03-01,35.34
1504.TW,東元電機股份有限公司,5,電機機械,2026-03-01,3.31
1506.TW,正道工業股份有限公司,5,電機機械,2026-03-01,1.75
1512.TW,瑞利企業股份有限公司,12,汽車工業,2026-03-01,-12.62
1513.TW,中興電工機械股份有限公司,5,電機機械,2026-03-01,4.84
1514.TW,亞力電機股份有限公司,5,電機機械,2026-03-01,3.4
1515.TW,力山工業股份有限公司,5,電機機械,2026-03-01,-29.02
1516.TW,川飛能源股份有限公司,20,其他業,2026-03-01,-3.49
1517.TW,利奇機械工業股份有限公司,5,電機機械,2026-03-01,-23.27
1519.TW,華城電機股份有限公司,5,電機機械,2026-03-01,3.38
1521.TW,大億交通工業製造股份有限公司,12,汽車工業,2026-03-01,11.12
1522.TW,堤維西交通工業股份有限公司,12,汽車工業,2026-03-01,46.7
1524.TW,耿鼎企業股份有限公司,12,汽車工業,2026-03-01,-30.4
1525.TW,江申工業股份有限公司,12,汽車工業,2026-03-01,-12.31
1526.TW,日馳企業股份有限公司,5,電機機械,2026-03-01,-5.98
1527.TW,鑽全實業股份有限公司,5,電機機械,2026-03-01,-4.35
1528.TW,恩德科技股份有限公司,5,電機機械,2026-03-01,30.9
1529.TW,樂事綠能科技股份有限公司,5,電機機械,2026-03-01,-68.96
1530.TW,亞崴機電股份有限公司,5,電機機械,2026-03-01,-0.61
1531.TW,高林股份有限公司,5,電機機械,2026-03-01,-20.34
1532.TW,勤美股份有限公司,5,電機機械,2026-03-01,14.11
1533.TW,車王電子股份有限公司,12,汽車工業,2026-03-01,62.41
1535.TW,中宇環保工程股份有限公司,5,電機機械,2026-03-01,-6.49
1536.TW,和大工業股份有限公司,12,汽車工業,2026-03-01,9.86
1537.TW,廣隆光電科技股份有限公司,5,電機機械,2026-03-01,-8.39
1538.TW,正峰工業股份有限公司,5,電機機械,2026-03-01,-60.42
1539.TW,巨庭機械股份有限公司,5,電機機械,2026-03-01,-43.67
1540.TW,喬福機械工業股份有限公司,5,電機機械,2026-03-01,-40.62
1541.TW,錩泰工業股份有限公司,5,電機機械,2026-03-01,-52.69
1558.TW,伸興工業股份有限公司,5,電機機械,2026-03-01,5.98
1560.TW,中國砂輪企業股份有限公司,5,電機機械,2026-03-01,31.15
1563.TW,巧新科技工業股份有限公司,12,汽車工業,2026-03-01,-1.0
1568.TW,倉佑實業股份有限公司,12,汽車工業,2026-03-01,27.04
1582.TW,信錦企業股份有限公司,28,電子零組件業,2026-03-01,-0.1
1583.TW,程泰機械股份有限公司,5,電機機械,2026-03-01,44.32
1587.TW,吉茂精密股份有限公司,12,汽車工業,2026-03-01,14.81
1589.TW,永冠能源科技集團有限公司,5,電機機械,2026-03-01,-1.46
1590.TW,亞德客國際集團,5,電機機械,2026-03-01,18.09
1597.TW,直得科技股份有限公司,5,電機機械,2026-03-01,38.54
1598.TW,岱宇國際股份有限公司,37,運動休閒,2026-03-01,16.8
1603.TW,中華電線電纜股份有限公司,6,電器電纜,2026-03-01,-1.77
1604.TW,聲寶股份有限公司,6,電器電纜,2026-03-01,-0.2
1605.TW,華新麗華股份有限公司,6,電器電纜,2026-03-01,2.51
1608.TW,華榮電線電纜股份有限公司,6,電器電纜,2026-03-01,14.06
1609.TW,大亞電線電纜股份有限公司,6,電器電纜,2026-03-01,19.97
1611.TW,中國電器股份有限公司,6,電器電纜,2026-03-01,-6.82
1612.TW,宏泰電工股份有限公司,6,電器電纜,2026-03-01,6.06
1614.TW,台灣三洋電機股份有限公司,6,電器電纜,2026-03-01,-14.2
1615.TW,大山電線電纜股份有限公司,6,電器電纜,2026-03-01,9.41
1616.TW,億泰電線電纜股份有限公司,6,電器電纜,2026-03-01,-4.45
1617.TW,榮星電線工業股份有限公司,6,電器電纜,2026-03-01,45.47
1618.TW,合機電線電纜股份有限公司,6,電器電纜,2026-03-01,-34.7
1623.TW,大東電業廠股份有限公司,6,電器電纜,2026-03-01,7.87
1626.TW,艾美特(開曼)國際有限公司,6,電器電纜,2026-03-01,-11.46
1702.TW,南僑投資控股股份有限公司,2,食品工業,2026-03-01,0.47
1707.TW,葡萄王生技股份有限公司,22,生技醫療業,2026-03-01,-6.96
1708.TW,東南實業股份有限公司,21,化學工業,2026-03-01,5.36
1709.TW,和益化學工業股份有限公司,21,化學工業,2026-03-01,2.23
1710.TW,東聯化學股份有限公司,21,化學工業,2026-03-01,3.98
1711.TW,臺灣永光化學工業股份有限公司,21,化學工業,2026-03-01,28.15
1712.TW,興農股份有限公司,21,化學工業,2026-03-01,7.79
1713.TW,國泰化工廠股份有限公司,21,化學工業,2026-03-01,23.3
1714.TW,和桐化學股份有限公司,21,化學工業,2026-03-01,42.95
1717.TW,長興材料工業股份有限公司,21,化學工業,2026-03-01,5.38
1718.TW,中國人造纖維股份有限公司,21,化學工業,2026-03-01,-22.32
1720.TW,生達化學製藥股份有限公司,22,生技醫療業,2026-03-01,2.8
1721.TW,三晃股份有限公司,21,化學工業,2026-03-01,-22.89
1722.TW,台灣肥料股份有限公司,21,化學工業,2026-03-01,18.89
1723.TW,中鋼碳素化學股份有限公司,21,化學工業,2026-03-01,13.81
1725.TW,元禎企業股份有限公司,21,化學工業,2026-03-01,22.73
1726.TW,永記造漆工業股份有限公司,21,化學工業,2026-03-01,15.15
1727.TW,臺灣中華化學工業股份有限公司,21,化學工業,2026-03-01,53.2
1730.TW,花仙子企業股份有限公司,21,化學工業,2026-03-01,-4.69
1731.TW,美吾華股份有限公司,22,生技醫療業,2026-03-01,15.1
1732.TW,毛寶股份有限公司,21,化學工業,2026-03-01,21.1
1733.TW,五鼎生物技術股份有限公司,22,生技醫療業,2026-03-01,-24.14
1734.TW,杏輝藥品工業股份有限公司,22,生技醫療業,2026-03-01,5.08
1735.TW,日勝化工股份有限公司,21,化學工業,2026-03-01,11.36
1736.TW,喬山健康科技股份有限公司,37,運動休閒,2026-03-01,11.5
1737.TW,臺鹽實業股份有限公司,2,食品工業,2026-03-01,19.29
1752.TW,南光化學製藥股份有限公司,22,生技醫療業,2026-03-01,-14.2
1760.TW,寶齡富錦生技股份有限公司,22,生技醫療業,2026-03-01,17.13
1762.TW,中化合成生技股份有限公司,22,生技醫療業,2026-03-01,108.85
1773.TW,勝一化工股份有限公司,21,化學工業,2026-03-01,17.14
1776.TW,展宇科技材料股份有限公司,21,化學工業,2026-03-01,17.75
1783.TW,和康生物科技股份有限公司,22,生技醫療業,2026-03-01,0.06
1786.TW,科妍生物科技股份有限公司,22,生技醫療業,2026-03-01,0.8
1789.TW,台灣神隆股份有限公司,22,生技醫療業,2026-03-01,3.39
1795.TW,美時化學製藥股份有限公司,22,生技醫療業,2026-03-01,173.56
1802.TW,台灣玻璃工業股份有限公司,8,玻璃陶瓷,2026-03-01,16.36
1805.TW,寶徠建設股份有限公司,14,建材營造業,2026-03-01,67527.45
1806.TW,冠軍建材股份有限公司,8,玻璃陶瓷,2026-03-01,-16.64
1808.TW,潤隆建設股份有限公司,14,建材營造業,2026-03-01,68259.95
1809.TW,中國製釉股份有限公司,8,玻璃陶瓷,2026-03-01,-14.75
1810.TW,和成欣業股份有限公司,8,玻璃陶瓷,2026-03-01,-11.97
1817.TW,凱撒衛浴股份有限公司,8,玻璃陶瓷,2026-03-01,-11.06
1903.TW,士林紙業股份有限公司,9,造紙工業,2026-03-01,8.37
1904.TW,正隆股份有限公司,9,造紙工業,2026-03-01,10.34
1905.TW,中華紙漿股份有限公司,9,造紙工業,2026-03-01,4.28
1906.TW,寶隆國際股份有限公司,9,造紙工業,2026-03-01,50.07
1907.TW,永豐餘投資控股股份有限公司,9,造紙工業,2026-03-01,5.17
1909.TW,榮成紙業股份有限公司,9,造紙工業,2026-03-01,2.09
2002.TW,中國鋼鐵股份有限公司,10,鋼鐵工業,2026-03-01,-2.3
2006.TW,東和鋼鐵企業股份有限公司,10,鋼鐵工業,2026-03-01,-0.43
2007.TW,燁興企業股份有限公司,10,鋼鐵工業,2026-03-01,-29.02
2008.TW,高興昌鋼鐵股份有限公司,10,鋼鐵工業,2026-03-01,-29.99
2009.TW,第一伸銅科技股份有限公司,10,鋼鐵工業,2026-03-01,3.49
2010.TW,春源鋼鐵工業股份有限公司,10,鋼鐵工業,2026-03-01,15.8
2012.TW,春雨工廠股份有限公司,10,鋼鐵工業,2026-03-01,-12.03
2013.TW,中國鋼鐵結構股份有限公司,10,鋼鐵工業,2026-03-01,-13.58
2014.TW,中鴻鋼鐵股份有限公司,10,鋼鐵工業,2026-03-01,-24.74
2015.TW,豐興鋼鐵股份有限公司,10,鋼鐵工業,2026-03-01,-10.12
2017.TW,官田鋼鐵股份有限公司,10,鋼鐵工業,2026-03-01,-16.81
2020.TW,美亞鋼管廠股份有限公司,10,鋼鐵工業,2026-03-01,-16.77
2022.TW,聚亨企業股份有限公司,10,鋼鐵工業,2026-03-01,52.5
2023.TW,燁輝企業股份有限公司,10,鋼鐵工業,2026-03-01,-8.5
2024.TW,志聯工業股份有限公司,10,鋼鐵工業,2026-03-01,2.37
2025.TW,千興不銹鋼(股)公司,10,鋼鐵工業,2026-03-01,127.24
2027.TW,大成不銹鋼工業股份有限公司,10,鋼鐵工業,2026-03-01,25.12
2028.TW,威致鋼鐵工業股份有限公司,10,鋼鐵工業,2026-03-01,15.8
2029.TW,盛餘股份有限公司,10,鋼鐵工業,2026-03-01,-7.13
2030.TW,彰源企業股份有限公司,10,鋼鐵工業,2026-03-01,-3.16
2031.TW,新光鋼鐵股份有限公司,10,鋼鐵工業,2026-03-01,0.33
2032.TW,新鋼工業股份有限公司,10,鋼鐵工業,2026-03-01,4.13
2033.TW,佳大世界股份有限公司,10,鋼鐵工業,2026-03-01,22.54
2034.TW,允強實業股份有限公司,10,鋼鐵工業,2026-03-01,0.13
2038.TW,海光企業股份有限公司,10,鋼鐵工業,2026-03-01,-10.78
2049.TW,上銀科技股份有限公司,5,電機機械,2026-03-01,17.4
2059.TW,川湖科技股份有限公司,28,電子零組件業,2026-03-01,38.87
2062.TW,橋椿金屬股份有限公司,38,居家生活,2026-03-01,20.25
2069.TW,運錩鋼鐵股份有限公司,10,鋼鐵工業,2026-03-01,-12.73
2072.TW,世紀離岸風電設備股份有限公司,35,綠能環保,2026-03-01,65.78
2101.TW,南港輪胎股份有限公司,11,橡膠工業,2026-03-01,438.11
2102.TW,泰豐輪胎股份有限公司,11,橡膠工業,2026-03-01,-50.74
2103.TW,台橡股份有限公司,11,橡膠工業,2026-03-01,4.15
2104.TW,國際中橡投資控股股份有限公司,11,橡膠工業,2026-03-01,-12.01
2105.TW,正新橡膠工業股份有限公司,11,橡膠工業,2026-03-01,7.24
2106.TW,建大工業股份有限公司,11,橡膠工業,2026-03-01,8.01
2107.TW,厚生股份有限公司,11,橡膠工業,2026-03-01,3.88
2108.TW,南帝化學工業股份有限公司,11,橡膠工業,2026-03-01,23.83
2109.TW,華豐橡膠工業股份有限公司,11,橡膠工業,2026-03-01,-4.29
2114.TW,鑫永銓股份有限公司,11,橡膠工業,2026-03-01,7.55
2115.TW,六暉控股股份有限公司,12,汽車工業,2026-03-01,-1.98
2201.TW,裕隆汽車製造股份有限公司,12,汽車工業,2026-03-01,-6.57
2204.TW,中華汽車工業股份有限公司,12,汽車工業,2026-03-01,4.14
2206.TW,三陽工業股份有限公司,12,汽車工業,2026-03-01,-5.65
2207.TW,和泰汽車股份有限公司,12,汽車工業,2026-03-01,0.86
2208.TW,台灣國際造船股份有限公司,15,航運業,2026-03-01,-25.36
2211.TW,長榮鋼鐵股份有限公司,10,鋼鐵工業,2026-03-01,15.69
2227.TW,裕隆日產汽車股份有限公司,12,汽車工業,2026-03-01,-19.02
2228.TW,劍麟股份有限公司,12,汽車工業,2026-03-01,-2.05
2231.TW,為升電裝工業股份有限公司,12,汽車工業,2026-03-01,-26.94
2233.TW,宇隆科技股份有限公司,12,汽車工業,2026-03-01,2.9
2236.TW,百達精密工業股份有限公司,12,汽車工業,2026-03-01,68.55
2239.TW,開曼英利工業股份有限公司,12,汽車工業,2026-03-01,-16.96
2241.TW,艾姆勒科技股份有限公司,12,汽車工業,2026-03-01,3.53
2243.TW,宏旭控股股份有限公司,12,汽車工業,2026-03-01,52.47
2247.TW,汎德永業汽車股份有限公司,12,汽車工業,2026-03-01,-32.18
2248.TW,華勝汽車電子股份有限公司,12,汽車工業,2026-03-01,64.47
2250.TW,第一化成控股(開曼)股份有限公司,12,汽車工業,2026-03-01,-7.94
2254.TW,巨鎧精密工業股份有限公司,12,汽車工業,2026-03-01,-77.9
2258.TW,鴻華先進科技股份有限公司,12,汽車工業,2026-03-01,-14.21
2301.TW,光寶科技股份有限公司,25,電腦及週邊設備業,2026-03-01,23.45
2302.TW,麗正國際科技股份有限公司,24,半導體業,2026-03-01,5.05
2303.TW,聯華電子股份有限公司,24,半導體業,2026-03-01,4.89
2305.TW,全友電腦股份有限公司,25,電腦及週邊設備業,2026-03-01,74.93
2308.TW,台達電子工業股份有限公司,28,電子零組件業,2026-03-01,37.6
2312.TW,金寶電子工業股份有限公司,31,其他電子業,2026-03-01,-13.07
2313.TW,華通電腦股份有限公司,28,電子零組件業,2026-03-01,11.12
2314.TW,台揚科技股份有限公司,27,通信網路業,2026-03-01,98.12
2316.TW,楠梓電子股份有限公司,28,電子零組件業,2026-03-01,16.49
2317.TW,鴻海精密工業股份有限公司,31,其他電子業,2026-03-01,45.57
2321.TW,東訊股份有限公司,27,通信網路業,2026-03-01,12.88
2323.TW,中環股份有限公司,26,光電業,2026-03-01,6.41
2324.TW,仁寶電腦工業股份有限公司,25,電腦及週邊設備業,2026-03-01,17.02
2327.TW,國巨股份有限公司,28,電子零組件業,2026-03-01,22.78
2328.TW,廣宇科技股份有限公司,28,電子零組件業,2026-03-01,-28.45
2329.TW,華泰電子股份有限公司,24,半導體業,2026-03-01,10.1
2330.TW,台灣積體電路製造股份有限公司,24,半導體業,2026-03-01,45.19
2331.TW,精英電腦股份有限公司,25,電腦及週邊設備業,2026-03-01,30.84
2332.TW,友訊科技股份有限公司,27,通信網路業,2026-03-01,5.17
2337.TW,旺宏電子股份有限公司,24,半導體業,2026-03-01,96.46
2338.TW,台灣光罩股份有限公司,24,半導體業,2026-03-01,-0.52
2340.TW,台亞半導體股份有限公司,24,半導體業,2026-03-01,-10.24
2342.TW,台灣茂矽電子股份有限公司,24,半導體業,2026-03-01,-10.78
2344.TW,華邦電子股份有限公司,24,半導體業,2026-03-01,91.49
2345.TW,智邦科技股份有限公司,27,通信網路業,2026-03-01,44.43
2347.TW,聯強國際股份有限公司,29,電子通路業,2026-03-01,64.42
2348.TW,海悅國際開發股份有限公司,20,其他業,2026-03-01,-62.38
2349.TW,錸德科技股份有限公司,26,光電業,2026-03-01,-7.69
2351.TW,順德工業股份有限公司,24,半導體業,2026-03-01,13.21
2352.TW,佳世達科技股份有限公司,25,電腦及週邊設備業,2026-03-01,10.37
2353.TW,宏碁股份有限公司,25,電腦及週邊設備業,2026-03-01,2.12
2354.TW,鴻準精密工業股份有限公司,31,其他電子業,2026-03-01,-61.09
2355.TW,敬鵬工業股份有限公司,28,電子零組件業,2026-03-01,5.7
2356.TW,英業達股份有限公司,25,電腦及週邊設備業,2026-03-01,47.11
2357.TW,華碩電腦股份有限公司,25,電腦及週邊設備業,2026-03-01,33.85
2359.TW,所羅門股份有限公司,31,其他電子業,2026-03-01,-44.14
2360.TW,致茂電子股份有限公司,31,其他電子業,2026-03-01,63.49
2362.TW,藍天電腦股份有限公司,25,電腦及週邊設備業,2026-03-01,3.87
2363.TW,矽統科技股份有限公司,24,半導體業,2026-03-01,30.89
2364.TW,倫飛電腦實業股份有限公司,25,電腦及週邊設備業,2026-03-01,-13.45
2365.TW,昆盈企業股份有限公司,25,電腦及週邊設備業,2026-03-01,0.83
2367.TW,燿華電子股份有限公司,28,電子零組件業,2026-03-01,-15.2
2368.TW,金像電子(股)公司,28,電子零組件業,2026-03-01,63.14
2369.TW,菱生精密工業股份有限公司,24,半導體業,2026-03-01,33.36
2371.TW,大同股份有限公司,5,電機機械,2026-03-01,8.02
2373.TW,震旦行股份有限公司,31,其他電子業,2026-03-01,-10.45
2374.TW,佳能企業股份有限公司,26,光電業,2026-03-01,92.2
2375.TW,凱美電機股份有限公司,28,電子零組件業,2026-03-01,2.74
2376.TW,技嘉科技股份有限公司,25,電腦及週邊設備業,2026-03-01,74.84
2377.TW,微星科技股份有限公司,25,電腦及週邊設備業,2026-03-01,-11.94
2379.TW,瑞昱半導體股份有限公司,24,半導體業,2026-03-01,4.48
2380.TW,虹光精密工業股份有限公司,25,電腦及週邊設備業,2026-03-01,13.33
2382.TW,廣達電腦股份有限公司,25,電腦及週邊設備業,2026-03-01,88.42
2383.TW,台光電子材料股份有限公司,28,電子零組件業,2026-03-01,56.63
2385.TW,群光電子股份有限公司,28,電子零組件業,2026-03-01,3.89
2387.TW,精元電腦股份有限公司,25,電腦及週邊設備業,2026-03-01,12.77
2388.TW,威盛電子股份有限公司,24,半導體業,2026-03-01,69.4
2390.TW,云辰電子開發股份有限公司,31,其他電子業,2026-03-01,-22.71
2392.TW,正崴精密工業股份有限公司,28,電子零組件業,2026-03-01,0.45
2393.TW,億光電子工業股份有限公司,26,光電業,2026-03-01,-4.35
2395.TW,研華股份有限公司,25,電腦及週邊設備業,2026-03-01,21.75
2397.TW,友通資訊股份有限公司,25,電腦及週邊設備業,2026-03-01,29.08
2399.TW,映泰股份有限公司,25,電腦及週邊設備業,2026-03-01,-21.65
2401.TW,凌陽科技股份有限公司,24,半導體業,2026-03-01,22.14
2402.TW,毅嘉科技股份有限公司,28,電子零組件業,2026-03-01,13.5
2404.TW,漢唐集成股份有限公司,31,其他電子業,2026-03-01,100.58
2405.TW,輔信科技股份有限公司,25,電腦及週邊設備業,2026-03-01,1.08
2406.TW,國碩科技工業股份有限公司,26,光電業,2026-03-01,160.07
2408.TW,南亞科技股份有限公司,24,半導體業,2026-03-01,560.04
2409.TW,友達光電股份有限公司,26,光電業,2026-03-01,0.65
2412.TW,中華電信股份有限公司,27,通信網路業,2026-03-01,7.55
2413.TW,環隆科技股份有限公司,28,電子零組件業,2026-03-01,17.63
2414.TW,精技電腦股份有限公司,29,電子通路業,2026-03-01,47.28
2415.TW,錩新科技股份有限公司,28,電子零組件業,2026-03-01,2.35
2417.TW,圓剛科技股份有限公司,25,電腦及週邊設備業,2026-03-01,33.0
2419.TW,仲琦科技股份有限公司,27,通信網路業,2026-03-01,54.96
2420.TW,新巨企業股份有限公司,28,電子零組件業,2026-03-01,3.16
2421.TW,建準電機工業股份有限公司,28,電子零組件業,2026-03-01,22.46
2423.TW,固緯電子實業股份有限公司,31,其他電子業,2026-03-01,34.83
2424.TW,隴華電子股份有限公司,27,通信網路業,2026-03-01,-69.54
2425.TW,承啟科技股份有限公司,25,電腦及週邊設備業,2026-03-01,61.16
2426.TW,鼎元光電科技股份有限公司,26,光電業,2026-03-01,-14.1
2427.TW,三商電腦股份有限公司,30,資訊服務業,2026-03-01,-56.19
2428.TW,興勤電子工業股份有限公司,28,電子零組件業,2026-03-01,11.26
2429.TW,銘旺科技股份有限公司,26,光電業,2026-03-01,30.02
2430.TW,燦坤實業股份有限公司,29,電子通路業,2026-03-01,1.87
2431.TW,聯昌電子企業股份有限公司,28,電子零組件業,2026-03-01,-57.2
2432.TW,倚天酷碁股份有限公司,25,電腦及週邊設備業,2026-03-01,29.15
2433.TW,互盛股份有限公司,31,其他電子業,2026-03-01,0.55
2434.TW,統懋半導體股份有限公司,24,半導體業,2026-03-01,-3.99
2436.TW,偉詮電子股份有限公司,24,半導體業,2026-03-01,25.82
2438.TW,翔耀實業股份有限公司,26,光電業,2026-03-01,41.27
2439.TW,美律實業股份有限公司,27,通信網路業,2026-03-01,24.05
