Ticker SYMBOL,公司名稱,產業類別,產業類別名稱,資料年月日,單月營收年增率(%)
8072.TW,陞泰科技股份有限公司,29,電子通路業,2026-03-01,40.01
8081.TW,致新科技股份有限公司,24,半導體業,2026-03-01,-0.93
8101.TW,華冠通訊股份有限公司,27,通信網路業,2026-03-01,-7.18
8103.TW,瀚荃股份有限公司,28,電子零組件業,2026-03-01,25.79
8104.TW,錸寶科技股份有限公司,26,光電業,2026-03-01,-36.73
8105.TW,凌巨科技股份有限公司,26,光電業,2026-03-01,4.77
8110.TW,華東科技股份有限公司,24,半導體業,2026-03-01,11.55
8112.TW,至上電子股份有限公司,29,電子通路業,2026-03-01,191.71
8114.TW,振樺電子股份有限公司,25,電腦及週邊設備業,2026-03-01,-50.71
8131.TW,福懋科技股份有限公司,24,半導體業,2026-03-01,33.75
8150.TW,南茂科技股份有限公司,24,半導體業,2026-03-01,23.13
8162.TW,微矽電子股份有限公司,24,半導體業,2026-03-01,2.3
8163.TW,達方電子股份有限公司,25,電腦及週邊設備業,2026-03-01,20.85
8201.TW,無敵科技股份有限公司,31,其他電子業,2026-03-01,2.8
8210.TW,勤誠興業股份有限公司,25,電腦及週邊設備業,2026-03-01,44.72
8213.TW,志超科技股份有限公司,28,電子零組件業,2026-03-01,-3.08
8215.TW,明基材料股份有限公司,26,光電業,2026-03-01,-3.14
8222.TW,寶一科技股份有限公司,5,電機機械,2026-03-01,-10.12
8249.TW,菱光科技股份有限公司,28,電子零組件業,2026-03-01,8.33
8261.TW,富鼎先進電子股份有限公司,24,半導體業,2026-03-01,10.86
8271.TW,宇瞻科技股份有限公司,24,半導體業,2026-03-01,292.71
8341.TW,日友環保科技股份有限公司,35,綠能環保,2026-03-01,7.09
8367.TW,建新國際股份有限公司,15,航運業,2026-03-01,6.96
8374.TW,羅昇企業股份有限公司,5,電機機械,2026-03-01,43.64
8404.TW,百和興業股份有限公司(開曼),20,其他業,2026-03-01,-5.9
8411.TW,福貞控股股份有限公司,20,其他業,2026-03-01,17.37
8422.TW,可寧衛股份有限公司,35,綠能環保,2026-03-01,1.5
8429.TW,金麗集團控股有限公司,18,貿易百貨業,2026-03-01,4.72
8438.TW,昶昕實業股份有限公司,35,綠能環保,2026-03-01,20.75
8442.TW,威宏控股股份有限公司,20,其他業,2026-03-01,0.46
8443.TW,阿瘦實業股份有限公司,18,貿易百貨業,2026-03-01,-8.25
8454.TW,富邦媒體科技股份有限公司,36,數位雲端,2026-03-01,2.07
8462.TW,柏文健康事業股份有限公司,37,運動休閒,2026-03-01,21.92
8463.TW,潤泰精密材料股份有限公司,20,其他業,2026-03-01,2.71
8464.TW,億豐綜合工業股份有限公司,38,居家生活,2026-03-01,9.05
8466.TW,美吉吉國際股份有限公司,20,其他業,2026-03-01,-64.14
8467.TW,波力環球企業股份有限公司,37,運動休閒,2026-03-01,-14.11
8473.TW,山林水環境工程股份有限公司,35,綠能環保,2026-03-01,8.99
8476.TW,台境企業股份有限公司,35,綠能環保,2026-03-01,-11.17
8478.TW,東哥企業股份有限公司,37,運動休閒,2026-03-01,95.86
8481.TW,政伸企業股份有限公司,20,其他業,2026-03-01,-7.94
8482.TW,商億全球控股有限公司,38,居家生活,2026-03-01,-11.16
8487.TW,愛爾達科技股份有限公司,36,數位雲端,2026-03-01,166.27
8488.TW,吉源控股股份有限公司,20,其他業,2026-03-01,63.44
8499.TW,鼎炫投資控股股份有限公司,31,其他電子業,2026-03-01,62.23
8926.TW,台灣汽電共生股份有限公司,23,油電燃氣業,2026-03-01,594.01
8940.TW,新天地國際實業股份有限公司,16,觀光餐旅,2026-03-01,-4.86
8996.TW,高力熱處理工業股份有限公司,5,電機機械,2026-03-01,205.35
9105.TW,泰金寶科技股份有限公司,91,91,2026-03-01,-14.85
9802.TW,鈺齊國際股份有限公司,37,運動休閒,2026-03-01,0.61
9902.TW,台火開發股份有限公司,20,其他業,2026-03-01,508.43
9904.TW,寶成工業股份有限公司,37,運動休閒,2026-03-01,-11.14
9905.TW,大華金屬工業股份有限公司,20,其他業,2026-03-01,-2.48
9906.TW,欣巴巴事業股份有限公司,14,建材營造業,2026-03-01,2226086.67
9907.TW,統一實業股份有限公司,20,其他業,2026-03-01,-16.8
9908.TW,大台北區瓦斯股份有限公司,23,油電燃氣業,2026-03-01,0.15
9910.TW,豐泰企業股份有限公司,37,運動休閒,2026-03-01,-7.66
9911.TW,台灣櫻花股份有限公司,38,居家生活,2026-03-01,3.43
9912.TW,偉聯科技股份有限公司,25,電腦及週邊設備業,2026-03-01,4.59
9914.TW,美利達工業股份有限公司,37,運動休閒,2026-03-01,-16.89
9917.TW,中興保全科技股份有限公司,20,其他業,2026-03-01,-1.04
9918.TW,欣欣天然氣股份有限公司,23,油電燃氣業,2026-03-01,-1.06
9919.TW,康那香企業股份有限公司,20,其他業,2026-03-01,-2.13
9921.TW,巨大機械工業股份有限公司,37,運動休閒,2026-03-01,-17.03
9924.TW,台灣福興工業股份有限公司,38,居家生活,2026-03-01,-19.26
9925.TW,台灣新光保全股份有限公司,20,其他業,2026-03-01,7.66
9926.TW,新海瓦斯股份有限公司,23,油電燃氣業,2026-03-01,3.82
9927.TW,泰銘實業股份有限公司,20,其他業,2026-03-01,23.44
9928.TW,中國電視事業股份有限公司,20,其他業,2026-03-01,-0.59
9929.TW,秋雨創新股份有限公司,20,其他業,2026-03-01,-1.66
9930.TW,中聯資源股份有限公司,35,綠能環保,2026-03-01,-5.35
9931.TW,欣高石油氣股份有限公司,23,油電燃氣業,2026-03-01,-11.92
9933.TW,中鼎工程股份有限公司,20,其他業,2026-03-01,-24.34
9934.TW,成霖企業股份有限公司,38,居家生活,2026-03-01,6.2
9935.TW,慶豐富實業股份有限公司,38,居家生活,2026-03-01,0.47
9937.TW,全國加油站股份有限公司,23,油電燃氣業,2026-03-01,0.4
9938.TW,台灣百和工業股份有限公司,20,其他業,2026-03-01,-7.89
9939.TW,宏全國際股份有限公司,20,其他業,2026-03-01,-4.03
9940.TW,信義房屋股份有限公司,20,其他業,2026-03-01,14.65
9941.TW,裕融企業股份有限公司,20,其他業,2026-03-01,-7.13
9942.TW,茂順密封元件科技股份有限公司,20,其他業,2026-03-01,10.46
9943.TW,好樂迪股份有限公司,16,觀光餐旅,2026-03-01,-26.71
9944.TW,新麗企業股份有限公司,20,其他業,2026-03-01,12.85
9945.TW,潤泰創新國際股份有限公司,20,其他業,2026-03-01,21.95
9946.TW,三發地產股份有限公司,14,建材營造業,2026-03-01,2175.61
9955.TW,佳龍科技工程股份有限公司,35,綠能環保,2026-03-01,48.81
9958.TW,世紀鋼鐵結構股份有限公司,10,鋼鐵工業,2026-03-01,23.75
