Ticker SYMBOL,公司名稱,產業類別,資料年月日,單月營收年增率(%)
2547.TW,日勝生活科技股份有限公司,14,2026-02-01,-9.32
2548.TW,華固建設股份有限公司,14,2026-02-01,19257.44
2597.TW,潤弘精密工程事業股份有限公司,14,2026-02-01,-4.62
2601.TW,益航股份有限公司,18,2026-02-01,-6.43
2603.TW,長榮海運股份有限公司,15,2026-02-01,-20.72
2605.TW,新興航運股份有限公司,15,2026-02-01,87.46
2606.TW,裕民航運股份有限公司,15,2026-02-01,16.23
2607.TW,長榮國際儲運股份有限公司,15,2026-02-01,-15.09
2608.TW,嘉里大榮物流股份有限公司,15,2026-02-01,-14.77
2609.TW,陽明海運股份有限公司,15,2026-02-01,-15.32
2610.TW,中華航空股份有限公司,15,2026-02-01,14.57
2611.TW,志信國際股份有限公司,15,2026-02-01,36.72
2612.TW,中國航運股份有限公司,15,2026-02-01,-3.63
2613.TW,中國貨櫃運輸股份有限公司,15,2026-02-01,2.09
2614.TW,東森國際股份有限公司,20,2026-02-01,2.8
2615.TW,萬海航運股份有限公司,15,2026-02-01,-0.49
2616.TW,山隆通運股份有限公司,23,2026-02-01,-23.19
2617.TW,台灣航業股份有限公司,15,2026-02-01,6.33
2618.TW,長榮航空股份有限公司,15,2026-02-01,13.96
2630.TW,亞洲航空股份有限公司,15,2026-02-01,21.13
2633.TW,台灣高速鐵路股份有限公司,15,2026-02-01,13.35
2634.TW,漢翔航空工業股份有限公司,15,2026-02-01,-12.73
2636.TW,台驊國際控股股份有限公司,15,2026-02-01,-13.99
2637.TW,慧洋海運股份有限公司,15,2026-02-01,29.94
2642.TW,台灣宅配通股份有限公司,15,2026-02-01,-11.46
2645.TW,長榮航太科技股份有限公司,15,2026-02-01,-5.63
2646.TW,星宇航空股份有限公司,15,2026-02-01,41.5
2701.TW,萬華企業股份有限公司,16,2026-02-01,8.16
2702.TW,華園飯店股份有限公司,16,2026-02-01,6.85
2704.TW,國賓大飯店股份有限公司,16,2026-02-01,23.12
2705.TW,六福開發股份有限公司,16,2026-02-01,18.92
2706.TW,第一華僑大飯店股份有限公司,16,2026-02-01,-1.79
2707.TW,晶華國際酒店股份有限公司,16,2026-02-01,24.17
2712.TW,遠雄悅來大飯店股份有限公司,16,2026-02-01,103.75
2722.TW,夏都國際開發股份有限公司,16,2026-02-01,54.65
2723.TW,開曼美食達人股份有限公司,16,2026-02-01,-12.8
2727.TW,王品餐飲股份有限公司,16,2026-02-01,24.01
2731.TW,雄獅旅行社股份有限公司,16,2026-02-01,41.04
2739.TW,寒舍餐旅管理顧問股份有限公司,16,2026-02-01,17.17
2748.TW,雲品國際酒店股份有限公司,16,2026-02-01,42.62
2753.TW,八方雲集國際股份有限公司,16,2026-02-01,-5.74
2762.TW,世界健身股份有限公司,37,2026-02-01,6.13
2801.TW,彰化商業銀行股份有限公司,17,2026-02-01,4.38
2812.TW,台中商業銀行股份有限公司,17,2026-02-01,11.77
2816.TW,旺旺友聯產物保險股份有限公司,17,2026-02-01,27.07
2820.TW,中華票券金融股份有限公司,17,2026-02-01,30.76
2832.TW,台灣產物保險股份有限公司,17,2026-02-01,-4.79
2834.TW,臺灣中小企業銀行股份有限公司,17,2026-02-01,-4.63
2836.TW,高雄銀行股份有限公司,17,2026-02-01,4.57
2838.TW,聯邦商業銀行股份有限公司,17,2026-02-01,10.98
2845.TW,遠東國際商業銀行股份有限公司,17,2026-02-01,11.82
2849.TW,安泰商業銀行股份有限公司,17,2026-02-01,21.23
2850.TW,新光產物保險股份有限公司,17,2026-02-01,6.91
2851.TW,中央再保險股份有限公司,17,2026-02-01,103.16
2852.TW,第一產物保險股份有限公司,17,2026-02-01,-7.27
2855.TW,統一綜合證券股份有限公司,17,2026-02-01,221.36
2867.TW,三商美邦人壽保險股份有限公司,17,2026-02-01,-12.72
2880.TW,華南金融控股股份有限公司,17,2026-02-01,7.93
2881.TW,富邦金融控股股份有限公司,17,2026-02-01,69.03
2882.TW,國泰金融控股股份有限公司,17,2026-02-01,-11.03
2883.TW,凱基金融控股股份有限公司,17,2026-02-01,25.21
2884.TW,玉山金融控股股份有限公司,17,2026-02-01,4.01
2885.TW,元大金融控股股份有限公司,17,2026-02-01,52.07
2886.TW,兆豐金融控股股份有限公司,17,2026-02-01,-0.73
2887.TW,台新新光金融控股股份有限公司,17,2026-02-01,187.37
2889.TW,國票金融控股股份有限公司,17,2026-02-01,16.41
2890.TW,永豐金融控股股份有限公司,17,2026-02-01,13.29
2891.TW,中國信託金融控股股份有限公司,17,2026-02-01,14.16
2892.TW,第一金融控股股份有限公司,17,2026-02-01,2.94
2897.TW,王道商業銀行股份有限公司,17,2026-02-01,7.27
2901.TW,欣欣大眾市場股份有限公司,18,2026-02-01,20.08
2903.TW,遠東百貨股份有限公司,18,2026-02-01,24.8
2904.TW,匯僑股份有限公司,20,2026-02-01,-21.7
2905.TW,三商投資控股股份有限公司,18,2026-02-01,5.07
2906.TW,高林實業股份有限公司,18,2026-02-01,0.37
2908.TW,特力股份有限公司,18,2026-02-01,22.97
2910.TW,統領百貨股份有限公司,18,2026-02-01,16.99
2911.TW,麗嬰房股份有限公司,18,2026-02-01,-16.11
2912.TW,統一超商股份有限公司,18,2026-02-01,9.08
2913.TW,台灣農林股份有限公司,18,2026-02-01,2.09
2915.TW,潤泰全球股份有限公司,18,2026-02-01,-26.63
2923.TW,鼎固控股有限公司,14,2026-02-01,28.87
2929.TW,淘帝國際控股有限公司,18,2026-02-01,-17.87
2939.TW,永邑國際集團股份有限公司,18,2026-02-01,-23.9
2945.TW,三商家購股份有限公司,18,2026-02-01,17.16
3002.TW,歐格電子股份有限公司,25,2026-02-01,23.26
3003.TW,健和興端子股份有限公司,28,2026-02-01,-3.27
3004.TW,豐達科技股份有限公司,10,2026-02-01,19.59
3005.TW,神基控股股份有限公司,25,2026-02-01,-0.02
3006.TW,晶豪科技股份有限公司,24,2026-02-01,128.4
3008.TW,大立光電股份有限公司,26,2026-02-01,-2.61
3010.TW,華立企業股份有限公司,29,2026-02-01,21.97
3011.TW,今皓實業股份有限公司,28,2026-02-01,-46.42
3013.TW,晟銘電子科技股份有限公司,25,2026-02-01,-30.83
3014.TW,聯陽半導體股份有限公司,24,2026-02-01,-13.96
3015.TW,全漢企業股份有限公司,28,2026-02-01,-11.63
3016.TW,嘉晶電子股份有限公司,24,2026-02-01,14.87
3017.TW,奇鋐科技股份有限公司,25,2026-02-01,74.74
3018.TW,隆銘綠能科技工程股份有限公司,31,2026-02-01,-70.75
3019.TW,亞洲光學股份有限公司,26,2026-02-01,6.83
3021.TW,鴻名企業股份有限公司,28,2026-02-01,-24.13
3022.TW,威強電工業電腦股份有限公司,25,2026-02-01,-30.54
3023.TW,信邦電子股份有限公司,28,2026-02-01,-5.43
3024.TW,憶聲電子股份有限公司,26,2026-02-01,-65.38
3025.TW,星通資訊股份有限公司,27,2026-02-01,113.07
3026.TW,禾伸堂企業股份有限公司,28,2026-02-01,-2.3
3027.TW,盛達電業股份有限公司,27,2026-02-01,-47.76
3028.TW,增你強股份有限公司,29,2026-02-01,44.51
3029.TW,零壹科技股份有限公司,30,2026-02-01,-37.38
3030.TW,德律科技股份有限公司,31,2026-02-01,24.94
3031.TW,佰鴻工業股份有限公司,26,2026-02-01,-17.98
3032.TW,偉訓科技股份有限公司,28,2026-02-01,1.47
3033.TW,威健實業股份有限公司,29,2026-02-01,-10.33
3034.TW,聯詠科技股份有限公司,24,2026-02-01,-23.82
3035.TW,智原科技股份有限公司,24,2026-02-01,-74.02
3036.TW,文曄科技股份有限公司,29,2026-02-01,28.98
3037.TW,欣興電子股份有限公司,28,2026-02-01,16.18
3038.TW,全台晶像股份有限公司,26,2026-02-01,-13.46
3040.TW,遠見科技股份有限公司,20,2026-02-01,22.05
3041.TW,揚智科技股份有限公司,24,2026-02-01,31.31
3042.TW,台灣晶技股份有限公司,28,2026-02-01,7.31
3043.TW,科風股份有限公司,31,2026-02-01,-1.06
3044.TW,健鼎科技股份有限公司,28,2026-02-01,10.68
3045.TW,台灣大哥大股份有限公司,27,2026-02-01,-0.03
3046.TW,建碁股份有限公司,25,2026-02-01,-15.9
3047.TW,訊舟科技股份有限公司,27,2026-02-01,-40.47
3048.TW,益登科技股份有限公司,29,2026-02-01,10.73
3049.TW,精金科技股份有限公司,26,2026-02-01,-74.44
3050.TW,鈺德科技股份有限公司,26,2026-02-01,-12.62
3051.TW,力特光電科技股份有限公司,26,2026-02-01,-34.01
3052.TW,夆典科技開發股份有限公司,14,2026-02-01,-11.65
3054.TW,立萬利創新股份有限公司,2,2026-02-01,750.99
3055.TW,蔚華科技股份有限公司,29,2026-02-01,-17.89
3056.TW,富華創新股份有限公司,14,2026-02-01,-96.9
3057.TW,喬鼎資訊股份有限公司,25,2026-02-01,-22.74
3058.TW,立德電子股份有限公司,28,2026-02-01,-22.41
3059.TW,華晶科技股份有限公司,26,2026-02-01,10.87
3060.TW,銘異科技股份有限公司,25,2026-02-01,-4.07
3062.TW,建漢科技股份有限公司,27,2026-02-01,-19.93
3090.TW,日電貿股份有限公司,28,2026-02-01,9.44
3092.TW,鴻碩精密電工股份有限公司,28,2026-02-01,-27.42
3094.TW,聯傑國際股份有限公司,24,2026-02-01,-10.37
3130.TW,一零四資訊科技股份有限公司,36,2026-02-01,-12.49
3135.TW,凌航科技股份有限公司,24,2026-02-01,104.12
3138.TW,耀登科技股份有限公司,27,2026-02-01,19.48
3149.TW,正達國際光電股份有限公司,26,2026-02-01,72.58
3150.TW,鈺寶科技股份有限公司,24,2026-02-01,-20.5
3164.TW,景岳生物科技股份有限公司,22,2026-02-01,-35.48
3167.TW,大量科技股份有限公司,5,2026-02-01,123.02
3168.TW,眾福科技股份有限公司,26,2026-02-01,-2.29
3189.TW,景碩科技股份有限公司,24,2026-02-01,10.0
3209.TW,全科科技股份有限公司,29,2026-02-01,35.04
3229.TW,晟鈦股份有限公司,28,2026-02-01,-1.93
3231.TW,緯創資通股份有限公司,25,2026-02-01,177.37
3257.TW,虹冠電子工業股份有限公司,24,2026-02-01,-43.53
3266.TW,昇陽建設企業股份有限公司,14,2026-02-01,-2.52
3296.TW,勝德國際研發股份有限公司,28,2026-02-01,-15.03
3305.TW,昇貿科技股份有限公司,31,2026-02-01,62.39
3308.TW,聯德電子股份有限公司,28,2026-02-01,-4.21
3311.TW,閎暉實業股份有限公司,27,2026-02-01,-23.59
3312.TW,弘憶國際股份有限公司,29,2026-02-01,-23.51
3321.TW,同泰電子科技股份有限公司,28,2026-02-01,-24.45
3338.TW,泰碩電子股份有限公司,28,2026-02-01,-38.42
3346.TW,麗清科技股份有限公司,12,2026-02-01,-32.68
3356.TW,奇偶科技股份有限公司,26,2026-02-01,11.74
3376.TW,新日興股份有限公司,28,2026-02-01,-21.6
3380.TW,明泰科技股份有限公司,27,2026-02-01,-9.05
3406.TW,玉晶光電股份有限公司,26,2026-02-01,5.14
3413.TW,京鼎精密科技股份有限公司,24,2026-02-01,4.17
3416.TW,融程電訊股份有限公司,25,2026-02-01,37.85
3419.TW,譁裕實業股份有限公司,27,2026-02-01,-3.5
3432.TW,台端興業股份有限公司,28,2026-02-01,477.03
3437.TW,榮創能源科技股份有限公司,26,2026-02-01,-32.47
3443.TW,創意電子股份有限公司,24,2026-02-01,60.15
3447.TW,展達通訊股份有限公司,27,2026-02-01,21.02
3450.TW,聯鈞光電股份有限公司,24,2026-02-01,-36.61
3481.TW,群創光電股份有限公司,26,2026-02-01,5.6
3494.TW,誠研科技股份有限公司,25,2026-02-01,17.85
3501.TW,維熹科技股份有限公司,28,2026-02-01,-31.59
3504.TW,揚明光學股份有限公司,26,2026-02-01,-18.56
3515.TW,華擎科技股份有限公司,25,2026-02-01,-29.86
3518.TW,柏騰科技股份有限公司,31,2026-02-01,-34.19
3528.TW,安馳科技股份有限公司,29,2026-02-01,21.54
3530.TW,晶相光電股份有限公司,24,2026-02-01,33.12
3532.TW,台塑勝高科技股份有限公司,24,2026-02-01,-3.74
3533.TW,嘉澤端子工業股份有限公司,28,2026-02-01,5.07
3535.TW,晶彩科技股份有限公司,26,2026-02-01,4841.75
3543.TW,州巧科技股份有限公司,26,2026-02-01,-20.43
3545.TW,敦泰電子股份有限公司,24,2026-02-01,-22.07
3550.TW,聯穎科技股份有限公司,28,2026-02-01,-28.5
3557.TW,嘉威生活股份有限公司,38,2026-02-01,-37.47
3563.TW,牧德科技股份有限公司,26,2026-02-01,4.91
3576.TW,聯合再生能源股份有限公司,26,2026-02-01,-55.94
3583.TW,辛耘企業股份有限公司,24,2026-02-01,12.67
3588.TW,通嘉科技股份有限公司,24,2026-02-01,2.27
3591.TW,艾笛森光電股份有限公司,26,2026-02-01,-4.1
3592.TW,瑞鼎科技股份有限公司,24,2026-02-01,-12.82
3593.TW,力銘科技股份有限公司,28,2026-02-01,-68.48
3596.TW,智易科技股份有限公司,27,2026-02-01,-6.6
3605.TW,宏致電子股份有限公司,28,2026-02-01,7.18
3607.TW,谷崧精密工業股份有限公司,28,2026-02-01,-6.77
3617.TW,碩天科技股份有限公司,31,2026-02-01,0.85
3622.TW,洋華光電股份有限公司,26,2026-02-01,30.8
3645.TW,達邁科技股份有限公司,28,2026-02-01,-8.5
3652.TW,精聯電子股份有限公司,25,2026-02-01,2.35
3653.TW,健策精密工業股份有限公司,28,2026-02-01,-14.57
3661.TW,世芯電子股份有限公司,24,2026-02-01,-77.08
3665.TW,貿聯控股(BizLink Holding Inc.),31,2026-02-01,27.71
3669.TW,圓展科技股份有限公司,27,2026-02-01,28.9
3673.TW,"TPK Holding Co., Ltd.",26,2026-02-01,18.91
3679.TW,新至陞科技股份有限公司,28,2026-02-01,-38.94
3686.TW,達能科技股份有限公司,24,2026-02-01,9.38
3694.TW,海華科技股份有限公司,27,2026-02-01,-3.67
3701.TW,大眾全球投資控股股份有限公司,25,2026-02-01,-38.44
3702.TW,大聯大控股股份有限公司,29,2026-02-01,9.4
3703.TW,欣陸投資控股股份有限公司,14,2026-02-01,-30.89
3704.TW,合勤投資控股股份有限公司,27,2026-02-01,-17.67
3705.TW,永信國際投資控股股份有限公司,22,2026-02-01,-16.66
3706.TW,神達控股股份有限公司,25,2026-02-01,25.33
3708.TW,上緯國際投資控股股份有限公司,35,2026-02-01,-73.15
3711.TW,日月光投資控股股份有限公司,24,2026-02-01,15.87
3712.TW,永崴投資控股股份有限公司,25,2026-02-01,-45.72
3714.TW,富采控股股份有限公司,26,2026-02-01,-17.01
3715.TW,定穎投資控股股份有限公司,28,2026-02-01,23.08
3716.TW,中化控股股份有限公司,22,2026-02-01,-7.15
4104.TW,佳醫健康事業股份有限公司,22,2026-02-01,-3.44
4106.TW,雃博股份有限公司,22,2026-02-01,10.6
4108.TW,懷特生技新藥股份有限公司,22,2026-02-01,4.99
4119.TW,旭富製藥科技股份有限公司,22,2026-02-01,39.94
4133.TW,亞諾法生技股份有限公司,22,2026-02-01,-12.42
4137.TW,麗豐股份有限公司,22,2026-02-01,-32.92
4142.TW,國光生物科技股份有限公司,22,2026-02-01,-19.67
4148.TW,全宇生技控股有限公司,22,2026-02-01,10.84
4155.TW,訊映光電股份有限公司,22,2026-02-01,10.83
4164.TW,承業生醫投資控股股份有限公司,22,2026-02-01,22.75
4190.TW,佐登妮絲集團股份有限公司,22,2026-02-01,-22.9
4306.TW,炎洲股份有限公司,3,2026-02-01,-17.57
4414.TW,如興股份有限公司,4,2026-02-01,-6.98
4426.TW,利勤實業股份有限公司,4,2026-02-01,-33.72
4438.TW,廣越企業股份有限公司,4,2026-02-01,-6.56
4439.TW,冠星集團控股有限公司,4,2026-02-01,-24.58
4440.TW,宜新實業股份有限公司,4,2026-02-01,-0.08
4441.TW,振大環球股份有限公司,4,2026-02-01,15.59
4526.TW,東台精機股份有限公司,5,2026-02-01,-29.48
4532.TW,瑞智精密股份有限公司,5,2026-02-01,-11.04
4536.TW,拓凱實業股份有限公司,37,2026-02-01,-19.84
4540.TW,全球傳動科技股份有限公司,5,2026-02-01,34.44
4545.TW,銘鈺精密工業股份有限公司,28,2026-02-01,-7.46
4551.TW,智伸科技股份有限公司,12,2026-02-01,11.7
4552.TW,力達控股有限公司,5,2026-02-01,-20.93
4555.TW,台灣氣立股份有限公司,5,2026-02-01,5.09
4557.TW,永新控股股份有限公司,12,2026-02-01,-33.27
4560.TW,強信機械科技股份有限公司,5,2026-02-01,-6.59
4562.TW,穎漢科技股份有限公司,5,2026-02-01,-40.48
4564.TW,元翎精密工業股份有限公司,5,2026-02-01,-27.36
4566.TW,時碩工業股份有限公司,5,2026-02-01,-2.8
4569.TW,六方科技股份有限公司,12,2026-02-01,-10.88
4571.TW,鈞興機電國際股份有限公司,5,2026-02-01,-6.77
4572.TW,駐龍精密機械股份有限公司,5,2026-02-01,24.46
4576.TW,大銀微系統股份有限公司,5,2026-02-01,22.0
4581.TW,World Known MFG(Cayman)Limited,12,2026-02-01,5.96
4583.TW,台灣精銳科技股份有限公司,5,2026-02-01,-9.01
4585.TW,達明機器人股份有限公司,31,2026-02-01,-11.64
4588.TW,玖鼎電力資訊股份有限公司,31,2026-02-01,-83.73
4590.TW,富田電機股份有限公司,5,2026-02-01,-16.3
4720.TW,德淵企業股份有限公司,21,2026-02-01,-20.55
4722.TW,國精化學股份有限公司,21,2026-02-01,-20.72
4736.TW,泰博科技股份有限公司,22,2026-02-01,-15.64
4737.TW,華廣生技股份有限公司,22,2026-02-01,-28.95
4739.TW,康普材料科技股份有限公司,21,2026-02-01,192.15
4746.TW,台耀化學股份有限公司,22,2026-02-01,-20.47
4755.TW,三福化工股份有限公司,21,2026-02-01,-16.1
4763.TW,濟南大自然新材料股份有限公司,21,2026-02-01,-47.65
4764.TW,雙鍵化工股份有限公司,21,2026-02-01,25.59
4766.TW,南寶樹脂化學工廠股份有限公司,21,2026-02-01,-14.66
4770.TW,上品綜合工業股份有限公司,21,2026-02-01,-31.06
4771.TW,望隼科技股份有限公司,22,2026-02-01,21.32
4807.TW,日成控股股份有限公司,18,2026-02-01,8.29
4904.TW,遠傳電信股份有限公司,27,2026-02-01,5.09
4906.TW,正文科技股份有限公司,27,2026-02-01,-45.63
4912.TW,聯德控股股份有限公司,28,2026-02-01,22.39
4915.TW,致伸科技股份有限公司,28,2026-02-01,-17.11
4916.TW,事欣科技股份有限公司,25,2026-02-01,40.99
4919.TW,新唐科技股份有限公司,24,2026-02-01,-7.27
4927.TW,泰鼎國際股份有限公司,28,2026-02-01,-15.69
4930.TW,燦星網通股份有限公司,6,2026-02-01,-24.25
4934.TW,太極能源科技股份有限公司,26,2026-02-01,130.03
4935.TW,茂林光電科技(開曼)股份有限公司,26,2026-02-01,-37.73
4938.TW,和碩聯合科技股份有限公司,25,2026-02-01,-17.58
4942.TW,嘉彰股份有限公司,26,2026-02-01,-23.99
4943.TW,開曼康而富控股股份有限公司,28,2026-02-01,44.58
4949.TW,有成精密股份有限公司,26,2026-02-01,38.12
4952.TW,凌通科技股份有限公司,24,2026-02-01,0.67
4956.TW,光鋐科技股份有限公司,26,2026-02-01,-6.19
4958.TW,臻鼎科技控股股份有限公司,28,2026-02-01,-3.97
4960.TW,誠美材料科技股份有限公司,26,2026-02-01,-21.4
4961.TW,天鈺科技股份有限公司,24,2026-02-01,-10.35
4967.TW,十銓科技股份有限公司,24,2026-02-01,-22.19
4968.TW,立積電子股份有限公司,24,2026-02-01,-6.87
4976.TW,佳凌科技股份有限公司,26,2026-02-01,1.38
4977.TW,眾達科技股份有限公司,27,2026-02-01,-17.45
4989.TW,李長榮科技股份有限公司,28,2026-02-01,78.68
4994.TW,傳奇網路遊戲股份有限公司,30,2026-02-01,16.37
4999.TW,鑫禾科技股份有限公司,28,2026-02-01,-0.34
5007.TW,三星科技股份有限公司,10,2026-02-01,-15.51
5203.TW,訊連科技股份有限公司,30,2026-02-01,5.93
5215.TW,科嘉(開曼)股份有限公司,25,2026-02-01,50.94
5222.TW,全訊科技股份有限公司,24,2026-02-01,-15.72
5225.TW,東科控股股份有限公司,31,2026-02-01,-27.91
5234.TW,達興材料股份有限公司,26,2026-02-01,1.17
5243.TW,乙盛精密工業股份有限公司,26,2026-02-01,-4.3
5244.TW,弘凱光電股份有限公司,26,2026-02-01,-15.76
5258.TW,虹堡科技股份有限公司,25,2026-02-01,-21.09
5269.TW,祥碩科技股份有限公司,24,2026-02-01,17.65
5283.TW,禾聯碩股份有限公司,6,2026-02-01,-14.3
5284.TW,經寶精密控股股份有限公司,20,2026-02-01,50.24
5285.TW,界霖科技股份有限公司,24,2026-02-01,-3.23
5288.TW,開曼商豐祥控股股份有限公司,5,2026-02-01,-25.24
5292.TW,華懋科技股份有限公司,35,2026-02-01,-43.09
5306.TW,桂盟國際股份有限公司,37,2026-02-01,-14.68
5388.TW,中磊電子股份有限公司,27,2026-02-01,21.11
5434.TW,崇越科技股份有限公司,29,2026-02-01,13.92
5469.TW,瀚宇博德股份有限公司,28,2026-02-01,38.66
5471.TW,松翰科技股份有限公司,24,2026-02-01,-2.59
5484.TW,慧友電子股份有限公司,26,2026-02-01,183.64
5515.TW,建國工程股份有限公司,14,2026-02-01,-9.08
5519.TW,隆大營建事業股份有限公司,14,2026-02-01,-39.22
5521.TW,工信工程股份有限公司,14,2026-02-01,-0.7
5522.TW,遠雄建設事業股份有限公司,14,2026-02-01,1220.01
5525.TW,順天建設股份有限公司,14,2026-02-01,1275.96
5531.TW,鄉林建設事業股份有限公司,14,2026-02-01,22.84
5533.TW,皇鼎建設開發股份有限公司,14,2026-02-01,-47.7
5534.TW,長虹建設股份有限公司,14,2026-02-01,-69.26
5538.TW,開曼東明控股股份有限公司,10,2026-02-01,-31.35
5546.TW,永固集團股份有限公司,14,2026-02-01,-75.92
5607.TW,遠雄自貿港投資控股股份有限公司,15,2026-02-01,26.38
5608.TW,四維航業股份有限公司,15,2026-02-01,0.99
5706.TW,鳳凰國際旅行社股份有限公司,16,2026-02-01,74.55
5871.TW,中租控股股份有限公司,20,2026-02-01,-3.57
5876.TW,上海商業儲蓄銀行股份有限公司,17,2026-02-01,0.6
5880.TW,合作金庫金融控股股份有限公司,17,2026-02-01,18.31
5906.TW,台南生活(開曼)股份有限公司,18,2026-02-01,36.91
5907.TW,Grand Ocean RetailGroupLimited,18,2026-02-01,4.62
6005.TW,群益金鼎證券股份有限公司,17,2026-02-01,54.46
6024.TW,群益期貨股份有限公司,17,2026-02-01,152.89
6108.TW,競國實業股份有限公司,28,2026-02-01,-7.23
6112.TW,邁達特數位股份有限公司,30,2026-02-01,19.66
6115.TW,鎰勝工業股份有限公司,28,2026-02-01,-25.49
6116.TW,瀚宇彩晶股份有限公司,26,2026-02-01,-10.19
6117.TW,迎廣科技股份有限公司,25,2026-02-01,3.56
6120.TW,達運精密工業股份有限公司,26,2026-02-01,-27.83
6128.TW,上福全球科技股份有限公司,25,2026-02-01,-1.02
6133.TW,金橋科技股份有限公司,28,2026-02-01,7.16
6136.TW,富爾特科技股份有限公司,27,2026-02-01,6.55
6139.TW,亞翔工程股份有限公司,31,2026-02-01,81.4
6141.TW,柏承科技股份有限公司,28,2026-02-01,-18.96
6142.TW,友勁科技股份有限公司,27,2026-02-01,4.36
6152.TW,百一電子股份有限公司,27,2026-02-01,-29.86
6153.TW,嘉聯益科技股份有限公司,28,2026-02-01,-16.7
6155.TW,鈞寶電子工業股份有限公司,28,2026-02-01,-8.61
6164.TW,華興電子工業股份有限公司,26,2026-02-01,-14.18
6165.TW,浪凡網路科技股份有限公司,36,2026-02-01,10.72
6166.TW,凌華科技股份有限公司,25,2026-02-01,16.16
6168.TW,宏齊科技股份有限公司,26,2026-02-01,16.04
6176.TW,瑞儀光電股份有限公司,26,2026-02-01,-5.25
6177.TW,達麗建設事業股份有限公司,14,2026-02-01,554.93
6183.TW,關貿網路股份有限公司,30,2026-02-01,4.98
6184.TW,大豐有線電視股份有限公司,20,2026-02-01,4.16
6189.TW,豐藝電子股份有限公司,29,2026-02-01,-16.33
6191.TW,精成科技股份有限公司,28,2026-02-01,71.02
6192.TW,巨路國際股份有限公司,31,2026-02-01,-28.68
6196.TW,帆宣系統科技股份有限公司,31,2026-02-01,5.44
6197.TW,佳必琪國際股份有限公司,28,2026-02-01,20.32
6201.TW,亞弘電科技股份有限公司,31,2026-02-01,-33.57
6202.TW,盛群半導體股份有限公司,24,2026-02-01,-21.05
6205.TW,詮欣股份有限公司,28,2026-02-01,-35.92
6206.TW,飛捷科技股份有限公司,25,2026-02-01,9.37
6209.TW,今國光學工業股份有限公司,26,2026-02-01,11.49
6213.TW,聯茂電子股份有限公司,28,2026-02-01,9.01
6214.TW,精誠資訊股份有限公司,30,2026-02-01,-7.43
6215.TW,和椿科技股份有限公司,31,2026-02-01,51.23
6216.TW,居易科技股份有限公司,27,2026-02-01,-48.02
6224.TW,聚鼎科技股份有限公司,28,2026-02-01,-15.14
6225.TW,天瀚科技股份有限公司,26,2026-02-01,-31.9
6226.TW,光鼎電子股份有限公司,26,2026-02-01,-11.06
6230.TW,尼得科超眾科技股份有限公司,25,2026-02-01,-1.88
6235.TW,華孚科技股份有限公司,25,2026-02-01,-0.77
6239.TW,力成科技股份有限公司,24,2026-02-01,34.63
6243.TW,迅杰科技股份有限公司,24,2026-02-01,-59.52
6257.TW,矽格股份有限公司,24,2026-02-01,8.46
6269.TW,台郡科技股份有限公司,28,2026-02-01,-8.71
6271.TW,同欣電子工業股份有限公司,24,2026-02-01,-9.2
6272.TW,驊陞科技股份有限公司,28,2026-02-01,-31.02
6277.TW,宏正自動科技股份有限公司,25,2026-02-01,10.91
6278.TW,台灣表面黏著科技股份有限公司,26,2026-02-01,-5.29
6281.TW,全國電子股份有限公司,29,2026-02-01,12.98
6282.TW,康舒科技股份有限公司,28,2026-02-01,14.63
6283.TW,淳安電子股份有限公司,31,2026-02-01,-46.11
6285.TW,啟碁科技股份有限公司,27,2026-02-01,-6.93
6405.TW,悅城科技股份有限公司,26,2026-02-01,-64.0
6409.TW,旭隼科技股份有限公司,31,2026-02-01,-15.58
6412.TW,群光電能科技股份有限公司,28,2026-02-01,-21.67
6414.TW,樺漢科技股份有限公司,25,2026-02-01,3.26
6415.TW,矽力杰股份有限公司,24,2026-02-01,2.28
6416.TW,瑞祺電通股份有限公司,27,2026-02-01,-17.98
6426.TW,統新光訊股份有限公司,27,2026-02-01,7.26
6431.TW,光麗生技控股股份有限公司,22,2026-02-01,-15.57
6438.TW,迅得機械股份有限公司,31,2026-02-01,9.1
6442.TW,光紅建聖股份有限公司,27,2026-02-01,44.09
6443.TW,元晶太陽能科技股份有限公司,26,2026-02-01,-43.33
6446.TW,藥華醫藥股份有限公司,22,2026-02-01,56.65
6449.TW,鈺邦科技股份有限公司,28,2026-02-01,15.64
6451.TW,訊芯科技控股股份有限公司,24,2026-02-01,-45.37
6456.TW,GIS Holding Limited,26,2026-02-01,7.75
6464.TW,台灣數位光訊科技股份有限公司,20,2026-02-01,-5.05
6472.TW,保瑞藥業股份有限公司,22,2026-02-01,-23.23
6477.TW,安集科技股份有限公司,26,2026-02-01,78.94
6491.TW,晶碩光學股份有限公司,22,2026-02-01,6.03
6504.TW,南六企業股份有限公司,20,2026-02-01,-27.59
6505.TW,台塑石化股份有限公司,23,2026-02-01,-17.26
6515.TW,穎崴科技股份有限公司,24,2026-02-01,-3.83
6525.TW,捷敏股份有限公司,24,2026-02-01,3.53
6526.TW,達發科技股份有限公司,24,2026-02-01,2.44
6531.TW,愛普科技股份有限公司,24,2026-02-01,146.68
6533.TW,晶心科技股份有限公司,24,2026-02-01,12.26
6534.TW,正瀚生技股份有限公司,22,2026-02-01,2.07
6541.TW,泰福生技股份有限公司,22,2026-02-01,218.71
6550.TW,北極星藥業集團股份有限公司,22,2026-02-01,322.86
