Ticker SYMBOL,公司名稱,產業類別,資料年月日,單月營收年增率(%)
6552.TW,易華電子股份有限公司,24,2026-02-01,-44.19
6558.TW,興能高科技股份有限公司,31,2026-02-01,-37.18
6573.TW,虹揚發展科技股份有限公司,24,2026-02-01,-36.81
6579.TW,研揚科技股份有限公司,25,2026-02-01,21.14
6581.TW,台灣鋼聯股份有限公司,35,2026-02-01,62.29
6582.TW,申豐特用應材股份有限公司,11,2026-02-01,-64.72
6585.TW,鼎基先進材料股份有限公司,20,2026-02-01,-22.22
6589.TW,台康生技股份有限公司,22,2026-02-01,100.63
6591.TW,動力科技股份有限公司,25,2026-02-01,-34.3
6592.TW,和潤企業股份有限公司,20,2026-02-01,-8.22
6598.TW,Applied BioCode Corporation,22,2026-02-01,81.28
6605.TW,帝寶工業股份有限公司,12,2026-02-01,7.92
6606.TW,建德工業股份有限公司,5,2026-02-01,-12.32
6614.TW,資拓宏宇國際股份有限公司,36,2026-02-01,39.16
6625.TW,必應創造股份有限公司,20,2026-02-01,-21.2
6641.TW,基士德科技股份有限公司,35,2026-02-01,-29.05
6645.TW,金萬林企業股份有限公司,22,2026-02-01,12.01
6655.TW,科定企業股份有限公司,20,2026-02-01,-22.77
6657.TW,華安醫學股份有限公司,22,2026-02-01,-8.47
6658.TW,聯策科技股份有限公司,31,2026-02-01,-5.21
6666.TW,羅麗芬控股股份有限公司,22,2026-02-01,-12.5
6668.TW,中揚光電股份有限公司,26,2026-02-01,2.07
6669.TW,緯穎科技服務股份有限公司,25,2026-02-01,103.44
6670.TW,復盛應用科技股份有限公司,37,2026-02-01,29.32
6671.TW,三能集團控股股份有限公司,38,2026-02-01,-35.57
6672.TW,騰輝電子國際集團股份有限公司,28,2026-02-01,4.55
6674.TW,鋐寶科技股份有限公司,27,2026-02-01,-62.95
6689.TW,伊雲谷數位科技股份有限公司,36,2026-02-01,-10.97
6691.TW,洋基工程股份有限公司,31,2026-02-01,37.09
6695.TW,芯鼎科技股份有限公司,24,2026-02-01,-6.27
6698.TW,旭暉應用材料股份有限公司,31,2026-02-01,-17.68
6706.TW,惠特科技股份有限公司,26,2026-02-01,-62.38
6715.TW,嘉基科技股份有限公司,28,2026-02-01,17.74
6719.TW,力智電子股份有限公司,24,2026-02-01,-0.88
6722.TW,輝創電子股份有限公司,31,2026-02-01,-14.35
6742.TW,澤米科技股份有限公司,26,2026-02-01,-39.37
6743.TW,安普新股份有限公司,31,2026-02-01,-24.09
6753.TW,龍德造船工業股份有限公司,15,2026-02-01,-18.46
6754.TW,匯僑室內裝修設計股份有限公司,38,2026-02-01,-39.29
6756.TW,威鋒電子股份有限公司,24,2026-02-01,-14.43
6757.TW,台灣虎航股份有限公司,15,2026-02-01,36.73
6768.TW,志強國際企業股份有限公司,37,2026-02-01,-24.86
6770.TW,力晶積成電子製造股份有限公司,24,2026-02-01,12.01
6771.TW,平和環保科技股份有限公司,35,2026-02-01,-37.35
6776.TW,展碁國際股份有限公司,29,2026-02-01,-3.35
6781.TW,"AES Holding Co., Ltd.",28,2026-02-01,24.88
6782.TW,視陽光學股份有限公司,22,2026-02-01,11.64
6789.TW,采鈺科技股份有限公司,24,2026-02-01,7.39
6790.TW,永豐餘消費品實業股份有限公司,9,2026-02-01,-8.36
6792.TW,詠業科技股份有限公司,27,2026-02-01,1.98
6794.TW,向榮生醫科技股份有限公司,22,2026-02-01,186.18
6796.TW,晉弘科技股份有限公司,22,2026-02-01,8.09
6799.TW,來頡科技股份有限公司,24,2026-02-01,-4.53
6805.TW,富世達股份有限公司,28,2026-02-01,51.13
6806.TW,森崴能源股份有限公司,35,2026-02-01,-49.74
6807.TW,峰源集團股份有限公司,38,2026-02-01,-27.31
6830.TW,汎銓科技股份有限公司,31,2026-02-01,25.77
6831.TW,邁&#33834;科技股份有限公司,25,2026-02-01,43.88
6834.TW,天二科技股份有限公司,28,2026-02-01,1.74
6835.TW,圓裕企業股份有限公司,28,2026-02-01,-12.69
6838.TW,台新藥股份有限公司,22,2026-02-01,120.2
6854.TW,PlayNitride Inc.,24,2026-02-01,-67.69
6861.TW,睿生光電股份有限公司,22,2026-02-01,44.0
6862.TW,三集瑞科技國際集團股份有限公司,28,2026-02-01,-48.26
6863.TW,Arizon RFID Technology,27,2026-02-01,1.72
6869.TW,雲豹能源科技股份有限公司,35,2026-02-01,69.08
6873.TW,泓德能源科技股份有限公司,35,2026-02-01,2.65
6885.TW,全福生物科技股份有限公司,22,2026-02-01,1758.82
6887.TW,寶綠特資源再生工程股份有限公司,35,2026-02-01,-38.09
6890.TW,來億興業股份有限公司,37,2026-02-01,-29.43
6901.TW,鑽石生技投資股份有限公司,20,2026-02-01,-157.42
6902.TW,走著瞧股份有限公司,36,2026-02-01,16.56
6906.TW,現觀科技股份有限公司,36,2026-02-01,0.42
6909.TW,創控科技股份有限公司,24,2026-02-01,-41.21
6914.TW,阜爾運通股份有限公司,20,2026-02-01,9.63
6916.TW,華凌光電股份有限公司,26,2026-02-01,-19.57
6918.TW,愛派司生技股份有限公司,22,2026-02-01,6.51
6921.TW,嘉雨思科技股份有限公司,24,2026-02-01,-59.03
6923.TW,中台資源科技股份有限公司,35,2026-02-01,-2.69
6924.TW,榮惠集團(開曼)股份有限公司,28,2026-02-01,19.27
6928.TW,攸泰科技股份有限公司,25,2026-02-01,-25.45
6931.TW,青松健康股份有限公司,22,2026-02-01,6.36
6933.TW,艾瑪斯科技控股股份有限公司,25,2026-02-01,-22.5
6934.TW,心誠鎂行動醫電股份有限公司,22,2026-02-01,-91.22
6936.TW,永鴻國際生技股份有限公司,22,2026-02-01,-11.74
6937.TW,天虹科技股份有限公司,24,2026-02-01,31.25
6944.TW,兆聯實業股份有限公司,35,2026-02-01,100.6
6949.TW,沛爾生技醫藥股份有限公司,22,2026-02-01,61.16
6951.TW,青新環境工程股份有限公司,35,2026-02-01,17.83
6952.TW,大武山牧場科技股份有限公司,20,2026-02-01,25.7
6955.TW,邦睿生技股份有限公司,22,2026-02-01,13.04
6957.TW,裕慶金屬股份有限公司,20,2026-02-01,43.06
6958.TW,日盛台駿國際租賃股份有限公司,20,2026-02-01,-13.83
6962.TW,ITH Corporation,24,2026-02-01,-26.61
6965.TW,中傑投資控股股份有限公司,37,2026-02-01,-18.23
6969.TW,成信實業股份有限公司,35,2026-02-01,-4.59
6988.TW,威力暘電子股份有限公司,12,2026-02-01,-39.73
6994.TW,富威電力股份有限公司,35,2026-02-01,19.18
7610.TW,聯友金屬科技股份有限公司,35,2026-02-01,252.95
7631.TW,聚賢研發股份有限公司,31,2026-02-01,81.09
7705.TW,三商餐飲股份有限公司,16,2026-02-01,23.98
7711.TW,永擎電子股份有限公司,25,2026-02-01,-0.15
7721.TW,微程式資訊股份有限公司,36,2026-02-01,30.21
7722.TW,連加網路商業股份有限公司,36,2026-02-01,15.84
7730.TW,暉盛科技股份有限公司,24,2026-02-01,274.05
7732.TW,金興精密工業股份有限公司,12,2026-02-01,-19.01
7736.TW,虎山實業股份有限公司,12,2026-02-01,-24.97
7740.TW,熙特爾新能源股份有限公司,35,2026-02-01,515.18
7749.TW,意騰科技股份有限公司,24,2026-02-01,74.82
7750.TW,新代科技股份有限公司,5,2026-02-01,2.67
7765.TW,中華資安國際股份有限公司,36,2026-02-01,-15.34
7769.TW,鴻勁精密股份有限公司,24,2026-02-01,57.02
7780.TW,大研生醫國際股份有限公司,2,2026-02-01,18.67
7786.TW,東方風能科技股份有限公司,35,2026-02-01,0.16
7788.TW,松川精密股份有限公司,28,2026-02-01,13.59
7791.TW,皇家可口股份有限公司,2,2026-02-01,11.91
7795.TW,長廣精機股份有限公司,28,2026-02-01,-22.83
7823.TW,奧義賽博科技股份有限公司,36,2026-02-01,6.45
8011.TW,台通光電股份有限公司,27,2026-02-01,-20.66
8016.TW,矽創電子股份有限公司,24,2026-02-01,10.11
8021.TW,尖點科技股份有限公司,31,2026-02-01,42.47
8028.TW,昇陽國際半導體股份有限公司,24,2026-02-01,18.65
8033.TW,雷虎科技股份有限公司,20,2026-02-01,-28.32
8039.TW,台虹科技股份有限公司,28,2026-02-01,-4.79
8045.TW,達運光電股份有限公司,27,2026-02-01,11.28
8046.TW,南亞電路板股份有限公司,28,2026-02-01,12.84
8070.TW,長華電材股份有限公司,29,2026-02-01,6.79
8072.TW,陞泰科技股份有限公司,29,2026-02-01,-12.7
8081.TW,致新科技股份有限公司,24,2026-02-01,-14.07
8101.TW,華冠通訊股份有限公司,27,2026-02-01,42.63
8103.TW,瀚荃股份有限公司,28,2026-02-01,-2.97
8104.TW,錸寶科技股份有限公司,26,2026-02-01,-54.07
8105.TW,凌巨科技股份有限公司,26,2026-02-01,-11.49
8110.TW,華東科技股份有限公司,24,2026-02-01,6.8
8112.TW,至上電子股份有限公司,29,2026-02-01,136.81
8114.TW,振樺電子股份有限公司,25,2026-02-01,-37.28
8131.TW,福懋科技股份有限公司,24,2026-02-01,23.83
8150.TW,南茂科技股份有限公司,24,2026-02-01,22.12
8162.TW,微矽電子股份有限公司,24,2026-02-01,-19.53
8163.TW,達方電子股份有限公司,25,2026-02-01,11.55
8201.TW,無敵科技股份有限公司,31,2026-02-01,-37.71
8210.TW,勤誠興業股份有限公司,25,2026-02-01,49.62
8213.TW,志超科技股份有限公司,28,2026-02-01,-7.62
8215.TW,明基材料股份有限公司,26,2026-02-01,-14.19
8222.TW,寶一科技股份有限公司,5,2026-02-01,-5.02
8249.TW,菱光科技股份有限公司,28,2026-02-01,-39.24
8261.TW,富鼎先進電子股份有限公司,24,2026-02-01,-3.33
8271.TW,宇瞻科技股份有限公司,24,2026-02-01,193.82
8341.TW,日友環保科技股份有限公司,35,2026-02-01,13.19
8367.TW,建新國際股份有限公司,15,2026-02-01,-11.08
8374.TW,羅昇企業股份有限公司,5,2026-02-01,3.9
8404.TW,百和興業股份有限公司(開曼),20,2026-02-01,-23.61
8411.TW,福貞控股股份有限公司,20,2026-02-01,2.29
8422.TW,可寧衛股份有限公司,35,2026-02-01,-42.52
8429.TW,金麗集團控股有限公司,18,2026-02-01,-31.37
8438.TW,昶昕實業股份有限公司,35,2026-02-01,28.57
8442.TW,威宏控股股份有限公司,20,2026-02-01,9.79
8443.TW,阿瘦實業股份有限公司,18,2026-02-01,6.35
8454.TW,富邦媒體科技股份有限公司,36,2026-02-01,-2.07
8462.TW,柏文健康事業股份有限公司,37,2026-02-01,8.5
8463.TW,潤泰精密材料股份有限公司,20,2026-02-01,-18.17
8464.TW,億豐綜合工業股份有限公司,38,2026-02-01,-2.25
8466.TW,美吉吉國際股份有限公司,20,2026-02-01,-21.07
8467.TW,波力環球企業股份有限公司,37,2026-02-01,-39.47
8473.TW,山林水環境工程股份有限公司,35,2026-02-01,-2.57
8476.TW,台境企業股份有限公司,35,2026-02-01,43.43
8478.TW,東哥企業股份有限公司,37,2026-02-01,151.13
8481.TW,政伸企業股份有限公司,20,2026-02-01,-29.2
8482.TW,商億全球控股有限公司,38,2026-02-01,14.51
8487.TW,愛爾達科技股份有限公司,36,2026-02-01,-11.19
8488.TW,吉源控股股份有限公司,20,2026-02-01,43.26
8499.TW,鼎炫投資控股股份有限公司,31,2026-02-01,79.89
8926.TW,台灣汽電共生股份有限公司,23,2026-02-01,300.39
8940.TW,新天地國際實業股份有限公司,16,2026-02-01,99.62
8996.TW,高力熱處理工業股份有限公司,5,2026-02-01,205.73
9105.TW,泰金寶科技股份有限公司,91,2026-02-01,-20.0
9802.TW,鈺齊國際股份有限公司,37,2026-02-01,8.14
9902.TW,台火開發股份有限公司,20,2026-02-01,-93.08
9904.TW,寶成工業股份有限公司,37,2026-02-01,14.69
9905.TW,大華金屬工業股份有限公司,20,2026-02-01,7.77
9906.TW,欣巴巴事業股份有限公司,14,2026-02-01,351.05
9907.TW,統一實業股份有限公司,20,2026-02-01,-24.35
9908.TW,大台北區瓦斯股份有限公司,23,2026-02-01,-6.98
9910.TW,豐泰企業股份有限公司,37,2026-02-01,-12.32
9911.TW,台灣櫻花股份有限公司,38,2026-02-01,1.12
9912.TW,偉聯科技股份有限公司,25,2026-02-01,-16.51
9914.TW,美利達工業股份有限公司,37,2026-02-01,-22.06
9917.TW,中興保全科技股份有限公司,20,2026-02-01,-2.17
9918.TW,欣欣天然氣股份有限公司,23,2026-02-01,-15.91
9919.TW,康那香企業股份有限公司,20,2026-02-01,-1.04
9921.TW,巨大機械工業股份有限公司,37,2026-02-01,-40.05
9924.TW,台灣福興工業股份有限公司,38,2026-02-01,-17.32
9925.TW,台灣新光保全股份有限公司,20,2026-02-01,4.04
9926.TW,新海瓦斯股份有限公司,23,2026-02-01,-7.28
9927.TW,泰銘實業股份有限公司,20,2026-02-01,-20.76
9928.TW,中國電視事業股份有限公司,20,2026-02-01,23.32
9929.TW,秋雨創新股份有限公司,20,2026-02-01,-8.68
9930.TW,中聯資源股份有限公司,35,2026-02-01,-20.91
9931.TW,欣高石油氣股份有限公司,23,2026-02-01,8.35
9933.TW,中鼎工程股份有限公司,20,2026-02-01,-34.95
9934.TW,成霖企業股份有限公司,38,2026-02-01,10.24
9935.TW,慶豐富實業股份有限公司,38,2026-02-01,3.34
9937.TW,全國加油站股份有限公司,23,2026-02-01,-13.0
9938.TW,台灣百和工業股份有限公司,20,2026-02-01,-27.18
9939.TW,宏全國際股份有限公司,20,2026-02-01,-16.02
9940.TW,信義房屋股份有限公司,20,2026-02-01,7.5
9941.TW,裕融企業股份有限公司,20,2026-02-01,0.01
9942.TW,茂順密封元件科技股份有限公司,20,2026-02-01,-7.95
9943.TW,好樂迪股份有限公司,16,2026-02-01,31.59
9944.TW,新麗企業股份有限公司,20,2026-02-01,-17.27
9945.TW,潤泰創新國際股份有限公司,20,2026-02-01,-0.19
9946.TW,三發地產股份有限公司,14,2026-02-01,34244.54
9955.TW,佳龍科技工程股份有限公司,35,2026-02-01,95.59
9958.TW,世紀鋼鐵結構股份有限公司,10,2026-02-01,24.07
