Ticker,Direction,Regime,Structure,AI_Proba,Hist_WinRate,EV,Kelly_Pos,Score,Risk,Health
3376.TW,做空(Short),區間盤整,空方進場,0.5028,0.41,-0.18,0.0008,0.4657,樣本數不足 (0/10)，熱身中,KEEP
2915.TW,做空(Short),趨勢空頭,空方進場,0.5027,0.38,-0.24,0.0008,0.4536,樣本數不足 (0/10)，熱身中,KEEP
3046.TW,做空(Short),趨勢空頭,空方進場,0.5025,0.41,-0.18,0.0008,0.4655,樣本數不足 (0/10)，熱身中,KEEP
6281.TW,做空(Short),趨勢空頭,空方進場,0.5025,0.41,-0.18,0.0007,0.4655,樣本數不足 (0/10)，熱身中,KEEP
4572.TW,做空(Short),區間盤整,空方進場,0.5019,0.47,-0.06,0.0006,0.4892,樣本數不足 (0/10)，熱身中,KEEP
9905.TW,做空(Short),趨勢空頭,空方進場,0.5016,0.38,-0.24,0.0005,0.4529,樣本數不足 (0/10)，熱身中,KEEP
2939.TW,做空(Short),趨勢空頭,空方進場,0.5013,0.41,-0.18,0.0004,0.4648,樣本數不足 (0/10)，熱身中,KEEP
1525.TW,做空(Short),區間盤整,空方進場,0.5006,0.44,-0.12,0.0002,0.4764,樣本數不足 (0/10)，熱身中,KEEP
1708.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
6515.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
2107.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
2313.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
6934.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
3528.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
5522.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
1418.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
7721.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
1530.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
1103.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
9940.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
5533.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
1325.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
3150.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
1734.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
6834.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
1702.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
6405.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
1531.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
2945.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
5203.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
2615.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
2305.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
6655.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
6754.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
3296.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
3062.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
1582.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
2032.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
2514.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
6606.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
6936.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
4426.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
2836.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
6771.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
1475.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
4581.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
2020.TW,做空(Short),趨勢多頭,空方進場,0.5,0.5,0.0,0.0,0.5,樣本數不足 (0/10)，熱身中,KEEP
2489.TW,做空(Short),區間盤整,空方進場,0.4999,0.44,-0.12,0.0,0.476,樣本數不足 (0/10)，熱身中,KEEP
6919.TW,做空(Short),趨勢空頭,空方進場,0.4977,0.44,-0.12,0.0,0.4746,樣本數不足 (0/10)，熱身中,KEEP
5288.TW,做空(Short),趨勢空頭,空方進場,0.497,0.41,-0.18,0.0,0.4622,樣本數不足 (0/10)，熱身中,KEEP
6965.TW,做空(Short),區間盤整,空方進場,0.4968,0.44,-0.12,0.0,0.4741,樣本數不足 (0/10)，熱身中,KEEP
2535.TW,做空(Short),區間盤整,空方進場,0.4963,0.41,-0.18,0.0,0.4618,樣本數不足 (0/10)，熱身中,KEEP
2546.TW,做空(Short),趨勢空頭,空方進場,0.4958,0.44,-0.12,0.0,0.4735,樣本數不足 (0/10)，熱身中,KEEP
1603.TW,做空(Short),趨勢空頭,空方進場,0.4951,0.44,-0.12,0.0,0.4731,樣本數不足 (0/10)，熱身中,KEEP
2414.TW,做空(Short),趨勢空頭,空方進場,0.495,0.38,-0.24,0.0,0.449,樣本數不足 (0/10)，熱身中,KEEP
1101.TW,做空(Short),趨勢空頭,空方進場,0.4942,0.47,-0.06,0.0,0.4845,樣本數不足 (0/10)，熱身中,KEEP
5215.TW,做空(Short),區間盤整,空方進場,0.4941,0.41,-0.18,0.0,0.4605,樣本數不足 (0/10)，熱身中,KEEP
6431.TW,做空(Short),趨勢空頭,空方進場,0.4938,0.44,-0.12,0.0,0.4723,樣本數不足 (0/10)，熱身中,KEEP
3450.TW,做空(Short),區間盤整,空方進場,0.4927,0.44,-0.12,0.0,0.4716,樣本數不足 (0/10)，熱身中,KEEP
2646.TW,做空(Short),趨勢空頭,空方進場,0.4922,0.5,0.0,0.0,0.4953,樣本數不足 (0/10)，熱身中,KEEP
3679.TW,做多(Long),區間盤整,多方進場,0.4919,0.53,0.06,0.0,0.5071,樣本數不足 (0/10)，熱身中,KEEP
3701.TW,做多(Long),區間盤整,多方進場,0.4919,0.53,0.06,0.0,0.5072,樣本數不足 (0/10)，熱身中,KEEP
2429.TW,做空(Short),趨勢空頭,空方進場,0.4918,0.41,-0.18,0.0,0.4591,樣本數不足 (0/10)，熱身中,KEEP
6442.TW,做空(Short),區間盤整,空方進場,0.4915,0.47,-0.06,0.0,0.4829,樣本數不足 (0/10)，熱身中,KEEP
2905.TW,做空(Short),趨勢空頭,空方進場,0.4914,0.44,-0.12,0.0,0.4708,樣本數不足 (0/10)，熱身中,KEEP
2929.TW,做多(Long),趨勢空頭,多方進場,0.4908,0.53,0.06,0.0,0.5065,樣本數不足 (0/10)，熱身中,KEEP
6581.TW,做空(Short),區間盤整,空方進場,0.4903,0.44,-0.12,0.0,0.4702,樣本數不足 (0/10)，熱身中,KEEP
2611.TW,做空(Short),趨勢空頭,空方進場,0.4897,0.41,-0.18,0.0,0.4578,樣本數不足 (0/10)，熱身中,KEEP
7705.TW,做空(Short),趨勢空頭,空方進場,0.4892,0.47,-0.06,0.0,0.4815,樣本數不足 (0/10)，熱身中,KEEP
2492.TW,做空(Short),區間盤整,空方進場,0.4884,0.44,-0.12,0.0,0.4691,樣本數不足 (0/10)，熱身中,KEEP
2247.TW,做多(Long),趨勢空頭,多方進場,0.4879,0.53,0.06,0.0,0.5047,樣本數不足 (0/10)，熱身中,KEEP
1440.TW,做空(Short),區間盤整,空方進場,0.4876,0.41,-0.18,0.0,0.4566,樣本數不足 (0/10)，熱身中,KEEP
1402.TW,做空(Short),趨勢空頭,空方進場,0.4873,0.41,-0.18,0.0,0.4564,樣本數不足 (0/10)，熱身中,KEEP
1535.TW,做空(Short),趨勢空頭,空方進場,0.4869,0.35,-0.3,0.0,0.4321,樣本數不足 (0/10)，熱身中,KEEP
3056.TW,做空(Short),趨勢空頭,空方進場,0.4868,0.5,0.0,0.0,0.4921,樣本數不足 (0/10)，熱身中,KEEP
4960.TW,做空(Short),趨勢空頭,空方進場,0.4863,0.5,0.0,0.0,0.4918,樣本數不足 (0/10)，熱身中,KEEP
4569.TW,做空(Short),區間盤整,空方進場,0.4841,0.47,-0.06,0.0,0.4785,樣本數不足 (0/10)，熱身中,KEEP
2838.TW,做空(Short),區間盤整,空方進場,0.4841,0.44,-0.12,0.0,0.4665,樣本數不足 (0/10)，熱身中,KEEP
3703.TW,做空(Short),區間盤整,空方進場,0.4836,0.41,-0.18,0.0,0.4542,樣本數不足 (0/10)，熱身中,KEEP
2344.TW,做多(Long),區間盤整,多方進場,0.4835,0.56,0.12,0.0,0.5141,樣本數不足 (0/10)，熱身中,KEEP
2423.TW,做空(Short),區間盤整,空方進場,0.4833,0.44,-0.12,0.0,0.466,樣本數不足 (0/10)，熱身中,KEEP
1783.TW,做空(Short),區間盤整,空方進場,0.483,0.41,-0.18,0.0,0.4538,樣本數不足 (0/10)，熱身中,KEEP
1522.TW,做空(Short),趨勢空頭,空方進場,0.4828,0.47,-0.06,0.0,0.4777,樣本數不足 (0/10)，熱身中,KEEP
6216.TW,做空(Short),趨勢空頭,空方進場,0.4827,0.38,-0.24,0.0,0.4416,樣本數不足 (0/10)，熱身中,KEEP
1233.TW,做空(Short),趨勢空頭,空方進場,0.4822,0.44,-0.12,0.0,0.4653,樣本數不足 (0/10)，熱身中,KEEP
3652.TW,做空(Short),區間盤整,空方進場,0.482,0.41,-0.18,0.0,0.4532,樣本數不足 (0/10)，熱身中,KEEP
6908.TW,做多(Long),區間盤整,多方進場,0.4817,0.56,0.12,0.0,0.513,樣本數不足 (0/10)，熱身中,KEEP
2705.TW,做多(Long),區間盤整,多方進場,0.4801,0.56,0.12,0.0,0.5121,樣本數不足 (0/10)，熱身中,KEEP
2642.TW,做空(Short),趨勢空頭,空方進場,0.4795,0.44,-0.12,0.0,0.4637,樣本數不足 (0/10)，熱身中,KEEP
9904.TW,做空(Short),趨勢空頭,空方進場,0.4794,0.41,-0.18,0.0,0.4517,樣本數不足 (0/10)，熱身中,KEEP
4807.TW,做空(Short),趨勢空頭,空方進場,0.4792,0.44,-0.12,0.0,0.4635,樣本數不足 (0/10)，熱身中,KEEP
5225.TW,做空(Short),趨勢空頭,空方進場,0.4791,0.5,0.0,0.0,0.4875,樣本數不足 (0/10)，熱身中,KEEP
2542.TW,做空(Short),區間盤整,空方進場,0.4788,0.41,-0.18,0.0,0.4513,樣本數不足 (0/10)，熱身中,KEEP
2707.TW,做多(Long),區間盤整,多方進場,0.4784,0.56,0.12,0.0,0.511,樣本數不足 (0/10)，熱身中,KEEP
1201.TW,做多(Long),趨勢空頭,多方進場,0.4778,0.56,0.12,0.0,0.5107,樣本數不足 (0/10)，熱身中,KEEP
1623.TW,做空(Short),區間盤整,空方進場,0.4772,0.44,-0.12,0.0,0.4623,樣本數不足 (0/10)，熱身中,KEEP
4999.TW,做空(Short),趨勢空頭,空方進場,0.4771,0.44,-0.12,0.0,0.4622,樣本數不足 (0/10)，熱身中,KEEP
1533.TW,做空(Short),區間盤整,空方進場,0.4764,0.41,-0.18,0.0,0.4499,樣本數不足 (0/10)，熱身中,KEEP
2704.TW,做空(Short),區間盤整,空方進場,0.4761,0.44,-0.12,0.0,0.4616,樣本數不足 (0/10)，熱身中,KEEP
1528.TW,做空(Short),區間盤整,空方進場,0.4755,0.44,-0.12,0.0,0.4613,樣本數不足 (0/10)，熱身中,KEEP
2616.TW,做空(Short),區間盤整,空方進場,0.4754,0.41,-0.18,0.0,0.4492,樣本數不足 (0/10)，熱身中,KEEP
1104.TW,做空(Short),區間盤整,空方進場,0.4735,0.41,-0.18,0.0,0.4481,樣本數不足 (0/10)，熱身中,KEEP
6806.TW,做空(Short),趨勢空頭,空方進場,0.4718,0.5,0.0,0.0,0.4831,樣本數不足 (0/10)，熱身中,KEEP
1806.TW,做空(Short),趨勢空頭,空方進場,0.4715,0.38,-0.24,0.0,0.4349,樣本數不足 (0/10)，熱身中,KEEP
2069.TW,做多(Long),區間盤整,多方進場,0.4708,0.53,0.06,0.0,0.4945,樣本數不足 (0/10)，熱身中,KEEP
4583.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2482.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
4958.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
3545.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2345.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
8215.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2505.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1305.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2254.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1604.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
3017.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
7711.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2495.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2472.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1308.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
5871.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1235.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2024.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2419.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
6464.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
5531.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
6285.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2369.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2227.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
6831.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
8443.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1541.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
9926.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1309.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1301.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2485.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
5706.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1445.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
9931.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1583.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
9908.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
6108.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1417.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2476.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
4968.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2373.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2413.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2012.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1524.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
3714.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2460.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2405.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
4961.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
3054.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1227.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1735.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
6753.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1456.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
6415.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1452.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
3717.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
3229.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2442.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2034.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2062.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
3266.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
4414.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
8072.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1203.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
3321.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1714.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
5285.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
6887.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
1590.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
5534.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
3532.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2415.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
8473.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2025.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
6115.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2231.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
3013.TW,做空(Short),趨勢多頭,空方進場,0.47,0.47,-0.06,0.0,0.47,樣本數不足 (0/10)，熱身中,KEEP
2029.TW,做空(Short),區間盤整,空方進場,0.47,0.41,-0.18,0.0,0.446,樣本數不足 (0/10)，熱身中,KEEP
4930.TW,做空(Short),趨勢空頭,空方進場,0.469,0.44,-0.12,0.0,0.4574,樣本數不足 (0/10)，熱身中,KEEP
2408.TW,做空(Short),區間盤整,空方進場,0.4686,0.44,-0.12,0.0,0.4571,樣本數不足 (0/10)，熱身中,KEEP
8463.TW,做多(Long),趨勢空頭,多方進場,0.4683,0.56,0.12,0.0,0.505,樣本數不足 (0/10)，熱身中,KEEP
3014.TW,做空(Short),趨勢空頭,空方進場,0.4672,0.41,-0.18,0.0,0.4443,樣本數不足 (0/10)，熱身中,KEEP
2258.TW,做多(Long),趨勢空頭,多方進場,0.4671,0.53,0.06,0.0,0.4923,樣本數不足 (0/10)，熱身中,KEEP
6155.TW,做空(Short),區間盤整,空方進場,0.4668,0.41,-0.18,0.0,0.4441,樣本數不足 (0/10)，熱身中,KEEP
2538.TW,做空(Short),趨勢空頭,空方進場,0.4666,0.41,-0.18,0.0,0.444,樣本數不足 (0/10)，熱身中,KEEP
4904.TW,做空(Short),區間盤整,空方進場,0.4664,0.44,-0.12,0.0,0.4558,樣本數不足 (0/10)，熱身中,KEEP
9958.TW,做空(Short),趨勢空頭,空方進場,0.466,0.53,0.06,0.0,0.4916,樣本數不足 (0/10)，熱身中,KEEP
6024.TW,做空(Short),區間盤整,空方進場,0.4659,0.44,-0.12,0.0,0.4555,樣本數不足 (0/10)，熱身中,KEEP
2033.TW,做空(Short),區間盤整,空方進場,0.4655,0.47,-0.06,0.0,0.4673,樣本數不足 (0/10)，熱身中,KEEP
7795.TW,做多(Long),區間盤整,多方進場,0.4653,0.53,0.06,0.0,0.4912,樣本數不足 (0/10)，熱身中,KEEP
2748.TW,做多(Long),區間盤整,多方進場,0.4647,0.56,0.12,0.0,0.5028,樣本數不足 (0/10)，熱身中,KEEP
2712.TW,做空(Short),趨勢空頭,空方進場,0.464,0.47,-0.06,0.0,0.4664,樣本數不足 (0/10)，熱身中,KEEP
1614.TW,做空(Short),趨勢空頭,空方進場,0.4621,0.41,-0.18,0.0,0.4413,樣本數不足 (0/10)，熱身中,KEEP
6862.TW,做空(Short),區間盤整,空方進場,0.4607,0.44,-0.12,0.0,0.4524,樣本數不足 (0/10)，熱身中,KEEP
2385.TW,做空(Short),趨勢空頭,空方進場,0.4602,0.41,-0.18,0.0,0.4401,樣本數不足 (0/10)，熱身中,KEEP
2832.TW,做空(Short),趨勢空頭,空方進場,0.4599,0.38,-0.24,0.0,0.428,樣本數不足 (0/10)，熱身中,KEEP
