Ticker,Preferred_Period,Preferred_Interval,Preferred_Provider,Target_File
5519.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5519.TW_ohlcv.csv
5521.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5521.TW_ohlcv.csv
5522.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5522.TW_ohlcv.csv
5525.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5525.TW_ohlcv.csv
5531.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5531.TW_ohlcv.csv
5533.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5533.TW_ohlcv.csv
5534.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5534.TW_ohlcv.csv
5538.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5538.TW_ohlcv.csv
5546.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5546.TW_ohlcv.csv
5607.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5607.TW_ohlcv.csv
5608.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5608.TW_ohlcv.csv
5706.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5706.TW_ohlcv.csv
5871.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5871.TW_ohlcv.csv
5876.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5876.TW_ohlcv.csv
5880.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5880.TW_ohlcv.csv
5906.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5906.TW_ohlcv.csv
5907.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5907.TW_ohlcv.csv
6005.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6005.TW_ohlcv.csv
6024.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6024.TW_ohlcv.csv
6108.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6108.TW_ohlcv.csv
6112.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6112.TW_ohlcv.csv
6115.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6115.TW_ohlcv.csv
6116.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6116.TW_ohlcv.csv
6117.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6117.TW_ohlcv.csv
6120.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6120.TW_ohlcv.csv
6128.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6128.TW_ohlcv.csv
6133.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6133.TW_ohlcv.csv
6136.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6136.TW_ohlcv.csv
6139.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6139.TW_ohlcv.csv
6141.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6141.TW_ohlcv.csv
6142.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6142.TW_ohlcv.csv
6152.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6152.TW_ohlcv.csv
6153.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6153.TW_ohlcv.csv
6155.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6155.TW_ohlcv.csv
6164.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6164.TW_ohlcv.csv
6165.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6165.TW_ohlcv.csv
6166.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6166.TW_ohlcv.csv
6168.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6168.TW_ohlcv.csv
6176.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6176.TW_ohlcv.csv
6177.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6177.TW_ohlcv.csv
6183.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6183.TW_ohlcv.csv
6184.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6184.TW_ohlcv.csv
6189.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6189.TW_ohlcv.csv
6191.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6191.TW_ohlcv.csv
6192.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6192.TW_ohlcv.csv
6196.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6196.TW_ohlcv.csv
6197.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6197.TW_ohlcv.csv
6201.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6201.TW_ohlcv.csv
6202.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6202.TW_ohlcv.csv
6205.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6205.TW_ohlcv.csv
6206.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6206.TW_ohlcv.csv
6209.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6209.TW_ohlcv.csv
6213.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6213.TW_ohlcv.csv
6214.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6214.TW_ohlcv.csv
6215.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6215.TW_ohlcv.csv
6216.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6216.TW_ohlcv.csv
6224.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6224.TW_ohlcv.csv
6226.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6226.TW_ohlcv.csv
6230.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6230.TW_ohlcv.csv
6235.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6235.TW_ohlcv.csv
6239.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6239.TW_ohlcv.csv
6243.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6243.TW_ohlcv.csv
6257.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6257.TW_ohlcv.csv
6269.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6269.TW_ohlcv.csv
6271.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6271.TW_ohlcv.csv
6272.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6272.TW_ohlcv.csv
6277.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6277.TW_ohlcv.csv
6278.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6278.TW_ohlcv.csv
6281.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6281.TW_ohlcv.csv
6282.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6282.TW_ohlcv.csv
6283.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6283.TW_ohlcv.csv
6285.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6285.TW_ohlcv.csv
6405.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6405.TW_ohlcv.csv
6409.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6409.TW_ohlcv.csv
6412.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6412.TW_ohlcv.csv
6414.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6414.TW_ohlcv.csv
6415.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6415.TW_ohlcv.csv
6416.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6416.TW_ohlcv.csv
6426.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6426.TW_ohlcv.csv
6431.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6431.TW_ohlcv.csv
6438.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6438.TW_ohlcv.csv
6442.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6442.TW_ohlcv.csv
6443.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6443.TW_ohlcv.csv
6446.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6446.TW_ohlcv.csv
6449.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6449.TW_ohlcv.csv
6451.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6451.TW_ohlcv.csv
6456.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6456.TW_ohlcv.csv
6464.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6464.TW_ohlcv.csv
6472.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6472.TW_ohlcv.csv
6477.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6477.TW_ohlcv.csv
6491.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6491.TW_ohlcv.csv
6504.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6504.TW_ohlcv.csv
6505.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6505.TW_ohlcv.csv
6515.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6515.TW_ohlcv.csv
6525.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6525.TW_ohlcv.csv
6526.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6526.TW_ohlcv.csv
6531.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6531.TW_ohlcv.csv
6533.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6533.TW_ohlcv.csv
6534.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6534.TW_ohlcv.csv
6541.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6541.TW_ohlcv.csv
6550.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6550.TW_ohlcv.csv
6552.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6552.TW_ohlcv.csv
6558.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6558.TW_ohlcv.csv
6573.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6573.TW_ohlcv.csv
6579.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6579.TW_ohlcv.csv
6581.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6581.TW_ohlcv.csv
6582.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6582.TW_ohlcv.csv
6585.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6585.TW_ohlcv.csv
6589.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6589.TW_ohlcv.csv
6591.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6591.TW_ohlcv.csv
6592.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6592.TW_ohlcv.csv
6598.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6598.TW_ohlcv.csv
6605.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6605.TW_ohlcv.csv
6606.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6606.TW_ohlcv.csv
6614.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6614.TW_ohlcv.csv
6625.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6625.TW_ohlcv.csv
6641.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6641.TW_ohlcv.csv
6645.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6645.TW_ohlcv.csv
6655.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6655.TW_ohlcv.csv
6657.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6657.TW_ohlcv.csv
6658.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6658.TW_ohlcv.csv
6666.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6666.TW_ohlcv.csv
6668.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6668.TW_ohlcv.csv
6669.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6669.TW_ohlcv.csv
6670.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6670.TW_ohlcv.csv
6671.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6671.TW_ohlcv.csv
6672.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6672.TW_ohlcv.csv
6674.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6674.TW_ohlcv.csv
6689.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6689.TW_ohlcv.csv
6691.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6691.TW_ohlcv.csv
6695.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6695.TW_ohlcv.csv
6698.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6698.TW_ohlcv.csv
6706.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6706.TW_ohlcv.csv
6715.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6715.TW_ohlcv.csv
6719.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6719.TW_ohlcv.csv
6722.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6722.TW_ohlcv.csv
6742.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6742.TW_ohlcv.csv
6743.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6743.TW_ohlcv.csv
6753.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6753.TW_ohlcv.csv
6754.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6754.TW_ohlcv.csv
6756.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6756.TW_ohlcv.csv
6757.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6757.TW_ohlcv.csv
6768.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6768.TW_ohlcv.csv
6770.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6770.TW_ohlcv.csv
6771.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6771.TW_ohlcv.csv
6776.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6776.TW_ohlcv.csv
6781.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6781.TW_ohlcv.csv
6782.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6782.TW_ohlcv.csv
6789.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6789.TW_ohlcv.csv
6790.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6790.TW_ohlcv.csv
6792.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6792.TW_ohlcv.csv
6794.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6794.TW_ohlcv.csv
6796.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6796.TW_ohlcv.csv
6799.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6799.TW_ohlcv.csv
6805.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6805.TW_ohlcv.csv
6806.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6806.TW_ohlcv.csv
6807.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6807.TW_ohlcv.csv
6830.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6830.TW_ohlcv.csv
6831.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6831.TW_ohlcv.csv
6834.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6834.TW_ohlcv.csv
6835.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6835.TW_ohlcv.csv
6838.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6838.TW_ohlcv.csv
6854.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6854.TW_ohlcv.csv
6861.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6861.TW_ohlcv.csv
6862.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6862.TW_ohlcv.csv
6863.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6863.TW_ohlcv.csv
6869.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6869.TW_ohlcv.csv
6873.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6873.TW_ohlcv.csv
6885.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6885.TW_ohlcv.csv
6887.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6887.TW_ohlcv.csv
6890.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6890.TW_ohlcv.csv
6901.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6901.TW_ohlcv.csv
6902.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6902.TW_ohlcv.csv
6906.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6906.TW_ohlcv.csv
6909.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6909.TW_ohlcv.csv
6914.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6914.TW_ohlcv.csv
6916.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6916.TW_ohlcv.csv
6918.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6918.TW_ohlcv.csv
6921.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6921.TW_ohlcv.csv
6923.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6923.TW_ohlcv.csv
6924.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6924.TW_ohlcv.csv
6928.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6928.TW_ohlcv.csv
6931.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6931.TW_ohlcv.csv
6933.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6933.TW_ohlcv.csv
6934.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6934.TW_ohlcv.csv
6936.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6936.TW_ohlcv.csv
6937.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6937.TW_ohlcv.csv
6944.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6944.TW_ohlcv.csv
6949.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6949.TW_ohlcv.csv
6951.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6951.TW_ohlcv.csv
6952.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6952.TW_ohlcv.csv
6955.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6955.TW_ohlcv.csv
6957.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6957.TW_ohlcv.csv
6958.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6958.TW_ohlcv.csv
6962.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6962.TW_ohlcv.csv
6965.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6965.TW_ohlcv.csv
6969.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6969.TW_ohlcv.csv
6988.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6988.TW_ohlcv.csv
6994.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\6994.TW_ohlcv.csv
7610.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7610.TW_ohlcv.csv
7631.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7631.TW_ohlcv.csv
7705.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7705.TW_ohlcv.csv
7711.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7711.TW_ohlcv.csv
7721.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7721.TW_ohlcv.csv
7722.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7722.TW_ohlcv.csv
7730.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7730.TW_ohlcv.csv
7732.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7732.TW_ohlcv.csv
7736.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7736.TW_ohlcv.csv
7740.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7740.TW_ohlcv.csv
7749.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7749.TW_ohlcv.csv
7750.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7750.TW_ohlcv.csv
7765.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7765.TW_ohlcv.csv
7769.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7769.TW_ohlcv.csv
7780.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7780.TW_ohlcv.csv
7786.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7786.TW_ohlcv.csv
7788.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7788.TW_ohlcv.csv
7791.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7791.TW_ohlcv.csv
7795.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7795.TW_ohlcv.csv
7823.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\7823.TW_ohlcv.csv
8011.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8011.TW_ohlcv.csv
8016.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8016.TW_ohlcv.csv
8021.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8021.TW_ohlcv.csv
8028.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8028.TW_ohlcv.csv
8033.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8033.TW_ohlcv.csv
8039.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8039.TW_ohlcv.csv
8045.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8045.TW_ohlcv.csv
8046.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8046.TW_ohlcv.csv
8070.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8070.TW_ohlcv.csv
8072.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8072.TW_ohlcv.csv
8081.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8081.TW_ohlcv.csv
8103.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8103.TW_ohlcv.csv
8104.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8104.TW_ohlcv.csv
8105.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8105.TW_ohlcv.csv
8110.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8110.TW_ohlcv.csv
8112.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8112.TW_ohlcv.csv
8114.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8114.TW_ohlcv.csv
8131.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8131.TW_ohlcv.csv
8150.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8150.TW_ohlcv.csv
8162.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8162.TW_ohlcv.csv
8163.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8163.TW_ohlcv.csv
8201.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8201.TW_ohlcv.csv
8210.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8210.TW_ohlcv.csv
8213.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8213.TW_ohlcv.csv
8215.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8215.TW_ohlcv.csv
8222.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8222.TW_ohlcv.csv
8249.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8249.TW_ohlcv.csv
8261.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8261.TW_ohlcv.csv
8271.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8271.TW_ohlcv.csv
8341.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8341.TW_ohlcv.csv
