Ticker SYMBOL,資料年月日,毛利率(%),營業利益率(%),單季EPS,ROE(%),稅後淨利率(%),營業現金流,預估殖利率(%),負債比率(%),本業獲利比(%)
3049.TW,2025-09-30,-39.92,-56.01,-0.19,-2.0,-45.1,-321124000.0,,47.93,123.79
3052.TW,2025-12-31,8.62,4.06,,0.82,3.83,-401653000.0,457.0,73.26,85.5
3052.TW,2025-09-30,14.41,8.37,0.29,1.64,8.0,1840841000.0,457.0,70.18,83.32
3051.TW,2025-12-31,33.67,14.98,,3.07,14.66,161735000.0,763.0,36.88,77.5
3051.TW,2025-09-30,26.14,7.5,0.26,1.83,9.88,141323000.0,763.0,38.59,58.26
3054.TW,2025-12-31,62.07,-188.71,,9.91,438.1,-24905000.0,,7.49,-42.93
3054.TW,2025-06-30,29.39,-21.82,0.02,0.23,5.37,-41535000.0,,4.23,-915.11
3055.TW,2025-12-31,16.83,-122.2,,-6.42,-121.69,-109555000.0,175.0,16.96,91.74
3055.TW,2025-06-30,24.72,-14.52,-0.92,-5.83,-49.65,-43601000.0,175.0,22.65,26.84
3056.TW,2025-12-31,21.31,-1.56,,-0.06,-1.7,-159914000.0,1001.0,41.93,517.09
3056.TW,2025-09-30,12.54,-30.74,-0.04,-0.2,-9.03,-273138000.0,1001.0,43.95,219.86
3057.TW,2025-12-31,29.42,-21.05,,-7.09,-23.5,-24668000.0,,37.38,118.98
3057.TW,2025-09-30,41.4,-23.74,-0.44,-4.5,-20.77,-38688000.0,,32.8,114.13
3058.TW,2025-12-31,2.21,-20.04,,-11.24,-23.97,-156304000.0,,68.6,80.96
3058.TW,2025-09-30,11.44,-10.17,-0.63,-7.18,-16.6,-371159000.0,,63.36,61.76
3059.TW,2025-12-31,23.91,2.93,,0.77,3.68,328517000.0,282.0,38.0,41.42
3059.TW,2025-06-30,28.82,6.91,0.35,1.13,4.89,346223000.0,282.0,38.74,68.96
3060.TW,2025-12-31,13.72,2.99,,0.35,0.84,-100425000.0,123.0,41.03,206.65
3060.TW,2025-09-30,9.92,-3.15,-0.08,-0.41,-1.32,65141000.0,123.0,41.72,311.55
3062.TW,2025-12-31,1.56,-12.51,,-5.94,-22.41,66493000.0,,35.95,88.37
3062.TW,2025-09-30,4.37,-10.33,-0.32,-2.3,-10.31,-324123000.0,,31.08,180.54
3090.TW,2025-12-31,17.93,10.68,,2.64,9.61,235436000.0,463.0,31.25,87.56
3090.TW,2025-09-30,15.97,9.2,1.95,5.95,10.3,-440254000.0,463.0,43.91,72.82
3092.TW,2025-12-31,1.51,-21.28,,-6.03,-22.66,-109801000.0,,70.77,95.55
3092.TW,2025-09-30,0.17,-29.28,-1.09,-7.72,-31.23,-72819000.0,,70.95,97.19
3094.TW,2025-12-31,73.82,-7.29,,0.66,16.03,17060000.0,76.0,9.18,-39.18
3094.TW,2025-09-30,70.91,-6.35,0.15,1.23,26.57,4914000.0,76.0,9.34,-21.44
3130.TW,2025-12-31,85.04,14.73,,5.33,13.77,309776000.0,640.0,56.89,88.85
3130.TW,2025-09-30,86.52,22.33,4.24,8.75,20.36,156521000.0,640.0,56.09,90.25
3135.TW,2025-12-31,19.12,16.62,,16.18,13.42,-1287209000.0,127.0,59.0,99.11
3135.TW,2025-09-30,7.56,4.9,1.05,4.52,3.93,-382033000.0,127.0,50.14,98.31
3138.TW,2025-12-31,41.3,7.6,,2.77,10.74,118294000.0,160.0,52.78,66.9
3138.TW,2025-09-30,41.73,7.55,1.16,3.12,12.39,-31819000.0,160.0,49.2,53.74
3149.TW,2025-12-31,-12.37,-28.79,,-5.52,-21.57,-78848000.0,,47.64,99.38
3149.TW,2025-09-30,-5.56,-20.07,-0.68,-5.7,-25.8,-98299000.0,,44.95,77.78
3150.TW,2025-12-31,40.07,-42.61,,-3.03,-36.6,8073000.0,560.0,7.81,117.25
3150.TW,2025-09-30,46.27,-0.83,0.09,0.57,4.64,71745000.0,560.0,6.73,-17.89
3164.TW,2025-12-31,62.24,12.93,,1.71,24.62,49467000.0,327.0,12.93,44.19
3164.TW,2025-09-30,62.42,8.39,0.29,1.77,27.76,-4767000.0,327.0,11.75,25.99
3167.TW,2025-12-31,42.12,20.96,,6.91,15.25,170474000.0,22.0,59.37,103.61
3167.TW,2025-09-30,39.14,21.62,2.43,6.99,15.2,-67175000.0,22.0,59.2,103.42
3168.TW,2025-12-31,25.14,8.96,,1.95,5.89,138174000.0,742.0,30.2,92.16
3168.TW,2025-06-30,24.83,9.4,0.59,1.86,5.21,146769000.0,742.0,36.03,116.49
3189.TW,2025-12-31,22.14,8.48,,1.55,5.94,3658733000.0,29.0,48.27,86.84
3189.TW,2025-09-30,,,0.72,,,,29.0,,
3209.TW,2025-12-31,4.62,2.9,,6.15,2.84,-1251897000.0,616.0,68.12,61.33
3209.TW,2025-09-30,5.72,2.31,1.27,5.93,2.57,1371725000.0,616.0,69.38,71.05
3229.TW,2025-12-31,10.48,5.26,,1.36,2.66,-512000.0,,30.35,167.54
3229.TW,2025-09-30,2.89,-3.97,-0.08,-0.88,-2.04,-26054000.0,,28.62,553.28
3231.TW,2025-12-31,5.62,3.53,,3.22,1.13,70838551000.0,304.0,76.93,119.77
3231.TW,2025-09-30,7.39,4.78,2.34,3.26,1.3,-38549889000.0,304.0,76.38,123.16
3257.TW,2025-12-31,45.11,18.06,,3.46,25.29,78020000.0,532.0,28.86,56.66
3257.TW,2025-06-30,53.04,34.52,0.8,4.55,22.45,129450000.0,532.0,31.85,123.51
3266.TW,2025-12-31,42.09,22.63,,1.84,25.67,-239124000.0,570.0,51.95,90.49
3266.TW,2025-09-30,28.36,8.08,0.07,0.41,8.09,-476365000.0,570.0,51.74,69.61
3296.TW,2025-12-31,19.21,1.99,,-0.57,-1.78,-25710000.0,,43.44,-147.72
3296.TW,2025-09-30,19.97,1.53,0.01,0.1,0.3,-19673000.0,,42.43,-285.94
3305.TW,2025-12-31,13.39,6.57,,1.46,2.84,-273321000.0,222.0,54.59,116.34
3305.TW,2025-09-30,14.52,9.39,1.09,2.88,5.37,-374877000.0,222.0,54.4,121.82
3308.TW,2025-12-31,23.48,-362.94,,2.44,925.2,-33234000.0,,48.43,-35.94
3308.TW,2025-09-30,61.65,-613.37,0.62,3.44,2243.86,-24489000.0,,49.89,-26.1
3311.TW,2025-12-31,12.48,1.06,,1.37,9.37,42352000.0,95.0,27.44,11.91
3311.TW,2025-06-30,12.4,2.41,0.12,0.33,1.41,89245000.0,95.0,46.63,120.43
3312.TW,2025-12-31,5.61,2.48,,4.71,4.01,643817000.0,399.0,62.76,50.06
3312.TW,2025-09-30,4.75,1.99,0.98,5.41,3.24,-98287000.0,399.0,72.55,55.23
3321.TW,2025-12-31,6.46,-7.85,,-6.43,-8.79,-57353000.0,,66.45,90.35
3321.TW,2025-09-30,,,-0.14,,,,,,
3338.TW,2025-12-31,21.43,4.46,,1.54,3.71,36232000.0,335.0,43.0,105.65
3338.TW,2025-06-30,19.52,5.02,0.49,2.37,4.34,-59159000.0,335.0,49.93,105.81
3346.TW,2025-12-31,9.67,0.87,,2.42,3.94,-39247000.0,663.0,65.36,19.4
3346.TW,2025-09-30,10.07,-1.59,0.03,0.09,0.15,-58014000.0,663.0,65.97,-182.29
3356.TW,2025-12-31,49.51,5.58,,9.78,88.46,-67267000.0,832.0,9.62,6.05
3356.TW,2025-09-30,50.15,2.31,3.26,11.68,110.49,53979000.0,832.0,23.1,2.09
3376.TW,2025-12-31,11.53,-3.62,,0.45,3.3,113428000.0,320.0,22.66,-77.08
3376.TW,2025-09-30,13.6,-0.02,0.58,0.69,4.37,201433000.0,320.0,21.64,-0.26
3380.TW,2025-12-31,18.44,1.78,,0.05,0.11,553182000.0,281.0,46.03,115.05
3380.TW,2025-06-30,15.25,-1.78,-0.19,-0.84,-1.84,-590716000.0,281.0,45.75,58.11
3406.TW,2025-12-31,34.25,20.44,,4.44,16.44,3517851000.0,405.0,39.31,91.25
3406.TW,2025-09-30,34.12,23.42,12.53,5.87,18.27,1672180000.0,405.0,41.29,93.79
3413.TW,2025-12-31,23.9,11.83,,3.21,11.03,1188739000.0,375.0,36.38,78.39
3413.TW,2025-09-30,23.53,13.3,5.57,3.87,12.04,648163000.0,375.0,35.51,82.94
3416.TW,2025-12-31,38.51,18.17,,4.77,16.74,110905000.0,383.0,29.04,93.03
3416.TW,2025-06-30,40.99,20.04,1.15,3.03,11.44,26014000.0,383.0,35.85,139.46
3419.TW,2025-12-31,12.27,-16.16,,-5.48,-14.04,15391000.0,,48.65,115.1
3419.TW,2025-09-30,12.6,-8.68,-0.27,-3.22,-6.42,-82559000.0,,50.61,135.04
3432.TW,2025-12-31,13.78,-17.44,,-3.84,-21.75,-16243000.0,,14.5,77.68
3432.TW,2025-09-30,17.0,-12.08,-0.14,-1.86,-11.94,-44127000.0,,13.34,105.0
3437.TW,2025-12-31,2.13,-29.26,,-4.24,-23.85,-16682000.0,,24.04,130.31
3437.TW,2025-09-30,-0.61,-31.35,-0.86,-5.74,-34.08,-13829000.0,,22.63,86.2
3443.TW,2025-12-31,19.04,10.13,,8.98,9.35,-317788000.0,69.0,54.6,92.68
3443.TW,2025-06-30,33.32,15.46,5.81,7.24,12.8,187162000.0,69.0,61.46,101.58
3447.TW,2025-12-31,6.63,-0.5,,1.92,2.51,-45289000.0,294.0,59.44,-11.57
3447.TW,2025-09-30,12.29,5.96,1.23,7.72,7.98,-27711000.0,294.0,64.59,61.63
3450.TW,2025-12-31,26.67,15.41,,2.85,10.52,607315000.0,21.0,41.01,68.91
3450.TW,2025-09-30,22.78,10.77,0.61,1.21,4.79,-100759000.0,21.0,41.24,71.13
3481.TW,2025-12-31,9.08,-2.06,,-0.01,-0.03,7040034000.0,406.0,41.85,105.01
3481.TW,2025-09-30,7.89,-1.69,0.01,0.03,0.12,6078360000.0,406.0,31.81,-253.74
3494.TW,2025-12-31,6.77,-14.11,,-10.17,-31.89,57324000.0,,63.83,46.65
3494.TW,2025-09-30,10.69,-13.56,-0.54,-6.99,-19.56,-61790000.0,,62.6,60.04
3501.TW,2025-12-31,18.84,5.92,,0.7,3.9,19233000.0,836.0,27.72,112.9
3501.TW,2025-09-30,17.04,5.23,0.6,1.07,5.22,81163000.0,836.0,28.4,77.81
3504.TW,2025-12-31,20.05,0.06,,-0.27,-1.1,57730000.0,,33.94,-6.77
3504.TW,2025-06-30,16.51,-2.6,0.03,0.13,0.51,115790000.0,,37.14,-341.52
3515.TW,2025-12-31,12.78,5.5,,3.3,3.63,-562343000.0,264.0,44.34,97.94
3515.TW,2025-06-30,13.84,5.76,3.31,4.03,3.41,2585870000.0,264.0,54.11,100.08
3518.TW,2025-12-31,-2.3,-62.18,,-4.35,-80.19,24260000.0,,37.66,86.67
3518.TW,2025-09-30,14.08,-37.26,-0.03,-0.19,-2.95,-45439000.0,,37.53,-3966.21
3528.TW,2025-12-31,12.45,8.26,,7.0,4.72,-1388879000.0,469.0,78.96,144.07
3528.TW,2025-09-30,10.43,6.67,1.58,5.86,4.26,378293000.0,469.0,73.84,121.68
3532.TW,2025-12-31,11.65,9.15,,1.23,9.3,780637000.0,138.0,51.83,78.21
3532.TW,2025-09-30,15.4,7.77,0.56,0.9,7.08,677600000.0,138.0,52.31,86.8
3530.TW,2025-12-31,31.94,14.09,,4.03,17.2,172853000.0,,11.7,77.01
3530.TW,2025-06-30,21.17,3.83,-0.44,-1.48,-7.36,127447000.0,,8.63,-39.27
3533.TW,2025-12-31,51.54,29.9,,6.24,27.25,1471964000.0,204.0,19.86,86.04
3533.TW,2025-09-30,51.21,29.97,20.69,6.4,27.53,1326690000.0,204.0,22.73,87.57
3535.TW,2025-12-31,35.79,9.83,,5.11,21.54,39843000.0,48.0,37.34,45.61
3535.TW,2025-09-30,46.91,-34.33,-0.05,-0.44,-3.89,28091000.0,48.0,40.8,734.39
3545.TW,2025-12-31,20.78,-7.17,,-15.31,-47.15,544736000.0,364.0,36.32,15.12
3545.TW,2025-09-30,26.16,0.37,0.38,0.84,2.65,375695000.0,364.0,32.25,14.39
3543.TW,2025-12-31,5.62,-15.63,,-3.54,-11.73,6021000.0,105.0,38.68,107.15
3543.TW,2025-09-30,7.71,-13.52,-0.72,-2.56,-8.84,-105644000.0,105.0,36.42,112.12
3557.TW,2025-12-31,32.46,4.06,,0.94,2.41,-434393000.0,826.0,61.75,134.31
3557.TW,2025-09-30,30.14,-17.27,-1.45,-5.08,-19.25,-176568000.0,826.0,57.46,71.75
3550.TW,2025-12-31,15.39,-3.36,,-2.78,-4.79,-59130000.0,,61.69,77.02
3550.TW,2025-09-30,16.04,-1.25,-0.17,-1.27,-1.79,-112575000.0,,68.49,56.12
3563.TW,2025-12-31,59.86,29.7,,4.12,35.97,144018000.0,72.0,15.85,61.35
3563.TW,2025-09-30,,,,,,,72.0,,
3576.TW,2025-12-31,-18.77,-63.14,,-2.17,-36.58,-55263000.0,,56.68,173.34
3576.TW,2025-09-30,-37.29,-63.69,-0.25,-3.94,-55.29,-41384000.0,,57.58,115.55
3583.TW,2025-12-31,37.11,15.25,,5.14,11.72,1259486000.0,130.0,74.42,91.89
3583.TW,2025-09-30,32.11,11.74,3.55,4.89,10.38,332600000.0,130.0,74.42,78.64
3588.TW,2025-12-31,31.63,-1.96,,0.46,2.41,5268000.0,258.0,11.75,-117.18
3588.TW,2025-09-30,30.31,-2.82,0.08,0.29,1.53,16580000.0,258.0,12.53,-283.82
3591.TW,2025-12-31,21.48,-2.1,,-0.6,-3.24,116936000.0,347.0,27.49,148.19
3591.TW,2025-06-30,21.89,1.88,-0.12,-0.6,-2.81,13404000.0,347.0,29.27,-65.77
3592.TW,2025-12-31,29.04,5.17,,2.73,5.95,799920000.0,1018.0,41.4,76.32
3592.TW,2025-06-30,26.91,7.4,3.49,2.42,4.54,-23456000.0,1018.0,46.68,162.78
3593.TW,2025-12-31,-4.13,-23.9,,7.73,11.15,-91640000.0,,78.14,-195.2
3593.TW,2025-09-30,3.35,-10.26,-0.9,-17.34,-11.81,-2918000.0,,87.41,86.53
3596.TW,2025-12-31,15.29,6.31,,3.99,5.22,-335555000.0,545.0,61.99,92.09
3596.TW,2025-06-30,15.04,6.86,3.01,4.36,4.95,1469890000.0,545.0,64.48,104.87
3605.TW,2025-12-31,26.65,4.91,,1.69,4.95,325553000.0,120.0,46.57,82.44
3605.TW,2025-09-30,26.16,5.85,1.34,3.03,8.03,261875000.0,120.0,47.8,60.51
3607.TW,2025-12-31,8.51,-6.63,,-0.18,-0.48,51762000.0,495.0,39.01,1126.92
3607.TW,2025-09-30,13.78,0.86,0.42,3.07,7.23,37848000.0,495.0,43.57,11.67
3617.TW,2025-12-31,51.62,9.72,,2.79,9.77,895344000.0,890.0,31.96,71.48
3617.TW,2025-09-30,55.49,22.68,7.01,7.22,19.7,488733000.0,890.0,32.99,89.89
3622.TW,2025-12-31,39.54,17.1,,2.3,42.09,212817000.0,530.0,9.91,33.91
3622.TW,2025-09-30,45.67,28.98,2.8,5.46,87.54,108424000.0,530.0,9.67,31.49
3645.TW,2025-12-31,31.33,12.25,,2.46,14.63,239578000.0,163.0,33.07,71.52
3645.TW,2025-09-30,24.8,7.89,0.47,1.98,10.36,228540000.0,163.0,35.96,63.91
3652.TW,2025-12-31,32.08,2.62,,1.56,4.82,74658000.0,225.0,26.12,50.99
3652.TW,2025-09-30,34.74,6.29,0.53,2.11,6.27,65760000.0,225.0,24.57,82.52
3661.TW,2025-12-31,42.25,29.26,,3.63,31.38,-1357100000.0,136.0,29.66,79.66
3661.TW,2025-09-30,28.02,17.58,16.04,3.5,20.21,4858143000.0,136.0,23.97,72.59
3653.TW,2025-12-31,41.25,31.26,,6.2,27.1,1502289000.0,39.0,17.53,90.73
3653.TW,2025-09-30,38.97,29.28,9.07,7.03,26.75,891280000.0,39.0,26.03,86.17
3669.TW,2025-12-31,56.66,7.47,,2.42,12.26,105045000.0,520.0,26.27,61.95
3669.TW,2025-09-30,57.66,5.36,0.69,1.94,10.06,63238000.0,520.0,25.35,43.96
3665.TW,2025-12-31,31.93,18.43,,5.87,13.85,4536994000.0,55.0,43.33,107.08
3665.TW,2025-09-30,33.25,19.6,13.46,6.25,14.28,2006194000.0,55.0,44.29,104.08
3679.TW,2025-12-31,32.66,21.27,,4.59,22.24,343210000.0,855.0,45.5,77.11
3679.TW,2025-06-30,31.07,20.76,-1.83,-2.78,-10.32,-6649000.0,855.0,50.12,-276.97
3673.TW,2025-12-31,5.83,-0.36,,0.15,0.42,4801961000.0,181.0,53.39,-32.55
3673.TW,2025-09-30,7.28,2.33,1.09,1.16,2.77,-582911000.0,181.0,54.54,67.67
3686.TW,2025-12-31,-0.36,-33.18,,-2.19,-61.11,-870000.0,,1.46,54.29
3686.TW,2025-09-30,-0.8,-37.54,-0.14,-1.58,-48.66,-3205000.0,,1.39,77.14
3694.TW,2025-12-31,15.3,3.72,,3.18,4.56,528337000.0,275.0,48.88,75.59
3694.TW,2025-09-30,14.29,6.2,1.41,6.3,6.42,262235000.0,275.0,55.23,92.09
3702.TW,2025-12-31,4.26,2.06,,3.34,1.11,16320319000.0,364.0,79.26,134.3
3702.TW,2025-09-30,4.03,2.18,1.83,4.11,1.3,-12501783000.0,364.0,79.91,131.81
3701.TW,2025-12-31,15.03,-7.3,,-5.38,-16.22,574690000.0,38.0,51.16,39.49
3701.TW,2025-09-30,18.04,-0.14,0.16,0.56,1.62,451594000.0,38.0,54.01,-8.76
3703.TW,2025-12-31,13.84,7.24,,2.48,5.93,4681325000.0,472.0,69.74,93.91
3703.TW,2025-09-30,12.58,4.04,0.51,1.45,6.05,711635000.0,472.0,69.66,60.17
3704.TW,2025-12-31,30.58,4.43,,1.5,3.14,950874000.0,92.0,45.79,98.08
3704.TW,2025-06-30,24.33,2.14,-0.94,-3.54,-6.14,1174072000.0,92.0,50.91,-34.72
3706.TW,2025-12-31,10.03,3.96,,2.8,6.39,6937557000.0,134.0,46.8,67.27
3706.TW,2025-09-30,13.27,6.75,1.55,2.97,8.32,3147150000.0,134.0,38.88,68.16
3705.TW,2025-12-31,43.63,14.99,,2.97,12.32,490932000.0,541.0,28.84,85.92
3705.TW,2025-09-30,41.89,12.68,0.73,2.28,10.21,352811000.0,541.0,28.35,86.53
3708.TW,2025-12-31,24.8,-45.57,,24.82,1487.29,178972000.0,202.0,18.62,23.61
3708.TW,2025-09-30,4.93,-61.76,0.39,0.35,27.78,-609249000.0,202.0,33.12,114.26
3711.TW,2025-12-31,19.52,10.38,3.24,3.82,7.91,70805287000.0,147.0,58.56,101.14
3711.TW,2025-09-30,17.13,7.83,,3.2,6.45,14626000000.0,147.0,59.7,94.45
3712.TW,2025-12-31,-39.75,-47.09,,-19.38,-10.89,1236795000.0,1523.0,93.7,89.23
3712.TW,2025-09-30,-81.52,-85.62,-12.41,-39.61,-29.37,1997243000.0,1523.0,88.66,101.93
3714.TW,2025-12-31,-2.65,-25.25,,-1.84,-15.01,785484000.0,166.0,18.08,188.93
3714.TW,2025-09-30,5.72,-15.3,-0.83,-1.42,-10.94,346992000.0,166.0,17.42,141.04
3715.TW,2025-09-30,19.39,6.84,0.51,1.78,2.92,-136771000.0,87.0,75.84,140.59
3715.TW,2025-06-30,21.48,8.17,0.93,3.49,5.58,896724000.0,87.0,76.02,80.82
3716.TW,2025-12-31,38.42,4.44,,0.84,2.99,299841000.0,310.0,38.85,91.98
3716.TW,2025-09-30,38.35,4.93,0.56,0.94,3.42,95728000.0,310.0,39.54,120.78
3717.TW,2025-12-31,19.34,7.45,,2.38,5.04,-147829000.0,,61.6,126.67
3717.TW,2025-09-30,12.53,-2.03,0.09,0.62,1.33,,,59.37,-78.4
4104.TW,2025-12-31,21.63,7.38,,1.65,8.5,241419000.0,552.0,38.22,60.25
4104.TW,2025-09-30,20.89,8.35,1.07,1.65,8.53,-254405000.0,552.0,39.82,66.98
4106.TW,2025-12-31,44.96,5.52,,1.13,4.58,130023000.0,359.0,20.4,96.4
4106.TW,2025-09-30,46.71,8.6,0.46,1.91,7.54,87230000.0,359.0,22.96,81.19
4108.TW,2025-12-31,18.27,-127.15,,-0.74,-51.41,-5921000.0,,2.53,138.14
4108.TW,2025-09-30,39.32,-125.87,-0.02,-0.21,-11.83,11177000.0,,2.72,339.36
4119.TW,2025-12-31,28.02,12.04,,0.72,10.93,62913000.0,291.0,21.67,101.23
4119.TW,2025-09-30,26.66,7.3,0.12,0.26,5.46,-32670000.0,291.0,21.62,105.21
4133.TW,2025-12-31,46.7,5.71,,0.84,12.57,12727000.0,395.0,5.33,35.66
4133.TW,2025-09-30,43.43,0.05,0.19,0.92,13.46,3161000.0,395.0,5.64,0.63
4137.TW,2025-12-31,82.18,20.98,,2.86,13.69,160592000.0,943.0,44.59,99.62
4137.TW,2025-09-30,83.37,25.66,1.89,3.42,16.09,354808000.0,943.0,46.92,108.21
4142.TW,2025-12-31,49.56,26.83,,4.36,29.57,826953000.0,,38.34,99.61
4142.TW,2025-09-30,17.76,-10.51,-0.04,-0.38,-3.84,-355082000.0,,42.09,129.57
4148.TW,2025-12-31,28.39,9.86,,1.02,4.22,267341000.0,116.0,18.46,106.09
4148.TW,2025-09-30,26.93,11.76,1.02,2.16,8.29,199539000.0,116.0,17.99,92.52
4155.TW,2025-12-31,27.62,6.03,,2.08,15.86,251839000.0,225.0,33.08,29.3
4155.TW,2025-09-30,34.9,13.62,0.59,3.38,22.44,47738000.0,225.0,35.24,60.92
4164.TW,2025-12-31,31.61,15.34,,0.87,5.79,509664000.0,438.0,48.49,130.61
4164.TW,2025-06-30,22.99,6.06,0.21,0.55,3.76,102520000.0,438.0,51.47,106.89
4190.TW,2025-12-31,67.5,5.07,,0.75,1.93,164498000.0,182.0,75.92,105.4
4190.TW,2025-09-30,62.46,-4.81,-0.57,-2.16,-6.11,151964000.0,182.0,77.11,70.48
4306.TW,2025-12-31,15.11,6.13,,0.04,0.14,178112000.0,735.0,63.21,251.47
4306.TW,2025-09-30,14.5,2.68,0.14,0.7,2.69,360015000.0,735.0,64.35,56.56
4414.TW,2025-12-31,19.96,4.53,,3.66,4.44,-142499000.0,,66.37,279.19
4414.TW,2025-09-30,17.25,2.64,0.6,3.79,4.39,258464000.0,,66.17,58.18
4426.TW,2025-12-31,-24.34,-50.01,,-5.65,-46.13,-16754000.0,,56.12,112.29
4426.TW,2025-09-30,-19.94,-46.97,-0.42,-3.68,-33.66,-43097000.0,,54.26,139.43
4438.TW,2025-12-31,8.43,-1.87,,-0.31,-0.71,2907215000.0,568.0,41.34,371.41
4438.TW,2025-06-30,16.76,7.73,-0.34,-0.4,-0.74,-1621929000.0,568.0,56.01,-5094.95
4439.TW,2025-12-31,15.6,0.52,,0.03,0.07,-68584000.0,238.0,45.89,130.8
4439.TW,2025-09-30,20.75,9.38,3.74,4.42,7.44,285131000.0,238.0,48.25,109.09
4440.TW,2025-12-31,16.62,13.06,,3.06,12.73,-106487000.0,581.0,42.41,85.91
4440.TW,2025-09-30,10.27,6.69,0.19,1.01,4.53,21038000.0,581.0,40.19,119.23
4441.TW,2025-12-31,24.81,10.55,,3.36,13.04,164535000.0,487.0,18.45,64.56
4441.TW,2025-06-30,20.05,13.26,0.53,0.7,1.69,18473000.0,487.0,39.62,662.97
4526.TW,2025-12-31,7.66,-15.91,,-4.21,-14.83,-325567000.0,,61.39,96.08
4526.TW,2025-09-30,20.64,-10.33,0.05,0.23,0.98,-336447000.0,,61.78,-668.17
4532.TW,2025-12-31,17.17,6.17,,2.4,6.27,1016326000.0,576.0,59.86,74.44
4532.TW,2025-09-30,14.97,3.3,0.31,1.45,4.06,27350000.0,576.0,59.96,57.7
4536.TW,2025-12-31,32.65,10.67,,2.61,13.77,532251000.0,736.0,29.48,70.6
4536.TW,2025-09-30,34.76,20.04,3.85,3.73,14.51,407572000.0,736.0,30.98,86.7
4540.TW,2025-12-31,16.55,-3.78,,1.34,6.01,-166720000.0,,54.22,-30.46
4540.TW,2025-09-30,4.3,-18.32,-0.81,-2.73,-13.45,-231439000.0,,54.29,216.78
4545.TW,2025-12-31,14.93,1.19,,0.56,1.91,981000.0,546.0,39.14,44.51
4545.TW,2025-06-30,16.47,3.6,-0.61,-2.62,-7.92,43703000.0,546.0,42.2,-39.06
4551.TW,2025-12-31,23.25,12.93,,3.09,13.53,238809000.0,319.0,35.58,75.29
4551.TW,2025-09-30,21.69,10.24,2.35,3.2,13.97,335214000.0,319.0,37.74,57.45
4552.TW,2025-12-31,19.46,6.04,,0.65,4.76,181952000.0,478.0,20.9,74.06
4552.TW,2025-09-30,18.37,6.18,0.86,1.68,10.87,299847000.0,478.0,22.58,48.77
4555.TW,2025-12-31,31.93,3.27,,0.5,3.76,39717000.0,144.0,34.54,74.63
4555.TW,2025-06-30,32.08,4.0,-0.13,-0.33,-2.13,82705000.0,144.0,36.54,-906.44
4557.TW,2025-12-31,28.78,11.43,,2.62,7.69,45298000.0,1130.0,51.11,118.34
4557.TW,2025-09-30,28.89,10.63,-6.44,-11.8,-34.03,108651000.0,1130.0,43.91,-24.81
4560.TW,2025-12-31,33.75,16.73,,2.93,12.76,95486000.0,370.0,19.19,99.45
4560.TW,2025-09-30,33.44,12.01,0.69,2.55,11.56,82556000.0,370.0,18.52,79.28
4562.TW,2025-12-31,31.44,-45.54,,-4.96,-33.3,-45001000.0,,57.15,139.1
4562.TW,2025-09-30,35.42,-9.9,-0.15,-1.39,-6.78,-57224000.0,,54.49,253.85
4564.TW,2025-12-31,-20.3,-36.33,,-1.83,-27.82,-33116000.0,,37.9,139.9
4564.TW,2025-09-30,-37.2,-56.07,-0.46,-2.54,-49.42,60809000.0,,37.48,126.36
4566.TW,2025-12-31,22.67,3.07,,1.3,5.4,149156000.0,121.0,52.37,37.03
4566.TW,2025-09-30,19.52,4.97,0.94,2.16,8.17,19057000.0,121.0,52.85,48.46
4569.TW,2025-12-31,15.14,0.46,,0.99,6.28,49727000.0,450.0,21.97,7.36
4569.TW,2025-09-30,22.79,10.16,2.42,2.91,16.31,119330000.0,450.0,23.97,62.31
4571.TW,2025-12-31,33.35,18.52,,3.74,16.19,224665000.0,349.0,21.31,101.75
4571.TW,2025-09-30,34.21,19.71,2.56,4.59,16.45,208383000.0,349.0,21.07,104.21
4572.TW,2025-12-31,35.12,21.76,,2.0,24.8,97128000.0,333.0,31.72,69.6
4572.TW,2025-09-30,29.18,13.56,0.79,1.62,20.04,77511000.0,333.0,32.78,55.13
4576.TW,2025-12-31,38.42,13.23,,2.04,11.96,151334000.0,15.0,36.72,92.59
4576.TW,2025-09-30,33.74,10.4,0.6,1.68,10.46,186441000.0,15.0,36.12,77.82
4581.TW,2025-12-31,29.5,12.5,,2.27,10.83,45105000.0,653.0,50.56,102.09
4581.TW,2025-09-30,32.31,17.58,0.97,3.55,15.4,47407000.0,653.0,50.96,91.58
4583.TW,2025-12-31,51.18,30.4,,2.85,38.12,352230000.0,158.0,9.45,64.7
4583.TW,2025-06-30,52.13,30.78,1.17,0.98,12.87,274357000.0,158.0,11.11,167.14
4585.TW,2025-12-31,50.62,5.77,,0.92,13.29,244192000.0,,11.33,38.93
4585.TW,2025-09-30,50.15,2.17,0.4,0.55,8.11,-58659000.0,,9.98,23.53
4588.TW,2025-12-31,35.72,24.67,,6.08,18.83,32868000.0,523.0,56.36,104.79
4588.TW,2025-09-30,32.63,20.95,0.93,4.6,15.34,1220000.0,523.0,56.64,110.07
4590.TW,2025-12-31,30.54,-0.22,,3.16,36.49,890327000.0,415.0,43.95,-0.49
4590.TW,2025-09-30,42.59,14.52,1.44,2.3,20.93,-94763000.0,415.0,39.85,55.51
4720.TW,2025-12-31,23.02,3.12,,1.24,2.37,39674000.0,571.0,48.58,82.22
