Ticker,Reference_Price,Source
1712.TW,43.04999923706055,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1713.TW,47.04999923706055,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1714.TW,9.460000038146973,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1717.TW,73.80000305175781,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1718.TW,7.329999923706055,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1720.TW,63.5,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1721.TW,18.100000381469727,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1722.TW,46.70000076293945,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1723.TW,77.19999694824219,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1725.TW,30.25,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1726.TW,75.30000305175781,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1727.TW,50.70000076293945,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1730.TW,53.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1731.TW,21.799999237060547,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1732.TW,25.89999961853028,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1733.TW,29.350000381469727,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1734.TW,31.450000762939453,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1735.TW,25.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1736.TW,121.5,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1737.TW,31.950000762939453,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1752.TW,35.70000076293945,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1760.TW,64.19999694824219,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1762.TW,27.600000381469727,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1773.TW,154.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1776.TW,15.850000381469728,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1783.TW,42.650001525878906,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1786.TW,59.29999923706055,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1789.TW,21.100000381469727,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1795.TW,213.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1802.TW,59.5,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1805.TW,10.800000190734863,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1806.TW,8.289999961853027,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1808.TW,30.39999961853028,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1809.TW,26.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1810.TW,17.25,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1817.TW,39.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1903.TW,50.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1904.TW,18.700000762939453,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1905.TW,14.449999809265137,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1906.TW,11.899999618530272,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1907.TW,25.850000381469727,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
1909.TW,9.739999771118164,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2002.TW,20.200000762939453,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2006.TW,71.69999694824219,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2007.TW,8.020000457763672,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2008.TW,28.100000381469727,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2009.TW,39.900001525878906,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2010.TW,24.950000762939453,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2012.TW,15.850000381469728,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2013.TW,44.29999923706055,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2014.TW,18.89999961853028,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2015.TW,63.900001525878906,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2017.TW,9.800000190734863,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2020.TW,25.549999237060547,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2022.TW,9.170000076293944,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2023.TW,14.050000190734863,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2024.TW,14.600000381469728,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2025.TW,11.399999618530272,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2027.TW,38.5,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2028.TW,18.200000762939453,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2029.TW,20.5,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2030.TW,16.100000381469727,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2031.TW,41.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2032.TW,17.100000381469727,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2033.TW,16.549999237060547,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2034.TW,20.850000381469727,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2038.TW,15.5,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2049.TW,245.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2059.TW,3275.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2062.TW,20.700000762939453,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2069.TW,18.75,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2101.TW,36.59999847412109,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2102.TW,20.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2103.TW,19.549999237060547,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2104.TW,11.949999809265137,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2105.TW,31.950000762939453,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
